partsid,totalcfp,cfp
P00322,0.0,0.267
P00324,0.0,9.463
P00325,0.0,3.619
P00330,0.0,2.253
P00334,0.0,0.929
P00340,0.0,0.094
P00345,0.0,5.443
P00349,0.0,4.388
P00350,0.0,8.597
P00352,0.0,1.29
P00357,0.0,7.445
P00358,0.0,6.134
P00359,0.0,5.493
P00361,0.0,4.892
P00362,0.0,5.854
P00366,0.0,8.95
P00370,0.0,2.666
P00371,0.0,9.733
P00373,0.0,6.622
P00378,0.0,7.99
P00379,0.0,6.162
P00381,0.0,3.934
P00382,0.0,5.118
P00385,0.0,9.422
P00389,0.0,0.865
P00390,0.0,1.0
P00395,0.0,4.715
P00396,0.0,2.734
P00398,0.0,5.691
P00399,0.0,6.182
P00401,0.0,6.197
P00404,0.0,2.961
P00406,0.0,5.812
P00408,0.0,8.192
P00409,0.0,2.617
P00416,0.0,9.124
P00417,0.0,2.39
P00418,0.0,0.016
P00423,0.0,1.758
P00425,0.0,5.817
P00426,0.0,8.006
P00427,0.0,9.85
P00430,0.0,1.629
P00431,0.0,6.445
P00436,0.0,9.959
P00439,0.0,5.393
P00442,0.0,0.845
P00444,0.0,8.893
P00454,0.0,3.131
P00455,0.0,6.988
P00458,0.0,6.122
P00460,0.0,4.614
P00461,0.0,0.765
P00465,0.0,1.551
P00466,0.0,2.592
P00467,0.0,9.17
P00468,0.0,2.064
P00470,0.0,8.143
P00471,0.0,9.645
P00472,0.0,6.408
P00475,0.0,1.152
P00478,0.0,5.135
P00479,0.0,9.619
P00480,0.0,4.743
P00485,0.0,8.367
P00486,0.0,1.876
P00487,0.0,0.056
P00490,0.0,4.508
P00492,0.0,2.288
P00495,0.0,2.021
P00496,0.0,1.006
P00498,0.0,8.978
P00502,0.0,7.057
P00511,0.0,8.382
P00514,0.0,6.062
P00519,0.0,6.406
P00525,0.0,0.17
P00527,0.0,5.484
P00528,0.0,1.436
P00538,0.0,3.038
P00541,0.0,5.115
P00542,0.0,1.539
P00546,0.0,2.498
P00551,0.0,2.408
P00557,0.0,5.029
P00562,0.0,9.196
P00563,0.0,7.623
P00564,0.0,9.759
P00569,0.0,8.96
P00578,0.0,2.255
P00579,0.0,6.632
P00582,0.0,9.128
P00585,0.0,3.592
P00586,0.0,7.916
P00587,0.0,2.68
P00602,0.0,2.57
P00609,0.0,0.045
P00617,0.0,1.858
P00618,0.0,5.829
P00621,0.0,9.675
P00623,0.0,1.773
P00627,0.0,9.294
P00629,0.0,0.651
P00630,0.0,6.857
P00631,0.0,2.173
P00632,0.0,2.955
P00634,0.0,1.07
P00652,0.0,2.569
P00656,0.0,6.178
P00657,0.0,9.207
P00661,0.0,5.632
P00662,0.0,2.415
P00670,0.0,8.384
P00675,0.0,9.562
P00685,0.0,4.548
P00686,0.0,4.892
P00687,0.0,5.992
P00691,0.0,3.888
P00706,0.0,8.059
P00711,0.0,4.11
P00713,0.0,7.233
P00716,0.0,6.081
P00717,0.0,2.801
P00721,0.0,1.931
P00725,0.0,2.843
P00726,0.0,9.722
P00730,0.0,1.928
P00732,0.0,8.385
P00733,0.0,9.041
P00738,0.0,8.922
P00739,0.0,5.535
P00741,0.0,9.877
P00744,0.0,6.508
P00746,0.0,6.867
P00750,0.0,7.781
P00751,0.0,1.519
P00754,0.0,4.628
P00757,0.0,9.52
P00758,0.0,2.226
P00759,0.0,7.392
P00760,0.0,3.321
P00767,0.0,6.194
P00772,0.0,1.947
P00775,0.0,2.937
P00777,0.0,3.696
P00780,0.0,9.571
P00781,0.0,7.563
P00782,0.0,9.902
P00784,0.0,4.207
P00785,0.0,3.62
P00791,0.0,8.437
P00792,0.0,2.67
P00798,0.0,8.194
P00799,0.0,6.742
P00801,0.0,8.422
P00804,0.0,2.232
P00809,0.0,1.226
P00815,0.0,7.902
P00816,0.0,0.452
P00818,0.0,6.848
P00819,0.0,5.904
P00820,0.0,3.254
P00821,0.0,1.763
P00826,0.0,2.148
P00827,0.0,8.231
P00833,0.0,9.604
P00834,0.0,7.383
P00835,0.0,0.367
P00836,0.0,5.104
P00841,0.0,4.002
P00844,0.0,0.355
P00845,0.0,5.579
P00846,0.0,6.709
P00849,0.0,7.411
P00850,0.0,3.156
P00858,0.0,4.615
P00860,0.0,5.327
P00864,0.0,6.291
P00866,0.0,8.297
P00868,0.0,4.488
P00873,0.0,8.52
P00877,0.0,9.907
P00878,0.0,0.642
P00884,0.0,9.95
P00885,0.0,5.444
P00886,0.0,6.718
P00887,0.0,2.439
P00888,0.0,8.833
P00890,0.0,2.387
P00891,0.0,3.027
P00895,0.0,2.806
P00899,0.0,1.142
P00901,0.0,7.597
P00904,0.0,3.544
P00905,0.0,6.157
P00909,0.0,0.291
P00914,0.0,6.699
P00925,0.0,8.794
P00934,0.0,3.5
P00935,0.0,1.935
P00937,0.0,7.498
P00941,0.0,2.804
P00942,0.0,1.262
P00945,0.0,0.074
P00946,0.0,5.642
P00947,0.0,1.195
P00948,0.0,8.481
P00949,0.0,5.308
P00954,0.0,3.421
P00955,0.0,6.067
P00958,0.0,8.861
P00963,0.0,4.567
P00964,0.0,0.252
P00967,0.0,2.547
P00972,0.0,5.405
P00980,0.0,6.358
P00988,0.0,1.115
P00997,0.0,6.817
P00998,0.0,9.005
P01000,0.0,2.411
P01001,0.0,0.78
P01002,0.0,4.807
P01005,0.0,6.829
P01016,0.0,6.87
P01018,0.0,6.51
P01023,0.0,9.372
P01025,0.0,9.381
P01031,0.0,7.01
P01039,0.0,3.86
P01041,0.0,3.307
P01042,0.0,6.383
P01043,0.0,8.383
P01048,0.0,6.716
P01053,0.0,0.474
P01054,0.0,6.421
P01055,0.0,6.402
P01058,0.0,5.472
P01063,0.0,2.266
P01064,0.0,0.019
P01070,0.0,9.501
P01076,0.0,6.849
P01078,0.0,3.051
P01082,0.0,8.82
P01087,0.0,4.539
P01089,0.0,2.341
P01093,0.0,3.57
P01102,0.0,6.673
P01104,0.0,8.586
P01107,0.0,6.1
P01109,0.0,4.304
P01110,0.0,4.311
P01113,0.0,8.039
P01114,0.0,6.501
P01118,0.0,5.059
P01119,0.0,0.742
P01125,0.0,4.853
P01128,0.0,9.623
P01129,0.0,3.565
P01130,0.0,2.621
P01135,0.0,8.709
P01138,0.0,4.154
P01140,0.0,0.952
P01142,0.0,5.658
P01144,0.0,9.166
P01145,0.0,3.905
P01147,0.0,4.628
P01148,0.0,5.152
P01154,0.0,0.795
P01157,0.0,2.18
P01160,0.0,2.22
P01175,0.0,7.061
P01176,0.0,5.92
P01179,0.0,1.491
P01184,0.0,1.06
P01186,0.0,1.041
P01198,0.0,6.534
P01202,0.0,6.802
P01203,0.0,9.021
P01204,0.0,6.621
P01205,0.0,3.806
P01210,0.0,1.901
P01214,0.0,3.826
P01215,0.0,7.082
P01216,0.0,9.157
P01217,0.0,5.362
P01219,0.0,6.79
P01221,0.0,2.637
P01224,0.0,0.739
P01227,0.0,0.386
P01228,0.0,4.963
P01229,0.0,3.97
P01234,0.0,5.897
P01238,0.0,5.209
P01242,0.0,0.81
P01256,0.0,0.389
P01259,0.0,7.415
P01260,0.0,1.727
P01262,0.0,6.472
P01263,0.0,8.184
P01267,0.0,6.395
P01273,0.0,5.756
P01276,0.0,8.124
P01277,0.0,4.501
P01281,0.0,5.174
P01288,0.0,6.301
P01296,0.0,0.818
P01297,0.0,6.854
P01300,0.0,6.762
P01303,0.0,5.213
P01304,0.0,6.71
P01307,0.0,7.079
P01312,0.0,8.176
P01313,0.0,7.707
P01316,0.0,0.139
P01318,0.0,0.65
P01319,0.0,7.782
P01321,0.0,6.201
P01331,0.0,5.666
P01334,0.0,2.076
P01336,0.0,5.519
P01337,0.0,3.941
P01344,0.0,3.851
P01347,0.0,8.054
P01351,0.0,4.366
P01358,0.0,5.432
P01360,0.0,5.38
P01361,0.0,4.08
P01363,0.0,6.404
P01369,0.0,1.686
P01371,0.0,7.485
P01373,0.0,1.963
P01376,0.0,3.946
P01378,0.0,2.112
P01389,0.0,6.014
P01392,0.0,6.375
P01394,0.0,1.557
P01395,0.0,5.481
P01405,0.0,9.239
P01408,0.0,0.305
P01411,0.0,8.806
P01412,0.0,5.267
P01422,0.0,3.18
P01423,0.0,3.6
P01424,0.0,6.14
P01425,0.0,1.769
P01430,0.0,8.965
P01439,0.0,9.124
P01444,0.0,6.06
P01446,0.0,7.908
P01457,0.0,4.722
P01461,0.0,2.086
P01464,0.0,4.055
P01465,0.0,9.102
P01467,0.0,4.917
P01468,0.0,6.746
P01470,0.0,1.301
P01471,0.0,1.695
P01473,0.0,8.134
P01477,0.0,8.149
P01478,0.0,9.499
P01479,0.0,1.942
P01480,0.0,9.667
P01481,0.0,4.24
P01483,0.0,2.794
P01484,0.0,6.119
P01486,0.0,6.555
P01487,0.0,8.515
P01489,0.0,6.205
P01490,0.0,2.798
P01496,0.0,7.775
P01499,0.0,2.684
P01513,0.0,5.416
P01514,0.0,1.202
P01518,0.0,3.23
P01520,0.0,0.606
P01530,0.0,2.32
P01535,0.0,7.725
P01542,0.0,9.194
P01543,0.0,2.096
P01556,0.0,0.946
P01557,0.0,8.009
P01559,0.0,7.562
P01565,0.0,5.884
P01566,0.0,1.951
P01567,0.0,5.871
P01569,0.0,9.672
P01570,0.0,9.758
P01572,0.0,4.083
P01574,0.0,9.253
P01575,0.0,3.201
P01578,0.0,6.532
P01579,0.0,2.146
P01585,0.0,6.435
P01591,0.0,3.854
P01597,0.0,0.473
P01599,0.0,8.369
P01612,0.0,1.9
P01616,0.0,2.969
P01620,0.0,9.349
P01624,0.0,7.271
P01637,0.0,9.594
P01638,0.0,0.62
P01642,0.0,2.94
P01644,0.0,0.656
P01653,0.0,8.316
P01654,0.0,3.72
P01657,0.0,4.236
P01660,0.0,2.993
P01663,0.0,7.17
P01666,0.0,3.331
P01668,0.0,1.154
P01669,0.0,1.462
P01674,0.0,5.799
P01681,0.0,7.493
P01685,0.0,7.702
P01686,0.0,2.661
P01688,0.0,4.91
P01690,0.0,2.492
P01695,0.0,3.6
P01697,0.0,1.638
P01699,0.0,3.629
P01701,0.0,1.463
P01705,0.0,2.02
P01707,0.0,9.603
P01714,0.0,4.973
P01716,0.0,8.585
P01717,0.0,2.314
P01721,0.0,7.247
P01722,0.0,5.446
P01723,0.0,1.786
P01724,0.0,0.18
P01731,0.0,1.955
P01733,0.0,9.917
P01739,0.0,9.537
P01744,0.0,6.746
P01749,0.0,9.255
P01750,0.0,4.91
P01760,0.0,0.266
P01761,0.0,9.331
P01762,0.0,2.087
P01765,0.0,8.081
P01771,0.0,0.431
P01773,0.0,7.837
P01775,0.0,2.645
P01778,0.0,9.764
P01786,0.0,7.279
P01787,0.0,4.478
P01789,0.0,5.115
P01796,0.0,8.543
P01799,0.0,2.163
P01806,0.0,3.448
P01807,0.0,6.749
P01809,0.0,9.214
P01811,0.0,3.104
P01813,0.0,3.022
P01817,0.0,0.655
P01822,0.0,8.436
P01823,0.0,1.921
P01824,0.0,6.521
P01825,0.0,8.122
P01826,0.0,0.732
P01831,0.0,3.971
P01832,0.0,0.402
P01836,0.0,5.475
P01838,0.0,4.65
P01839,0.0,7.665
P01843,0.0,8.9
P01847,0.0,6.354
P01848,0.0,5.363
P01853,0.0,1.455
P01855,0.0,8.754
P01857,0.0,3.156
P01860,0.0,4.014
P01861,0.0,4.376
P01863,0.0,9.034
P01870,0.0,3.872
P01873,0.0,9.834
P01874,0.0,0.362
P01880,0.0,7.88
P01883,0.0,2.444
P01885,0.0,8.233
P01889,0.0,2.453
P01890,0.0,7.818
P01891,0.0,5.833
P01893,0.0,4.734
P01894,0.0,3.758
P01895,0.0,7.438
P01908,0.0,4.812
P01913,0.0,1.421
P01915,0.0,2.416
P01917,0.0,8.932
P01919,0.0,8.12
P01922,0.0,0.955
P01923,0.0,5.461
P01926,0.0,2.69
P01929,0.0,6.07
P01931,0.0,4.685
P01939,0.0,5.615
P01940,0.0,1.305
P01943,0.0,8.591
P01944,0.0,7.946
P01946,0.0,3.505
P01947,0.0,2.27
P01948,0.0,0.101
P01951,0.0,2.239
P01952,0.0,4.645
P01954,0.0,2.338
P01958,0.0,3.176
P01959,0.0,3.533
P01968,0.0,5.674
P01972,0.0,4.56
P01977,0.0,5.345
P01986,0.0,9.395
P01987,0.0,0.949
P01988,0.0,7.822
P01990,0.0,1.383
P01992,0.0,3.656
P01994,0.0,4.843
P01997,0.0,1.936
P01998,0.0,2.786
P02001,0.0,8.812
P02004,0.0,2.219
P02005,0.0,5.002
P02007,0.0,4.92
P02011,0.0,0.006
P02015,0.0,8.738
P02018,0.0,6.298
P02020,0.0,3.734
P02021,0.0,0.101
P02031,0.0,8.547
P02037,0.0,5.956
P02038,0.0,5.531
P02047,0.0,0.961
P02048,0.0,9.256
P02050,0.0,7.775
P02051,0.0,9.147
P02054,0.0,2.96
P02055,0.0,3.717
P02058,0.0,0.569
P02059,0.0,0.192
P02061,0.0,3.279
P02063,0.0,0.086
P02067,0.0,8.406
P02068,0.0,7.355
P02072,0.0,2.623
P02076,0.0,8.836
P02077,0.0,8.583
P02082,0.0,8.804
P02087,0.0,1.453
P02088,0.0,6.47
P02092,0.0,4.783
P02100,0.0,1.573
P02105,0.0,6.979
P02112,0.0,6.617
P02114,0.0,5.451
P02117,0.0,0.377
P02122,0.0,0.001
P02126,0.0,0.868
P02134,0.0,0.434
P02135,0.0,7.466
P02137,0.0,4.672
P02142,0.0,8.437
P02149,0.0,0.6
P02151,0.0,3.258
P02155,0.0,8.302
P02160,0.0,9.551
P02161,0.0,9.33
P02162,0.0,3.339
P02163,0.0,7.524
P02164,0.0,6.351
P02166,0.0,7.215
P02168,0.0,2.779
P02170,0.0,2.418
P02173,0.0,0.984
P02177,0.0,8.953
P02179,0.0,3.622
P02185,0.0,6.648
P02186,0.0,3.515
P02190,0.0,2.743
P02191,0.0,6.948
P02192,0.0,8.863
P02194,0.0,0.541
P02198,0.0,6.537
P02200,0.0,2.54
P02204,0.0,2.121
P02208,0.0,8.829
P02212,0.0,7.887
P02213,0.0,6.353
P02216,0.0,3.072
P02217,0.0,1.801
P02219,0.0,6.485
P02223,0.0,1.089
P02228,0.0,4.444
P02232,0.0,0.072
P02235,0.0,7.048
P02236,0.0,2.656
P02240,0.0,5.898
P02244,0.0,0.763
P02248,0.0,5.031
P02249,0.0,7.699
P02250,0.0,4.732
P02256,0.0,4.39
P02260,0.0,3.834
P02268,0.0,1.832
P02269,0.0,9.737
P02270,0.0,3.387
P02271,0.0,4.632
P02272,0.0,1.46
P02273,0.0,9.013
P02282,0.0,1.385
P02284,0.0,9.682
P02285,0.0,4.722
P02290,0.0,5.079
P02293,0.0,8.561
P02298,0.0,8.233
P02302,0.0,8.103
P02305,0.0,7.197
P02310,0.0,8.433
P02311,0.0,2.345
P02312,0.0,1.717
P02317,0.0,9.478
P02323,0.0,7.868
P02326,0.0,2.559
P02328,0.0,9.175
P02333,0.0,2.796
P02334,0.0,2.715
P02346,0.0,5.093
P02348,0.0,2.422
P02350,0.0,6.605
P02360,0.0,3.822
P02370,0.0,1.625
P02374,0.0,9.245
P02381,0.0,4.478
P02382,0.0,0.919
P02383,0.0,4.701
P02384,0.0,5.171
P02385,0.0,1.937
P02386,0.0,7.2
P02390,0.0,4.773
P02395,0.0,2.51
P02397,0.0,4.526
P02398,0.0,8.283
P02400,0.0,2.939
P02402,0.0,0.271
P02403,0.0,5.196
P02407,0.0,4.144
P02410,0.0,7.824
P02415,0.0,7.814
P02416,0.0,6.452
P02418,0.0,8.541
P02419,0.0,3.106
P02421,0.0,2.445
P02425,0.0,6.562
P02428,0.0,7.852
P02430,0.0,3.212
P02431,0.0,8.144
P02433,0.0,6.331
P02436,0.0,2.4
P02438,0.0,2.61
P02446,0.0,2.151
P02452,0.0,4.116
P02453,0.0,0.902
P02456,0.0,7.53
P02457,0.0,9.051
P02461,0.0,5.691
P02462,0.0,0.689
P02464,0.0,3.634
P02469,0.0,7.741
P02472,0.0,7.383
P02474,0.0,2.513
P02484,0.0,9.873
P02488,0.0,7.38
P02491,0.0,1.259
P02493,0.0,2.333
P02497,0.0,3.37
P02499,0.0,2.106
P02500,0.0,0.598
P02503,0.0,0.106
P02504,0.0,9.729
P02514,0.0,5.443
P02515,0.0,1.132
P02521,0.0,1.544
P02535,0.0,4.284
P02536,0.0,5.085
P02539,0.0,6.995
P02540,0.0,5.593
P02541,0.0,5.454
P02543,0.0,2.18
P02548,0.0,2.131
P02551,0.0,4.365
P02552,0.0,1.048
P02555,0.0,5.6
P02558,0.0,9.406
P02559,0.0,2.38
P02560,0.0,2.016
P02562,0.0,5.358
P02574,0.0,0.618
P02575,0.0,7.295
P02578,0.0,1.937
P02579,0.0,6.467
P02580,0.0,9.632
P02583,0.0,0.564
P02589,0.0,6.892
P02590,0.0,3.455
P02591,0.0,3.348
P02603,0.0,4.725
P02606,0.0,7.953
P02612,0.0,8.631
P02615,0.0,5.398
P02618,0.0,2.35
P02622,0.0,0.619
P02624,0.0,0.484
P02625,0.0,7.7
P02626,0.0,9.801
P02628,0.0,5.041
P02633,0.0,4.351
P02639,0.0,6.831
P02640,0.0,9.876
P02641,0.0,1.424
P02644,0.0,3.207
P02648,0.0,9.61
P02653,0.0,8.723
P02656,0.0,4.475
P02657,0.0,7.634
P02658,0.0,6.757
P02660,0.0,3.547
P02669,0.0,4.142
P02670,0.0,7.669
P02675,0.0,2.684
P02681,0.0,1.539
P02683,0.0,2.284
P02685,0.0,8.935
P02688,0.0,8.093
P02690,0.0,5.023
P02694,0.0,3.617
P02702,0.0,2.011
P02706,0.0,5.249
P02707,0.0,9.885
P02708,0.0,5.53
P02713,0.0,6.253
P02714,0.0,9.962
P02719,0.0,9.037
P02723,0.0,5.127
P02724,0.0,5.325
P02728,0.0,5.055
P02732,0.0,2.018
P02734,0.0,6.733
P02736,0.0,6.602
P02741,0.0,6.903
P02746,0.0,9.766
P02748,0.0,8.671
P02756,0.0,4.528
P02757,0.0,1.71
P02759,0.0,8.069
P02760,0.0,0.863
P02761,0.0,3.459
P02762,0.0,6.881
P02763,0.0,0.037
P02767,0.0,3.653
P02768,0.0,9.14
P02770,0.0,2.14
P02771,0.0,8.397
P02775,0.0,3.945
P02777,0.0,0.03
P02783,0.0,0.179
P02784,0.0,6.261
P02786,0.0,8.917
P02790,0.0,4.296
P02793,0.0,9.537
P02804,0.0,0.241
P02810,0.0,6.064
P02814,0.0,0.965
P02815,0.0,2.706
P02824,0.0,3.331
P02825,0.0,3.075
P02829,0.0,5.301
P02830,0.0,8.547
P02831,0.0,3.087
P02833,0.0,4.51
P02838,0.0,2.926
P02844,0.0,5.475
P02845,0.0,5.94
P02846,0.0,4.266
P02848,0.0,4.594
P02850,0.0,9.196
P02852,0.0,6.147
P02853,0.0,2.055
P02856,0.0,8.436
P02863,0.0,9.66
P02867,0.0,6.235
P02868,0.0,9.28
P02871,0.0,1.857
P02878,0.0,5.029
P02882,0.0,9.808
P02885,0.0,4.339
P02889,0.0,0.957
P02890,0.0,4.088
P02891,0.0,6.359
P02895,0.0,6.841
P02896,0.0,8.403
P02902,0.0,4.706
P02906,0.0,8.783
P02909,0.0,2.237
P02914,0.0,2.772
P02923,0.0,5.77
P02925,0.0,0.402
P02930,0.0,5.107
P02931,0.0,9.069
P02937,0.0,8.122
P02944,0.0,5.29
P02950,0.0,8.48
P02957,0.0,6.13
P02958,0.0,8.655
P02959,0.0,3.999
P02961,0.0,5.772
P02962,0.0,2.504
P02967,0.0,1.844
P02976,0.0,0.279
P02985,0.0,2.021
P02986,0.0,0.986
P02988,0.0,2.105
P02993,0.0,6.292
P02995,0.0,8.972
P02996,0.0,8.669
P02999,0.0,8.024
P03000,0.0,6.938
P03001,0.0,9.24
P03002,0.0,2.287
P03009,0.0,1.091
P03010,0.0,8.942
P03012,0.0,6.555
P03016,0.0,8.859
P03017,0.0,9.828
P03018,0.0,4.102
P03024,0.0,9.139
P03027,0.0,1.887
P03031,0.0,5.753
P03037,0.0,9.261
P03040,0.0,4.094
P03045,0.0,7.01
P03047,0.0,7.786
P03048,0.0,3.42
P03052,0.0,9.552
P03053,0.0,7.512
P03054,0.0,9.175
P03056,0.0,0.766
P03057,0.0,2.367
P03059,0.0,4.967
P03060,0.0,1.197
P03065,0.0,2.326
P03066,0.0,4.552
P03067,0.0,5.109
P03075,0.0,4.905
P03076,0.0,1.074
P03077,0.0,3.102
P03078,0.0,9.833
P03083,0.0,3.753
P03084,0.0,8.684
P03087,0.0,7.155
P03091,0.0,9.107
P03095,0.0,0.408
P03097,0.0,9.814
P03101,0.0,8.005
P03103,0.0,5.751
P03104,0.0,5.188
P03105,0.0,2.751
P03109,0.0,7.493
P03112,0.0,9.717
P03114,0.0,0.452
P03115,0.0,5.118
P03119,0.0,0.738
P03120,0.0,9.875
P03121,0.0,4.352
P03125,0.0,7.713
P03126,0.0,8.573
P03128,0.0,1.992
P03129,0.0,0.754
P03133,0.0,1.392
P03137,0.0,4.932
P03149,0.0,4.413
P03150,0.0,3.655
P03153,0.0,6.422
P03161,0.0,6.494
P03162,0.0,1.568
P03163,0.0,5.185
P03165,0.0,2.696
P03167,0.0,1.624
P03168,0.0,9.35
P03170,0.0,3.656
P03173,0.0,6.758
P03174,0.0,7.176
P03178,0.0,0.786
P03183,0.0,0.583
P03191,0.0,9.848
P03193,0.0,9.692
P03200,0.0,9.95
P03201,0.0,5.135
P03202,0.0,8.769
P03203,0.0,1.89
P03208,0.0,1.528
P03210,0.0,8.515
P03215,0.0,5.389
P03216,0.0,0.596
P03217,0.0,5.116
P03218,0.0,2.666
P03219,0.0,7.068
P03222,0.0,8.983
P03223,0.0,5.789
P03224,0.0,9.287
P03227,0.0,8.615
P03228,0.0,9.675
P03229,0.0,2.554
P03233,0.0,9.604
P03239,0.0,9.452
P03245,0.0,7.791
P03249,0.0,0.272
P03251,0.0,4.558
P03256,0.0,4.936
P03257,0.0,2.13
P03261,0.0,1.276
P03266,0.0,2.224
P03267,0.0,5.895
P03272,0.0,9.869
P03276,0.0,4.343
P03278,0.0,4.766
P03279,0.0,1.54
P03282,0.0,4.084
P03283,0.0,5.103
P03286,0.0,6.028
P03288,0.0,8.517
P03289,0.0,8.146
P03293,0.0,2.567
P03297,0.0,0.64
P03301,0.0,3.629
P03303,0.0,1.831
P03306,0.0,8.631
P03307,0.0,1.194
P03314,0.0,1.927
P03315,0.0,8.035
P03318,0.0,5.667
P03324,0.0,2.54
P03325,0.0,2.939
P03328,0.0,3.765
P03331,0.0,8.9
P03333,0.0,4.118
P03336,7.593,7.593
P03338,8.825,8.825
P03340,6.958,6.958
P03341,5.303,5.303
P03345,0.895,0.895
P03351,4.3,4.3
P03353,2.941,2.941
P03360,4.549,4.549
P03361,5.268,5.268
P03363,3.195,3.195
P03365,7.898,7.898
P03370,9.556,9.556
P03373,3.584,3.584
P03376,5.25,5.25
P03377,0.239,0.239
P03378,9.297,9.297
P03379,0.585,0.585
P03380,7.727,7.727
P03381,9.516,9.516
P03382,8.172,8.172
P03383,8.762,8.762
P03385,2.871,2.871
P03388,5.763,5.763
P03390,0.93,0.93
P03392,7.341,7.341
P03395,0.5,0.5
P03397,7.57,7.57
P03402,8.617,8.617
P03412,2.115,2.115
P03413,4.159,4.159
P03414,0.038,0.038
P03419,9.306,9.306
P03420,4.049,4.049
P03421,4.736,4.736
P03424,0.067,0.067
P03428,2.538,2.538
P03430,5.017,5.017
P03431,3.394,3.394
P03432,8.28,8.28
P03440,5.425,5.425
P03451,9.755,9.755
P03453,2.914,2.914
P03461,7.574,7.574
P03463,7.752,7.752
P03466,4.44,4.44
P03468,4.649,4.649
P03471,6.922,6.922
P03472,6.581,6.581
P03476,1.19,1.19
P03481,0.888,0.888
P03482,5.805,5.805
P03483,3.317,3.317
P03486,7.448,7.448
P03488,1.354,1.354
P03495,6.35,6.35
P03498,7.092,7.092
P03504,8.909,8.909
P03505,0.471,0.471
P03511,6.089,6.089
P03512,5.334,5.334
P03517,7.065,7.065
P03520,8.212,8.212
P03521,3.972,3.972
P03523,0.242,0.242
P03532,4.45,4.45
P03534,6.441,6.441
P03535,9.433,9.433
P03536,7.341,7.341
P03538,9.629,9.629
P03539,7.62,7.62
P03541,2.298,2.298
P03544,0.418,0.418
P03545,4.093,4.093
P03547,9.666,9.666
P03549,1.307,1.307
P03553,6.709,6.709
P03554,7.785,7.785
P03557,9.36,9.36
P03559,1.496,1.496
P03560,7.602,7.602
P03564,3.544,3.544
P03569,1.883,1.883
P03571,5.031,5.031
P03580,9.634,9.634
P03581,2.785,2.785
P03589,2.249,2.249
P03590,9.801,9.801
P03592,8.311,8.311
P03599,6.72,6.72
P03602,3.31,3.31
P03609,8.304,8.304
P03610,7.861,7.861
P03611,3.291,3.291
P03612,2.014,2.014
P03614,6.412,6.412
P03618,6.152,6.152
P03619,3.384,3.384
P03621,7.982,7.982
P03626,7.601,7.601
P03630,7.198,7.198
P03631,1.381,1.381
P03632,3.591,3.591
P03636,2.552,2.552
P03637,2.052,2.052
P03639,2.238,2.238
P03641,6.17,6.17
P03644,5.611,5.611
P03646,9.685,9.685
P03653,0.56,0.56
P03654,1.451,1.451
P03657,6.888,6.888
P03661,0.227,0.227
P03662,1.136,1.136
P03665,9.125,9.125
