partsid,totalcfp,cfp
P01298,0.0,3.065
P01299,0.0,6.68
P01300,0.0,9.862
P01303,0.0,8.243
P01312,0.0,5.499
P01314,0.0,6.166
P01317,0.0,5.099
P01318,0.0,9.57
P01319,0.0,6.946
P01321,0.0,6.169
P01328,0.0,8.922
P01341,0.0,1.509
P01342,0.0,7.225
P01348,0.0,4.837
P01349,0.0,3.601
P01351,0.0,1.802
P01353,0.0,6.749
P01356,0.0,1.792
P01357,0.0,6.69
P01358,0.0,2.771
P01359,0.0,1.194
P01360,0.0,2.981
P01362,0.0,6.901
P01368,0.0,3.542
P01370,0.0,7.038
P01373,0.0,9.712
P01374,0.0,0.29
P01375,0.0,3.678
P01382,0.0,4.664
P01385,0.0,5.659
P01388,0.0,3.461
P01390,0.0,5.224
P01392,0.0,7.773
P01394,0.0,0.816
P01395,0.0,2.396
P01402,0.0,9.1
P01405,0.0,0.323
P01406,0.0,2.466
P01409,0.0,2.077
P01411,0.0,9.1
P01417,0.0,6.928
P01425,0.0,8.808
P01427,0.0,7.166
P01433,0.0,8.548
P01434,0.0,9.927
P01435,0.0,7.186
P01436,0.0,0.433
P01438,0.0,1.331
P01439,0.0,2.758
P01441,0.0,2.293
P01442,0.0,8.184
P01443,0.0,9.729
P01445,0.0,3.95
P01446,0.0,0.464
P01450,0.0,9.54
P01458,0.0,5.481
P01462,0.0,8.791
P01463,0.0,3.099
P01464,0.0,6.887
P01465,0.0,4.889
P01466,0.0,0.582
P01468,0.0,6.205
P01469,0.0,6.578
P01471,0.0,5.059
P01472,0.0,3.533
P01475,0.0,5.531
P01477,0.0,2.842
P01478,0.0,7.61
P01495,0.0,2.369
P01499,0.0,2.777
P01503,0.0,5.255
P01504,0.0,7.887
P01509,0.0,6.209
P01510,0.0,8.245
P01511,0.0,9.584
P01517,0.0,7.127
P01518,0.0,2.287
P01520,0.0,4.716
P01523,0.0,4.348
P01524,0.0,2.233
P01525,0.0,7.255
P01527,0.0,9.752
P01533,0.0,3.13
P01534,0.0,9.782
P01538,0.0,1.093
P01541,0.0,7.203
P01542,0.0,1.049
P01543,0.0,8.863
P01549,0.0,8.759
P01551,0.0,6.964
P01552,0.0,5.689
P01553,0.0,6.517
P01554,0.0,3.547
P01555,0.0,7.783
P01558,0.0,5.339
P01561,0.0,5.049
P01562,0.0,4.186
P01567,0.0,9.778
P01571,0.0,0.829
P01575,0.0,2.379
P01576,0.0,2.708
P01581,0.0,8.104
P01582,0.0,4.134
P01586,0.0,9.598
P01587,0.0,5.749
P01591,0.0,0.839
P01593,0.0,8.455
P01598,0.0,7.903
P01599,0.0,3.972
P01604,0.0,6.749
P01605,0.0,8.0
P01610,0.0,1.77
P01614,0.0,1.521
P01616,0.0,4.715
P01617,0.0,6.572
P01619,0.0,0.35
P01621,0.0,6.338
P01629,0.0,3.955
P01631,0.0,4.849
P01632,0.0,3.44
P01635,0.0,8.803
P01637,0.0,1.318
P01639,0.0,3.945
P01643,0.0,0.757
P01645,0.0,4.411
P01646,0.0,5.844
P01651,0.0,2.32
P01652,0.0,4.409
P01654,0.0,2.597
P01655,0.0,2.637
P01657,0.0,8.307
P01660,0.0,2.54
P01662,0.0,0.562
P01665,0.0,0.141
P01666,0.0,0.123
P01668,0.0,0.199
P01672,0.0,1.746
P01673,0.0,4.701
P01675,0.0,7.782
P01682,0.0,8.532
P01683,0.0,4.235
P01687,0.0,4.1
P01689,0.0,3.728
P01692,0.0,9.576
P01696,0.0,8.946
P01700,0.0,4.351
P01701,0.0,2.293
P01702,0.0,4.902
P01707,0.0,3.808
P01708,0.0,0.68
P01709,0.0,1.714
P01711,0.0,3.885
P01718,0.0,7.734
P01721,0.0,2.426
P01728,0.0,5.997
P01729,0.0,9.955
P01731,0.0,1.18
P01745,0.0,9.647
P01746,0.0,8.451
P01747,0.0,8.467
P01748,0.0,8.964
P01749,0.0,8.155
P01754,0.0,5.915
P01756,0.0,5.354
P01760,0.0,2.44
P01763,0.0,1.523
P01764,0.0,4.767
P01780,0.0,5.896
P01782,0.0,3.183
P01784,0.0,3.183
P01788,0.0,3.387
P01790,0.0,7.909
P01794,0.0,8.122
P01798,0.0,9.142
P01801,0.0,9.966
P01806,0.0,3.678
P01807,0.0,4.416
P01812,0.0,2.395
P01815,0.0,5.632
P01816,0.0,5.399
P01820,0.0,9.044
P01824,0.0,7.281
P01825,0.0,6.012
P01830,0.0,0.366
P01831,0.0,8.558
P01835,0.0,4.977
P01836,0.0,0.122
P01840,0.0,2.986
P01842,0.0,2.22
P01845,0.0,3.891
P01846,0.0,0.0
P01849,0.0,8.0
P01850,0.0,9.421
P01852,0.0,8.968
P01856,0.0,0.91
P01859,0.0,6.036
P01860,0.0,8.735
P01862,0.0,1.154
P01863,0.0,9.265
P01868,0.0,1.506
P01870,0.0,6.288
P01871,0.0,4.727
P01873,0.0,9.511
P01875,0.0,3.423
P01876,0.0,5.351
P01879,0.0,3.174
P01883,0.0,5.483
P01885,0.0,1.739
P01886,0.0,3.422
P01888,0.0,4.686
P01889,0.0,7.167
P01890,0.0,7.146
P01892,0.0,0.408
P01895,0.0,2.571
P01897,0.0,4.083
P01906,0.0,5.311
P01908,0.0,9.105
P01922,0.0,6.888
P01923,0.0,3.383
P01930,0.0,3.406
P01932,0.0,7.563
P01936,0.0,9.46
P01939,0.0,1.772
P01940,0.0,8.327
P01941,0.0,9.132
P01945,0.0,6.404
P01946,0.0,0.385
P01949,0.0,3.341
P01950,0.0,1.982
P01955,0.0,2.13
P01961,0.0,5.455
P01963,0.0,4.587
P01964,0.0,0.877
P01968,0.0,2.216
P01970,0.0,6.74
P01974,0.0,0.138
P01984,0.0,9.175
P01987,0.0,8.516
P01992,0.0,4.748
P01995,0.0,4.442
P01998,0.0,8.045
P02007,0.0,6.048
P02012,0.0,0.663
P02020,0.0,7.441
P02022,0.0,5.867
P02026,0.0,9.661
P02029,0.0,8.853
P02031,0.0,0.144
P02032,0.0,4.699
P02033,0.0,0.169
P02034,0.0,5.903
P02035,0.0,3.814
P02039,0.0,3.71
P02045,0.0,9.21
P02056,0.0,5.679
P02064,0.0,8.326
P02067,0.0,0.033
P02068,0.0,2.806
P02069,0.0,2.546
P02071,0.0,0.243
P02076,0.0,9.17
P02078,0.0,1.949
P02079,0.0,3.25
P02087,0.0,5.741
P02088,0.0,0.46
P02090,0.0,1.066
P02091,0.0,0.602
P02092,0.0,9.014
P02094,0.0,4.746
P02095,0.0,5.59
P02101,0.0,2.044
P02103,0.0,5.046
P02105,0.0,7.829
P02106,0.0,7.369
P02107,0.0,0.941
P02112,0.0,8.919
P02119,0.0,0.627
P02120,0.0,1.603
P02121,0.0,5.172
P02122,0.0,0.322
P02123,0.0,7.968
P02127,0.0,6.376
P02128,0.0,1.903
P02134,0.0,6.857
P02135,0.0,5.744
P02137,0.0,2.202
P02138,0.0,6.768
P02142,0.0,1.591
P02145,0.0,7.508
P02146,0.0,8.569
P02148,0.0,8.349
P02149,0.0,5.082
P02150,0.0,2.645
P02151,0.0,6.196
P02152,0.0,7.24
P02153,0.0,6.357
P02154,0.0,0.811
P02156,0.0,2.602
P02159,0.0,3.989
P02161,0.0,0.728
P02162,0.0,9.523
P02167,0.0,0.117
P02169,0.0,4.303
P02172,0.0,1.384
P02173,0.0,9.221
P02178,0.0,0.507
P02183,0.0,6.026
P02184,0.0,1.507
P02185,0.0,8.657
P02187,0.0,2.362
P02191,0.0,9.063
P02194,0.0,0.059
P02198,0.0,8.456
P02203,0.0,2.761
P02210,0.0,4.046
P02212,0.0,2.176
P02220,0.0,6.562
P02224,0.0,2.639
P02231,0.0,2.481
P02236,0.0,3.196
P02237,0.0,6.603
P02238,0.0,9.019
P02239,0.0,2.119
P02241,0.0,5.252
P02244,0.0,5.702
P02252,0.0,3.006
P02253,0.0,5.793
P02255,0.0,6.874
P02256,0.0,4.082
P02258,0.0,8.214
P02261,0.0,0.327
P02262,0.0,2.982
P02266,0.0,4.636
P02267,0.0,8.586
P02270,0.0,7.896
P02271,0.0,2.449
P02275,0.0,8.962
P02277,0.0,6.908
P02278,0.0,5.695
P02279,0.0,7.659
P02283,0.0,9.851
P02284,0.0,2.125
P02301,0.0,9.398
P02303,0.0,5.986
P02306,0.0,3.668
P02313,0.0,2.847
P02314,0.0,2.907
P02317,0.0,9.623
P02323,0.0,6.285
P02325,0.0,0.381
P02326,0.0,4.103
P02329,0.0,2.718
P02333,0.0,1.136
P02335,0.0,4.406
P02339,0.0,5.04
P02341,0.0,2.017
P02342,0.0,2.53
P02343,0.0,7.714
P02345,0.0,9.417
P02346,0.0,8.185
P02349,0.0,7.69
P02352,0.0,5.712
P02353,0.0,3.147
P02360,0.0,9.053
P02363,0.0,2.622
P02364,0.0,1.188
P02366,0.0,6.324
P02368,0.0,6.218
P02375,0.0,2.999
P02377,0.0,4.295
P02379,0.0,0.652
P02384,0.0,6.952
P02387,0.0,7.471
P02389,0.0,9.903
P02391,0.0,7.461
P02392,0.0,1.1
P02393,0.0,2.207
P02398,0.0,5.148
P02401,0.0,1.066
P02405,0.0,6.207
P02406,0.0,6.686
P02407,0.0,9.748
P02422,0.0,4.328
P02425,0.0,4.397
P02427,0.0,3.036
P02428,0.0,2.177
P02434,0.0,9.727
P02435,0.0,7.761
P02442,0.0,4.149
P02452,0.0,9.011
P02453,0.0,8.469
P02456,0.0,6.59
P02462,0.0,0.503
P02463,0.0,7.825
P02467,0.0,9.915
P02471,0.0,1.566
P02472,0.0,8.982
P02474,0.0,5.508
P02475,0.0,6.04
P02476,0.0,9.556
P02478,0.0,0.62
P02479,0.0,2.445
P02480,0.0,5.069
P02482,0.0,7.571
P02483,0.0,4.784
P02485,0.0,8.94
P02491,0.0,2.64
P02493,0.0,6.87
P02494,0.0,0.98
P02498,0.0,7.443
P02507,0.0,6.104
P02510,0.0,2.933
P02511,0.0,0.936
P02520,0.0,7.977
P02521,0.0,7.638
P02523,0.0,1.443
P02525,0.0,8.605
P02527,0.0,5.834
P02534,0.0,5.25
P02535,0.0,6.338
P02536,0.0,8.206
P02540,0.0,7.027
P02544,0.0,4.284
P02549,0.0,1.195
P02552,0.0,6.579
P02555,0.0,4.048
P02558,0.0,8.279
P02559,0.0,0.961
P02560,0.0,3.898
P02561,0.0,9.927
P02563,0.0,0.824
P02565,0.0,1.636
P02569,0.0,9.98
P02577,0.0,5.731
P02580,0.0,0.303
P02581,0.0,5.995
P02582,0.0,5.171
P02583,0.0,1.65
P02585,0.0,9.703
P02587,0.0,1.99
P02588,0.0,3.333
P02590,0.0,7.822
P02591,0.0,4.917
P02592,0.0,8.913
P02594,0.0,5.276
P02596,0.0,5.564
P02597,0.0,2.706
P02604,0.0,3.248
P02605,0.0,6.673
P02606,0.0,4.187
P02608,0.0,6.096
P02617,0.0,9.566
P02624,0.0,9.358
P02625,0.0,4.752
P02627,0.0,8.842
P02629,0.0,3.682
P02634,0.0,8.174
P02636,0.0,5.905
P02639,0.0,0.034
P02640,0.0,5.852
P02649,0.0,3.832
P02650,0.0,0.466
P02653,0.0,7.931
P02655,0.0,9.587
P02658,0.0,7.879
P02662,0.0,9.921
P02664,0.0,6.1
P02668,0.0,3.759
P02674,0.0,7.711
P02679,0.0,7.371
P02681,0.0,8.925
P02682,0.0,0.074
P02683,0.0,7.487
P02687,0.0,8.255
P02692,0.0,8.351
P02694,0.0,9.981
P02705,0.0,9.519
P02706,0.0,6.282
P02707,0.0,9.833
P02709,0.0,0.379
P02710,0.0,2.662
P02713,0.0,9.046
P02718,0.0,5.246
P02719,0.0,6.882
P02722,0.0,5.493
P02726,0.0,5.306
P02727,0.0,3.969
P02737,0.0,2.567
P02741,0.0,4.867
P02744,0.0,4.791
P02749,0.0,6.331
P02750,0.0,2.248
P02753,0.0,5.206
P02757,0.0,2.445
P02763,0.0,6.602
P02770,0.0,0.762
P02774,0.0,2.286
P02775,0.0,0.465
P02781,0.0,8.397
P02782,0.0,3.032
P02786,0.0,8.953
P02789,0.0,0.168
P02790,0.0,0.051
P02793,0.0,1.806
P02794,0.0,7.157
P02795,0.0,5.869
P02797,0.0,4.945
P02800,0.0,7.992
P02801,0.0,0.231
P02802,0.0,2.559
P02803,0.0,2.715
P02805,0.0,6.226
P02806,0.0,0.682
P02807,0.0,0.196
P02808,0.0,9.537
P02813,0.0,3.951
P02820,0.0,2.395
P02821,0.0,3.199
P02822,0.0,3.988
P02826,0.0,7.474
P02827,0.0,9.332
P02828,0.0,9.671
P02833,0.0,5.613
P02835,0.0,2.002
P02839,0.0,6.276
P02842,0.0,4.504
P02844,0.0,2.82
P02845,0.0,1.328
P02846,0.0,8.887
P02851,0.0,7.571
P02857,0.0,1.154
P02858,0.0,1.666
P02860,0.0,8.275
P02869,0.0,7.633
P02875,0.0,0.733
P02878,0.0,2.655
P02884,0.0,1.694
P02885,0.0,6.106
P02894,0.0,4.747
P02896,0.0,8.6
P02897,0.0,7.777
P02900,0.0,3.56
P02901,0.0,6.22
P02902,0.0,9.099
P02914,0.0,8.528
P02916,0.0,9.366
P02920,0.0,2.292
P02923,0.0,1.041
P02925,0.0,8.024
P02931,0.0,3.978
P02934,0.0,0.844
P02936,0.0,4.438
P02939,0.0,7.361
P02944,0.0,5.749
P02957,0.0,7.669
P02958,0.0,8.996
P02966,0.0,4.41
P02969,0.0,3.225
P02975,0.0,6.738
P02977,0.0,5.326
P02980,0.0,1.034
P02982,0.0,0.437
P02986,0.0,8.386
P03001,0.0,4.313
P03004,0.0,7.921
P03008,0.0,4.627
P03009,0.0,5.534
P03010,0.0,8.714
P03012,0.0,7.29
P03016,0.0,4.13
P03018,0.0,7.401
P03019,0.0,2.799
P03020,0.0,6.224
P03023,0.0,2.193
P03031,0.0,1.344
P03037,0.0,3.422
P03044,0.0,6.761
P03047,0.0,6.618
P03049,0.0,8.647
P03050,0.0,8.71
P03052,0.0,3.12
P03057,0.0,1.002
P03067,0.0,5.096
P03068,0.0,3.054
P03073,0.0,6.965
P03079,0.0,0.134
P03082,0.0,5.783
P03083,0.0,2.472
P03088,0.0,0.988
P03089,0.0,6.517
P03090,0.0,8.772
P03097,0.0,2.215
P03099,0.0,0.923
P03103,0.0,8.431
P03104,0.0,8.026
P03110,0.0,2.989
P03112,0.0,4.418
P03118,0.0,8.825
P03119,0.0,5.71
P03120,0.0,8.248
P03121,0.0,0.842
P03122,0.0,0.576
P03123,0.0,0.241
P03126,0.0,8.09
P03143,0.0,7.905
P03146,0.0,9.387
P03154,0.0,2.505
P03155,0.0,5.516
P03158,0.0,7.45
P03162,0.0,0.989
P03167,0.0,3.074
P03172,0.0,1.117
P03178,0.0,7.636
P03179,0.0,0.298
P03181,0.0,1.316
P03183,0.0,2.622
P03184,0.0,1.481
P03186,0.0,6.647
P03192,0.0,1.161
P03193,0.0,7.839
P03195,0.0,9.213
P03198,0.0,5.217
P03200,0.0,0.113
P03205,0.0,6.955
P03206,0.0,7.707
P03211,0.0,5.172
P03214,0.0,3.018
P03222,0.0,8.429
P03224,0.0,8.847
P03226,0.0,4.984
P03230,0.0,6.311
P03235,0.0,1.322
P03240,0.0,0.386
P03247,0.0,8.394
P03249,0.0,1.974
P03250,0.0,7.864
P03254,0.0,1.571
P03263,0.0,7.508
P03266,0.0,3.884
P03270,0.0,3.799
P03272,0.0,9.835
P03276,0.0,1.476
P03283,0.0,5.934
P03285,0.0,2.879
P03293,0.0,8.074
P03298,0.0,7.877
P03300,0.0,0.818
P03305,0.0,1.36
P03308,0.0,0.576
P03314,0.0,4.718
P03315,0.0,0.994
P03322,0.0,4.599
P03329,0.0,9.447
P03331,0.0,4.876
P03332,0.0,3.909
P03333,0.0,2.629
P03334,0.0,3.095
P03336,0.0,3.37
P03337,0.0,9.088
P03342,0.0,9.429
P03344,0.0,6.444
P03345,0.0,0.799
P03346,0.0,3.668
P03348,0.0,6.73
P03352,0.0,1.261
P03353,0.0,1.013
P03360,0.0,8.468
P03361,0.0,3.548
P03362,0.0,7.54
P03363,0.0,1.27
P03364,0.0,8.52
P03365,0.0,7.819
P03369,0.0,4.433
P03376,0.0,1.258
P03377,0.0,3.294
P03378,0.0,5.539
P03382,0.0,4.383
P03384,0.0,8.796
P03386,0.0,8.849
P03388,0.0,5.654
P03393,0.0,9.77
P03394,0.0,5.91
P03398,0.0,5.69
P03400,0.0,5.053
P03402,0.0,2.834
P03407,0.0,7.586
P03409,0.0,1.155
P03417,0.0,3.097
P03420,0.0,5.975
P03428,0.0,5.649
P03429,0.0,8.798
P03434,0.0,0.226
P03437,0.0,1.088
P03438,0.0,6.191
P03441,0.0,1.717
P03447,0.0,6.667
P03448,0.0,5.794
P03453,0.0,0.41
P03467,0.0,1.386
P03468,0.0,1.27
P03470,0.0,7.389
P03474,0.0,0.713
P03475,0.0,7.826
P03481,0.0,2.23
P03486,0.0,5.113
P03490,0.0,7.17
P03493,0.0,0.194
P03496,0.0,4.171
P03497,0.0,3.625
P03499,0.0,6.03
P03506,0.0,3.13
P03512,0.0,9.15
P03515,0.0,6.039
P03518,0.0,0.408
P03521,0.0,3.227
P03524,0.0,7.774
P03526,0.0,6.657
P03529,0.0,0.595
P03530,0.0,7.039
P03531,0.0,8.817
P03535,0.0,3.705
P03537,0.0,0.922
P03544,0.0,5.203
P03547,0.0,8.578
P03548,0.0,7.143
P03549,0.0,2.386
P03550,0.0,7.709
P03556,0.0,5.302
P03563,0.0,0.914
P03568,0.0,3.935
P03569,0.0,6.843
P03583,0.0,4.18
P03589,0.0,3.03
P03595,0.0,5.452
P03597,0.0,5.926
P03606,0.0,2.283
P03610,0.0,6.192
P03612,0.0,4.637
P03613,0.0,1.638
P03616,0.0,0.637
P03617,0.0,8.678
P03618,0.0,1.773
P03620,0.0,7.004
P03627,0.0,9.044
P03628,0.0,1.784
P03630,0.0,3.647
P03631,0.0,5.833
P03639,0.0,7.327
P03640,0.0,0.321
P03646,0.0,0.941
P03655,0.0,7.384
P03656,0.0,3.81
P03657,0.0,0.887
P03658,0.0,9.873
P03659,0.0,6.675
P03661,0.0,0.481
P03664,0.0,4.898
P03665,0.0,7.216
P03671,0.0,5.291
P03675,0.0,9.103
P03679,0.0,9.534
P03680,0.0,2.545
