partsid,totalcfp,cfp
P01042,0.0,4.624
P01043,0.0,3.029
P01049,0.0,6.93
P01051,0.0,4.468
P01052,0.0,7.121
P01056,0.0,2.85
P01058,0.0,6.619
P01061,0.0,8.235
P01062,0.0,8.838
P01065,0.0,7.956
P01066,0.0,4.108
P01069,0.0,1.214
P01078,0.0,7.462
P01083,0.0,0.337
P01085,0.0,8.565
P01089,0.0,5.228
P01090,0.0,6.293
P01091,0.0,6.402
P01093,0.0,0.714
P01094,0.0,0.067
P01098,0.0,3.579
P01103,0.0,8.827
P01110,0.0,9.838
P01112,0.0,6.934
P01116,0.0,7.493
P01126,0.0,2.567
P01135,0.0,8.836
P01136,0.0,9.604
P01138,0.0,5.901
P01145,0.0,5.289
P01148,0.0,3.167
P01154,0.0,0.681
P01155,0.0,2.362
P01160,0.0,3.735
P01161,0.0,2.879
P01162,0.0,7.227
P01165,0.0,6.832
P01168,0.0,4.914
P01171,0.0,3.966
P01176,0.0,4.854
P01177,0.0,9.154
P01179,0.0,2.508
P01182,0.0,3.38
P01183,0.0,3.485
P01187,0.0,3.103
P01189,0.0,1.598
P01192,0.0,3.802
P01193,0.0,2.245
P01197,0.0,2.544
P01200,0.0,7.549
P01203,0.0,9.781
P01204,0.0,1.754
P01205,0.0,0.906
P01210,0.0,3.401
P01213,0.0,3.698
P01224,0.0,6.391
P01228,0.0,1.759
P01229,0.0,2.041
P01230,0.0,3.289
P01233,0.0,8.944
P01234,0.0,6.754
P01235,0.0,0.34
P01238,0.0,3.085
P01242,0.0,0.571
P01243,0.0,0.518
P01244,0.0,3.267
P01246,0.0,7.677
P01251,0.0,0.552
P01253,0.0,4.672
P01258,0.0,4.755
P01261,0.0,5.599
P01265,0.0,0.163
P01266,0.0,8.003
P01268,0.0,0.965
P01269,0.0,6.133
P01271,0.0,9.172
P01279,0.0,5.506
P01283,0.0,7.243
P01292,0.0,8.702
P01295,0.0,3.464
P01301,0.0,0.067
P01302,0.0,6.5
P01304,0.0,4.94
P01306,0.0,3.175
P01307,0.0,6.531
P01309,0.0,0.087
P01322,0.0,2.632
P01323,0.0,0.023
P01324,0.0,5.594
P01326,0.0,9.227
P01330,0.0,3.313
P01331,0.0,3.211
P01332,0.0,8.609
P01333,0.0,0.102
P01339,0.0,9.495
P01344,0.0,1.315
P01345,0.0,7.235
P01346,0.0,7.754
P01352,0.0,1.632
P01354,0.0,1.503
P01355,0.0,6.083
P01361,0.0,5.417
P01365,0.0,6.566
P01367,0.0,1.307
P01369,0.0,6.178
P01371,0.0,6.472
P01372,0.0,6.074
P01376,0.0,9.685
P01377,0.0,9.802
P01381,0.0,7.367
P01389,0.0,0.885
P01396,0.0,5.933
P01398,0.0,7.105
P01399,0.0,7.488
P01403,0.0,8.43
P01404,0.0,2.55
P01407,0.0,2.137
P01410,0.0,6.973
P01412,0.0,6.711
P01416,0.0,7.548
P01419,0.0,3.725
P01421,0.0,2.942
P01422,0.0,2.984
P01428,0.0,9.041
P01430,0.0,6.869
P01431,0.0,4.375
P01437,0.0,3.605
P01440,0.0,7.002
P01447,0.0,3.498
P01452,0.0,7.966
P01455,0.0,3.977
P01459,0.0,8.65
P01460,0.0,1.245
P01470,0.0,6.378
P01473,0.0,5.902
P01474,0.0,9.589
P01476,0.0,0.101
P01480,0.0,4.004
P01483,0.0,4.09
P01486,0.0,6.427
P01487,0.0,5.449
P01488,0.0,0.43
P01490,0.0,2.245
P01494,0.0,0.636
P01496,0.0,7.05
P01497,0.0,5.123
P01498,0.0,2.516
P01502,0.0,3.266
P01506,0.0,7.915
P01513,0.0,3.252
P01515,0.0,3.741
P01516,0.0,4.366
P01519,0.0,8.295
P01521,0.0,1.025
P01528,0.0,6.262
P01532,0.0,1.728
P01535,0.0,7.77
P01537,0.0,5.828
P01540,0.0,6.99
P01547,0.0,0.493
P01550,0.0,8.647
P01556,0.0,4.622
P01564,0.0,3.663
P01565,0.0,6.138
P01569,0.0,9.613
P01574,0.0,2.379
P01577,0.0,3.658
P01579,0.0,7.313
P01580,0.0,3.48
P01583,0.0,9.989
P01585,0.0,7.476
P01588,0.0,3.482
P01590,0.0,7.192
P01595,0.0,7.901
P01596,0.0,1.945
P01601,0.0,4.563
P01606,0.0,0.027
P01608,0.0,7.341
P01612,0.0,4.083
P01613,0.0,3.303
P01615,0.0,1.109
P01622,0.0,0.895
P01624,0.0,2.059
P01625,0.0,0.366
P01630,0.0,9.224
P01633,0.0,1.852
P01634,0.0,7.02
P01640,0.0,0.438
P01644,0.0,4.991
P01649,0.0,8.811
P01650,0.0,6.031
P01656,0.0,7.671
P01658,0.0,6.482
P01663,0.0,7.806
P01664,0.0,4.996
P01667,0.0,2.232
P01677,0.0,6.318
P01679,0.0,9.875
P01680,0.0,0.109
P01681,0.0,5.042
P01685,0.0,7.417
P01690,0.0,7.434
P01691,0.0,4.349
P01697,0.0,1.681
P01698,0.0,5.754
P01699,0.0,9.582
P01703,0.0,3.417
P01704,0.0,2.467
P01705,0.0,4.049
P01712,0.0,3.335
P01714,0.0,7.076
P01716,0.0,8.765
P01725,0.0,2.186
P01726,0.0,2.62
P01727,0.0,2.39
P01732,0.0,5.208
P01734,0.0,6.878
P01739,0.0,5.755
P01742,0.0,4.978
P01743,0.0,4.013
P01750,0.0,2.645
P01751,0.0,9.747
P01757,0.0,5.351
P01761,0.0,2.624
P01765,0.0,7.978
P01767,0.0,1.068
P01769,0.0,3.936
P01770,0.0,2.693
P01771,0.0,2.547
P01774,0.0,5.806
P01781,0.0,0.538
P01783,0.0,3.674
P01786,0.0,3.603
P01792,0.0,4.492
P01793,0.0,3.538
P01797,0.0,4.644
P01804,0.0,3.117
P01808,0.0,8.668
P01810,0.0,2.392
P01813,0.0,4.82
P01814,0.0,1.466
P01817,0.0,1.204
P01819,0.0,3.624
P01821,0.0,8.517
P01822,0.0,2.473
P01826,0.0,7.378
P01837,0.0,7.93
P01838,0.0,7.581
P01841,0.0,5.843
P01843,0.0,8.687
P01848,0.0,8.365
P01854,0.0,5.712
P01855,0.0,3.064
P01857,0.0,6.62
P01858,0.0,0.576
P01865,0.0,0.826
P01866,0.0,6.323
P01869,0.0,4.514
P01872,0.0,2.361
P01880,0.0,8.621
P01882,0.0,8.83
P01893,0.0,5.63
P01896,0.0,3.983
P01901,0.0,9.372
P01902,0.0,5.863
P01903,0.0,9.393
P01910,0.0,0.552
P01911,0.0,8.614
P01917,0.0,4.79
P01918,0.0,8.046
P01924,0.0,8.735
P01928,0.0,7.024
P01931,0.0,4.96
P01933,0.0,5.69
P01934,0.0,3.59
P01937,0.0,3.84
P01938,0.0,4.148
P01942,0.0,8.701
P01944,0.0,3.933
P01947,0.0,2.716
P01952,0.0,4.815
P01954,0.0,3.008
P01957,0.0,2.771
P01960,0.0,1.842
P01967,0.0,3.268
P01969,0.0,7.641
P01971,0.0,0.807
P01972,0.0,4.766
P01976,0.0,9.035
P01979,0.0,3.938
P01980,0.0,8.092
P01982,0.0,4.351
P01985,0.0,4.263
P01986,0.0,6.591
P01991,0.0,0.114
P01993,0.0,6.192
P01994,0.0,5.499
P01996,0.0,1.548
P01997,0.0,1.982
P01999,0.0,1.239
P02002,0.0,1.064
P02003,0.0,4.555
P02008,0.0,8.949
P02009,0.0,0.344
P02016,0.0,3.827
P02018,0.0,3.414
P02019,0.0,3.905
P02028,0.0,0.668
P02037,0.0,0.31
P02040,0.0,2.552
P02043,0.0,0.819
P02046,0.0,5.024
P02047,0.0,2.444
P02048,0.0,2.463
P02049,0.0,7.821
P02050,0.0,5.21
P02051,0.0,4.534
P02059,0.0,0.422
P02061,0.0,8.635
P02062,0.0,7.181
P02065,0.0,5.631
P02066,0.0,2.042
P02075,0.0,0.764
P02077,0.0,3.741
P02081,0.0,9.7
P02082,0.0,0.639
P02083,0.0,9.687
P02084,0.0,2.442
P02093,0.0,5.973
P02096,0.0,0.189
P02097,0.0,3.365
P02099,0.0,7.961
P02102,0.0,9.376
P02109,0.0,8.488
P02114,0.0,5.49
P02115,0.0,0.069
P02116,0.0,6.009
P02130,0.0,9.237
P02136,0.0,0.688
P02139,0.0,0.05
P02140,0.0,3.243
P02147,0.0,8.483
P02155,0.0,4.14
P02157,0.0,2.511
P02160,0.0,0.305
P02170,0.0,5.864
P02171,0.0,9.808
P02174,0.0,4.519
P02175,0.0,0.265
P02176,0.0,8.699
P02181,0.0,1.725
P02182,0.0,0.264
P02186,0.0,9.729
P02190,0.0,8.564
P02196,0.0,6.408
P02197,0.0,5.807
P02199,0.0,4.71
P02200,0.0,1.528
P02206,0.0,8.136
P02207,0.0,8.884
P02208,0.0,5.658
P02217,0.0,9.749
P02219,0.0,1.801
P02221,0.0,7.167
P02223,0.0,9.357
P02226,0.0,5.155
P02229,0.0,5.194
P02233,0.0,6.957
P02234,0.0,2.842
P02240,0.0,9.086
P02245,0.0,0.864
P02246,0.0,7.102
P02250,0.0,3.737
P02257,0.0,7.275
P02259,0.0,7.359
P02263,0.0,3.539
P02264,0.0,7.261
P02269,0.0,3.007
P02273,0.0,9.729
P02274,0.0,2.282
P02276,0.0,1.217
P02280,0.0,9.759
P02281,0.0,5.76
P02286,0.0,1.459
P02287,0.0,6.455
P02288,0.0,8.913
P02291,0.0,8.316
P02293,0.0,0.956
P02294,0.0,1.613
P02296,0.0,9.025
P02297,0.0,6.226
P02298,0.0,9.289
P02299,0.0,4.347
P02300,0.0,5.565
P02304,0.0,8.34
P02307,0.0,7.697
P02309,0.0,4.008
P02310,0.0,5.466
P02311,0.0,3.04
P02316,0.0,8.343
P02318,0.0,7.745
P02321,0.0,8.865
P02322,0.0,6.119
P02324,0.0,4.273
P02327,0.0,2.727
P02330,0.0,6.727
P02336,0.0,1.137
P02338,0.0,2.618
P02347,0.0,3.714
P02351,0.0,9.617
P02354,0.0,9.129
P02356,0.0,0.711
P02358,0.0,4.922
P02361,0.0,3.669
P02369,0.0,5.056
P02372,0.0,2.408
P02373,0.0,4.275
P02376,0.0,4.322
P02382,0.0,3.791
P02385,0.0,3.772
P02386,0.0,4.675
P02388,0.0,1.708
P02390,0.0,7.661
P02394,0.0,2.973
P02396,0.0,1.712
P02399,0.0,8.297
P02400,0.0,1.872
P02402,0.0,7.019
P02403,0.0,5.731
P02404,0.0,3.69
P02408,0.0,0.975
P02411,0.0,9.807
P02415,0.0,2.481
P02417,0.0,6.051
P02430,0.0,0.473
P02433,0.0,5.891
P02439,0.0,6.953
P02445,0.0,8.581
P02447,0.0,3.404
P02450,0.0,1.084
P02451,0.0,6.827
P02455,0.0,6.996
P02458,0.0,2.057
P02459,0.0,7.284
P02461,0.0,7.42
P02464,0.0,0.789
P02465,0.0,1.88
P02466,0.0,9.651
P02469,0.0,3.762
P02470,0.0,5.294
P02473,0.0,2.835
P02481,0.0,2.765
P02487,0.0,9.665
P02488,0.0,9.293
P02497,0.0,6.813
P02503,0.0,9.777
P02505,0.0,7.555
P02508,0.0,9.513
P02509,0.0,0.953
P02512,0.0,5.031
P02513,0.0,1.753
P02514,0.0,3.68
P02515,0.0,3.05
P02516,0.0,2.235
P02518,0.0,6.682
P02519,0.0,1.36
P02524,0.0,9.4
P02526,0.0,8.852
P02528,0.0,9.039
P02530,0.0,5.566
P02532,0.0,2.723
P02539,0.0,7.737
P02541,0.0,5.126
P02542,0.0,1.574
P02543,0.0,5.145
P02547,0.0,5.866
P02550,0.0,8.623
P02553,0.0,4.407
P02556,0.0,8.779
P02564,0.0,0.617
P02566,0.0,5.107
P02567,0.0,2.68
P02571,0.0,9.216
P02574,0.0,6.456
P02575,0.0,2.651
P02578,0.0,8.713
P02579,0.0,7.161
P02589,0.0,6.66
P02593,0.0,3.581
P02595,0.0,8.001
P02598,0.0,9.423
P02600,0.0,3.543
P02602,0.0,2.638
P02603,0.0,0.552
P02613,0.0,4.778
P02614,0.0,2.055
P02615,0.0,5.586
P02618,0.0,2.964
P02619,0.0,0.716
P02623,0.0,1.396
P02626,0.0,4.794
P02628,0.0,9.192
P02630,0.0,0.73
P02632,0.0,5.214
P02633,0.0,7.079
P02643,0.0,8.887
P02648,0.0,8.317
P02651,0.0,8.814
P02656,0.0,0.641
P02657,0.0,3.197
P02660,0.0,3.319
P02663,0.0,3.35
P02665,0.0,0.703
P02670,0.0,2.671
P02671,0.0,7.514
P02676,0.0,2.782
P02680,0.0,5.874
P02688,0.0,8.658
P02689,0.0,8.445
P02691,0.0,1.556
P02696,0.0,1.01
P02697,0.0,1.118
P02698,0.0,8.577
P02699,0.0,3.617
P02702,0.0,8.116
P02703,0.0,8.425
P02712,0.0,9.162
P02721,0.0,8.176
P02723,0.0,1.201
P02724,0.0,5.079
P02728,0.0,4.789
P02730,0.0,4.533
P02731,0.0,7.444
P02732,0.0,0.51
P02739,0.0,2.873
P02742,0.0,3.149
P02743,0.0,4.49
P02747,0.0,2.158
P02748,0.0,3.328
P02752,0.0,0.118
P02756,0.0,0.386
P02759,0.0,2.013
P02765,0.0,7.599
P02766,0.0,1.684
P02771,0.0,8.704
P02772,0.0,0.406
P02773,0.0,2.546
P02777,0.0,8.378
P02780,0.0,4.741
P02783,0.0,3.526
P02784,0.0,8.225
P02788,0.0,6.908
P02791,0.0,7.069
P02792,0.0,0.935
P02798,0.0,6.898
P02810,0.0,7.891
P02811,0.0,2.092
P02812,0.0,8.76
P02816,0.0,3.002
P02823,0.0,1.948
P02830,0.0,3.421
P02831,0.0,0.073
P02834,0.0,5.497
P02836,0.0,1.889
P02837,0.0,5.91
P02838,0.0,3.012
P02840,0.0,7.409
P02841,0.0,2.115
P02843,0.0,5.949
P02847,0.0,7.988
P02848,0.0,6.958
P02849,0.0,2.926
P02850,0.0,4.826
P02852,0.0,5.429
P02861,0.0,8.606
P02862,0.0,3.304
P02863,0.0,2.172
P02864,0.0,9.275
P02870,0.0,5.576
P02871,0.0,4.032
P02872,0.0,4.843
P02873,0.0,5.96
P02876,0.0,2.221
P02879,0.0,2.389
P02881,0.0,3.333
P02883,0.0,3.213
P02890,0.0,0.281
P02891,0.0,7.167
P02892,0.0,2.295
P02895,0.0,0.301
P02903,0.0,7.441
P02906,0.0,9.003
P02908,0.0,3.076
P02909,0.0,0.258
P02911,0.0,4.619
P02912,0.0,4.907
P02918,0.0,9.812
P02919,0.0,2.754
P02922,0.0,9.251
P02924,0.0,3.778
P02926,0.0,1.41
P02927,0.0,6.974
P02928,0.0,8.61
P02929,0.0,3.114
P02930,0.0,9.068
P02932,0.0,0.996
P02933,0.0,2.388
P02935,0.0,1.504
P02941,0.0,2.017
P02942,0.0,0.5
P02943,0.0,1.194
P02950,0.0,8.064
P02951,0.0,5.365
P02955,0.0,5.797
P02956,0.0,0.176
P02959,0.0,8.433
P02960,0.0,7.214
P02962,0.0,7.534
P02965,0.0,1.188
P02967,0.0,5.712
P02970,0.0,2.073
P02971,0.0,4.175
P02985,0.0,9.27
P02987,0.0,9.459
P02989,0.0,0.346
P02990,0.0,7.228
P02992,0.0,7.959
P02994,0.0,6.675
P02995,0.0,1.023
P02996,0.0,8.56
P02997,0.0,2.399
P02998,0.0,1.277
P03000,0.0,9.782
P03007,0.0,5.789
P03011,0.0,5.989
P03017,0.0,4.859
P03026,0.0,5.875
P03030,0.0,4.86
P03034,0.0,8.273
P03035,0.0,0.926
P03038,0.0,8.69
P03039,0.0,5.146
P03040,0.0,1.846
P03041,0.0,2.898
P03043,0.0,8.427
P03045,0.0,2.581
P03046,0.0,6.442
P03048,0.0,9.557
P03053,0.0,1.089
P03055,0.0,5.715
P03056,0.0,9.487
P03058,0.0,2.578
P03062,0.0,7.353
P03063,0.0,4.679
P03064,0.0,8.546
P03065,0.0,1.489
P03066,0.0,2.699
P03069,0.0,4.295
P03072,0.0,9.815
P03076,0.0,8.161
P03078,0.0,0.569
P03081,0.0,0.991
P03085,0.0,0.745
P03086,0.0,7.598
P03094,0.0,7.966
P03096,0.0,9.581
P03100,0.0,8.463
P03102,0.0,6.938
P03107,0.0,8.98
P03108,0.0,9.284
P03111,0.0,2.002
P03114,0.0,2.809
P03117,0.0,9.042
P03125,0.0,9.068
P03127,0.0,1.536
P03129,0.0,9.969
P03132,0.0,1.147
P03137,0.0,6.279
P03138,0.0,8.712
P03145,0.0,3.448
P03147,0.0,3.112
P03149,0.0,7.103
P03150,0.0,7.235
P03159,0.0,0.303
P03160,0.0,6.7
P03161,0.0,4.504
P03163,0.0,5.018
P03164,0.0,4.991
P03169,0.0,2.394
P03170,0.0,9.061
P03173,0.0,8.785
P03175,0.0,8.841
P03176,0.0,9.399
P03187,0.0,6.094
P03189,0.0,3.848
P03191,0.0,3.87
P03196,0.0,9.781
P03199,0.0,7.075
P03208,0.0,6.36
P03210,0.0,6.427
P03212,0.0,9.112
P03213,0.0,1.2
P03215,0.0,0.752
P03216,0.0,6.083
P03217,0.0,9.144
P03219,0.0,7.624
P03220,0.0,7.057
P03223,0.0,6.061
P03229,0.0,2.252
P03231,0.0,3.927
P03233,0.0,5.516
P03236,0.0,5.447
P03237,0.0,1.436
P03238,0.0,4.433
P03239,0.0,3.827
P03244,0.0,3.174
P03245,0.0,8.615
P03246,0.0,2.402
P03248,0.0,0.935
P03253,0.0,5.585
P03255,0.0,8.712
P03256,0.0,5.279
P03257,0.0,1.496
P03261,0.0,5.218
P03267,0.0,3.49
P03268,0.0,5.181
P03271,0.0,9.896
P03274,0.0,6.876
P03275,0.0,7.275
P03282,0.0,7.843
P03284,0.0,5.647
P03287,0.0,0.38
P03289,0.0,7.905
P03290,0.0,3.355
P03291,0.0,6.134
P03294,0.0,5.313
P03304,0.0,2.677
P03319,0.0,7.012
P03324,0.0,5.38
P03325,0.0,8.71
P03328,0.0,3.077
P03330,0.0,5.975
P03338,0.0,6.385
P03340,0.0,9.739
P03341,0.0,6.056
P03347,0.0,0.974
P03349,0.0,0.057
P03351,0.0,7.494
P03354,0.0,0.792
P03356,0.0,9.198
P03358,0.0,3.022
P03366,0.0,4.027
P03368,0.0,4.047
P03370,0.0,6.899
P03372,0.0,0.498
P03375,0.0,6.477
P03381,0.0,0.165
P03387,0.0,1.496
P03389,0.0,0.05
P03390,0.0,5.91
P03391,0.0,1.189
P03395,0.0,5.379
P03396,0.0,3.032
P03399,0.0,9.895
P03404,0.0,8.951
P03405,0.0,0.599
P03406,0.0,2.071
P03408,0.0,3.983
P03410,0.0,5.883
P03414,0.0,6.581
P03415,0.0,3.96
P03419,0.0,6.838
P03423,0.0,7.022
P03424,0.0,5.687
P03426,0.0,9.176
P03427,0.0,5.388
P03433,0.0,5.453
P03439,0.0,8.653
P03440,0.0,5.747
P03443,0.0,1.384
P03444,0.0,4.581
P03449,0.0,5.429
P03450,0.0,0.757
P03451,0.0,0.122
P03454,0.0,6.647
P03455,0.0,2.636
P03456,0.0,0.637
P03457,0.0,8.239
P03458,0.0,8.261
P03464,0.0,0.924
P03466,0.0,4.567
P03471,0.0,7.966
P03473,0.0,7.187
P03476,0.0,3.821
P03477,0.0,1.542
P03479,0.0,8.767
P03482,0.0,8.306
P03483,0.0,4.841
P03484,0.0,8.684
P03494,0.0,0.158
P03495,0.0,9.562
P03503,0.0,0.453
P03505,0.0,4.031
P03509,0.0,1.473
P03510,0.0,1.086
P03511,0.0,0.343
P03519,0.0,3.685
P03520,0.0,3.075
P03525,0.0,4.539
P03528,0.0,8.871
P03532,0.0,2.018
P03534,0.0,6.646
