partsid,totalcfp
P00560,185.082
P00561,211.421
P00562,212.671
P00563,181.182
P00565,192.258
P00566,208.458
P00567,204.537
P00568,207.110
P00569,218.583
P00570,187.267
P00571,212.462
P00572,217.335
P00573,202.241
P00574,202.820
P00576,199.425
P00577,229.389
P00578,212.427
P00579,166.856
P00580,183.309
P00581,191.018
P00582,207.581
P00583,209.060
P00584,203.343
P00585,202.910
P00587,217.914
P00588,178.675
P00589,211.507
P00590,204.142
P00591,207.100
P00592,196.007
P00593,205.172
P00594,198.325
P00595,193.924
P00596,186.593
P00598,213.484
P00599,207.158
P00600,195.425
P00601,176.617
P00602,173.672
P00603,244.163
P00604,188.386
P00605,190.460
P00606,172.984
P00607,185.406
P00609,162.158
P00610,215.868
P00611,185.493
P00612,217.030
P00613,195.844
P00614,221.682
P00615,166.868
P00616,188.039
P00617,184.723
P00618,199.873
P00620,226.596
P00621,188.581
P00622,182.277
P00623,192.080
P00624,193.558
P00625,197.704
P00626,214.100
P00627,201.837
P00628,162.181
P00629,178.178
P00631,164.241
P00632,207.473
P00633,209.889
P00634,215.248
P00635,182.453
P00636,221.969
P00637,192.508
P00638,217.590
P00639,214.520
P00640,243.802
P00642,188.467
P00643,219.113
P00644,190.392
P00645,173.124
P00646,187.338
P00647,228.731
P00648,182.742
P00649,187.940
P00650,202.215
P00651,182.240
P00653,197.435
P00654,206.215
P00655,197.693
P00656,218.387
P00657,206.671
P00658,198.880
P00659,216.421
P00660,186.584
P00661,186.705
P00662,171.511
P00664,194.554
P00665,203.850
P00666,206.650
P00667,187.865
P00668,220.711
P00669,202.680
P00670,217.714
P00671,173.820
P00672,209.327
P00742,181.621
P00743,188.798
P00744,191.665
P00745,147.970
P00746,196.318
P00747,197.030
P00748,183.796
P00750,198.652
P00751,185.643
P00752,205.056
P00753,206.761
P00754,173.482
P00755,189.288
P00756,187.937
P00757,181.426
P00758,212.856
P00759,186.623
P00761,188.484
P00762,186.843
P00763,194.096
P00764,186.797
P00765,201.527
P00766,178.729
P00767,170.447
P00768,181.283
P00769,206.825
P00770,182.959
P00772,199.578
P00773,187.442
P00774,184.299
P00775,179.178
P00776,200.979
P00777,212.133
P00778,210.199
P00779,208.826
P00780,201.205
P00781,187.529
P00783,177.146
P00784,183.275
P00785,184.552
P00786,173.987
P00787,227.123
P00788,198.141
P00789,177.738
P00790,194.381
P00791,182.956
P00792,183.938
P00794,214.938
P00795,203.586
P00796,199.041
P00797,210.324
P00798,189.086
P00799,200.937
P00800,185.176
P00801,180.344
P00802,237.485
P00803,200.542
P00805,189.755
P00806,195.782
P00807,166.492
P00808,197.562
P00809,183.221
P00810,200.618
P00811,197.761
P00812,216.087
P00813,202.169
P00814,209.373
P00816,176.042
P00817,196.293
P00818,189.721
P00819,175.262
P00820,185.480
P00821,192.482
P00822,218.015
P00823,214.267
P00824,200.512
P00825,226.580
P00827,202.250
P00828,197.790
P00829,202.711
P00830,183.448
P00831,187.871
P00832,211.686
P00833,198.418
P00834,215.085
P00835,170.648
P00836,174.708
P00838,206.943
P00839,205.254
P00840,278.434
P00841,201.498
P00842,201.084
P00843,212.272
P00844,210.965
P00845,188.784
P00846,218.201
P00847,198.120
P00849,179.142
P00850,203.187
P00851,216.750
P00852,211.441
P00853,185.429
P00854,177.668
P00855,182.829
P00856,167.069
P00857,221.225
P07543,16.490
P07544,25.706
P07545,25.663
P07546,21.846
P07547,21.812
P07548,33.648
P07549,16.021
P07550,17.533
P07551,21.862
P07552,22.345
P07553,18.756
P07554,20.019
P07555,19.027
P07556,21.110
P07557,21.513
P07558,31.168
P07559,29.821
P07560,25.363
P07561,28.927
P07562,31.814
P07563,28.538
P07564,36.135
P07565,24.166
P07566,22.636
P07567,22.786
P07568,22.967
P07569,14.210
P07570,7.981
P07571,26.548
P07572,26.496
P07573,15.493
P07574,15.644
P07575,17.881
P07576,14.303
P07577,14.423
P07578,26.617
P07579,20.385
P07580,15.575
P07581,20.511
P07582,25.349
P07583,15.262
P07584,23.126
P07585,18.074
P07586,11.182
P07594,20.520
P07605,6.867
P07616,13.943
P07627,23.811
P07638,23.455
P07649,27.803
P07660,20.557
P07671,23.274
P07682,11.716
P07693,26.401
P07703,27.398
P07704,13.470
P07705,12.714
P07706,22.649
P07707,14.506
P07708,12.754
P07709,30.507
P07710,22.283
P07711,24.241
P07712,18.289
P07713,21.788
P07714,9.990
P07715,11.529
P07716,36.639
P07717,15.068
P00927,241.871
P00928,237.889
P00929,214.483
P00930,184.481
P00931,187.112
P00932,183.975
P00933,197.949
P00935,209.187
P00936,200.065
P00937,198.530
P00938,162.698
P00939,218.315
P00940,206.546
P00941,185.072
P00942,234.874
P00943,212.240
P00944,130.377
P00946,168.787
P00947,215.230
P00948,173.508
P00949,235.961
P00950,185.504
P00951,202.486
P00952,209.160
P00953,202.010
P00954,192.121
P00955,229.475
P00957,186.286
P00958,188.615
P00959,220.524
P00960,189.177
P00961,182.657
P00962,216.853
P00963,186.785
P00964,201.137
P00965,205.648
P00966,235.903
P00968,206.053
P00969,195.992
P00970,199.471
P00971,205.916
P00972,168.072
P00973,189.295
P00974,215.598
P00975,201.913
P00976,169.388
P00977,214.601
P00979,187.251
P00980,204.846
P00981,219.213
P00982,202.475
P00983,231.448
P00984,178.797
P00985,205.139
P00986,217.494
P00987,167.374
P00988,159.859
P00990,225.832
P00991,219.097
P00992,214.004
P00993,186.937
P00994,193.175
P00995,182.839
P00996,175.477
P00997,206.799
P00998,223.856
P00999,193.543
P01001,220.386
P01002,222.574
P01003,222.459
P01004,206.462
P01005,189.330
P01006,192.168
P01007,213.653
P01008,214.288
P01009,201.609
P01010,216.065
P01012,205.612
P01013,182.487
P01014,181.330
P01015,203.556
P01016,229.393
P01017,229.973
P01018,158.166
P01019,196.226
P01020,179.221
P01021,240.701
P01023,202.593
P01024,201.662
P01025,209.864
P01026,169.646
P01027,207.529
P01028,185.436
P01029,183.615
P01030,236.181
P01031,207.182
P01032,210.804
P01034,199.352
P01035,192.178
P01036,193.933
P01037,215.187
P01038,159.022
P01039,199.349
P01040,203.718
P01041,187.560
P01042,206.037
P01112,69.462
P01113,79.250
P01114,78.826
P01115,52.654
P01116,45.568
P01117,57.058
P01118,58.784
P01120,84.494
P01121,74.820
P01122,65.016
P01123,53.961
P01124,48.076
P01125,72.829
P01126,52.134
P01127,53.761
P01128,53.776
P01129,59.483
P01131,71.204
P01132,54.171
P01133,79.475
P01134,61.824
P01135,60.221
P01136,76.646
P01137,75.045
P01138,46.686
P01139,50.560
P01140,60.212
P01142,66.150
P01143,87.353
P01144,57.223
P01145,53.320
P01146,49.213
P01147,64.586
P01148,74.193
P01149,63.245
P01150,57.167
P01151,59.376
P01153,71.730
P01154,57.877
P01155,49.072
P01156,66.200
P01157,81.025
P01158,63.949
P01159,72.105
P01160,59.361
P01161,58.923
P01162,59.480
P01164,66.436
P01165,63.055
P01166,56.530
P01167,68.740
P01168,75.752
P01169,54.578
P01170,58.254
P01171,66.010
P01172,68.668
P01173,58.222
P01175,75.636
P01176,50.451
P01177,69.828
P01178,54.389
P01179,60.255
P01180,88.532
P01181,67.671
P01182,80.424
P01183,73.270
P01184,74.523
P01186,52.050
P01187,68.811
P01188,54.076
P01189,55.896
P01190,69.029
P01191,54.425
P01192,68.217
P01193,81.572
P01194,76.786
P01195,59.665
P01197,65.059
P01198,57.821
P01199,66.251
P01200,63.434
P01201,72.442
P01202,61.909
P01203,62.039
P01204,52.667
P01205,57.347
P01206,72.321
P01208,74.752
P01209,66.340
P01210,75.791
P01211,73.585
P01212,71.930
P01213,64.313
P01214,57.576
P01215,54.082
P01216,57.255
P01217,58.474
P01219,61.681
P01220,47.313
P01221,55.556
P01222,78.374
P01223,43.134
P01224,70.302
P01225,53.638
P01226,74.559
P01227,73.331
P07718,27.900
P07719,15.145
P07720,18.250
P07721,18.418
P07722,16.583
P07723,13.047
P07724,22.961
P07725,15.101
P07726,20.414
P07727,30.033
P07728,24.699
P07729,24.778
P07730,12.844
P07731,18.629
P07732,12.235
P07733,16.683
P07734,16.561
P07735,21.715
P07736,25.426
P07737,25.132
P07738,22.555
P07739,25.568
P07740,23.157
P07741,20.078
P07742,22.638
P07743,20.045
P07744,25.692
P07745,21.375
P07746,10.288
P07747,20.592
P07748,17.933
P07749,22.629
P07750,20.002
P07751,26.827
P07752,17.135
P07753,17.792
P07754,31.746
P07755,27.892
P07756,17.966
P07757,23.489
P07758,15.792
P07759,27.040
P07760,10.548
P07761,24.513
P07762,7.539
P07763,29.827
P07764,27.861
P07765,14.155
P07766,23.448
P07767,25.455
P07768,13.863
P07769,25.249
P07770,17.298
P07771,11.666
P07779,25.586
P07790,13.709
P07801,19.794
P07812,11.409
P07823,24.608
P07834,25.022
P07845,19.924
P07856,12.922
P07867,12.425
P07878,12.630
P07888,19.845
P07889,21.900
P07890,20.038
P07891,18.251
P07892,23.323
P01297,53.730
P01298,51.772
P01299,51.798
P01300,70.177
P01301,55.007
P01302,65.801
P01303,65.424
P01305,70.542
P01306,63.561
P01307,62.562
P01308,61.289
P01309,68.265
P01310,66.338
P01311,80.527
P01312,61.725
P01313,57.853
P01314,66.924
P01316,79.442
P01317,67.361
P01318,74.061
P01319,68.888
P01320,70.356
P01321,70.222
P01322,68.478
P01323,49.526
P01324,73.316
P01325,60.118
P01327,65.031
P01328,58.071
P01329,79.004
P01330,63.967
P01331,58.000
P01332,72.716
P01333,73.651
P01334,62.412
P01335,70.106
P01336,74.193
P01338,79.507
P01339,65.183
P01340,69.791
P01341,66.174
P01342,61.567
P01343,73.947
P01344,53.965
P01345,63.709
P01346,64.100
P01347,64.315
P01349,74.620
P01350,53.106
P01351,77.583
P01352,67.588
P01353,83.556
P01354,39.788
P01355,66.237
P01356,57.564
P01357,74.647
P01358,61.126
P01360,60.392
P01361,53.367
P01362,71.773
P01363,56.848
P01364,76.412
P01365,90.581
P01366,73.412
P01367,68.378
P01368,60.587
P01369,58.243
P01371,65.115
P01372,48.625
P01373,64.326
P01374,56.507
P01375,61.465
P01376,84.400
P01377,62.741
P01378,69.485
P01379,59.877
P01380,51.948
P01382,64.320
P01383,47.230
P01384,74.686
P01385,71.080
P01386,79.014
P01387,79.281
P01388,69.414
P01389,70.829
P01390,61.666
P01391,75.569
P01393,83.697
P01394,47.775
P01395,61.501
P01396,75.643
P01397,57.131
P01398,59.818
P01399,59.070
P01400,45.280
P01401,77.836
P01402,74.415
P01404,62.958
P01405,71.519
P01406,53.116
P01407,68.477
P01408,73.109
P01409,72.680
P01410,56.083
P01411,87.818
P01412,56.122
P01482,88.387
P01483,82.036
P01484,62.098
P01485,59.678
P01486,71.961
P01487,77.493
P01488,54.773
P01490,56.429
P01491,75.290
P01492,52.147
P01493,71.370
P01494,63.859
P01495,70.937
P01496,80.727
P01497,84.230
P01498,54.525
P01499,33.889
P01501,58.443
P01502,79.132
P01503,71.571
P01504,69.722
P01505,62.754
P01506,64.878
P01507,64.526
P01508,87.034
P01509,70.446
P01510,73.977
P01512,76.636
P01513,48.187
P01514,59.555
P01515,57.949
P01516,52.201
P01517,69.101
P01518,74.706
P01519,53.449
P01520,63.509
P01521,48.654
P01523,70.965
P01524,73.472
P01525,52.269
P01526,72.369
P01527,82.675
P01528,68.640
P01529,75.964
P01530,43.939
P01531,57.134
P01532,87.338
P01534,53.757
P01535,66.721
P01536,63.988
P01537,60.512
P01538,60.816
P01539,64.612
P01540,63.155
P01541,50.103
P01542,50.996
P01543,66.221
P01545,63.442
P01546,50.551
P01547,65.781
P01548,61.356
P01549,75.032
P01550,84.701
P01551,57.555
P01552,70.468
P01553,78.652
P01554,56.814
P01556,82.051
P01557,62.852
P01558,51.016
P01559,63.146
P01560,63.497
P01561,60.063
P01562,61.757
P01563,52.496
P01564,54.800
P01565,79.432
P01567,61.069
P01568,61.990
P01569,61.564
P01570,66.656
P01571,52.346
P01572,41.011
P01573,63.273
P01574,52.247
P01575,28.820
P01576,61.243
P01578,59.000
P01579,70.825
P01580,66.978
P01581,72.980
P01582,54.445
P01583,69.409
P01584,52.543
P01585,65.759
P01586,71.917
P01587,76.548
P01589,66.550
P01590,70.950
P01591,65.248
P01592,85.477
P01593,55.005
P01594,73.090
P01595,59.508
P01596,56.560
P01597,47.806
P07893,23.998
P07894,12.332
P07895,16.012
P07896,16.147
P07897,22.848
P07898,16.830
P07899,6.724
P07900,23.444
P07901,26.404
P07902,15.223
P07903,22.768
P07904,15.539
P07905,13.418
P07906,17.539
P07907,14.624
P07908,17.883
P07909,20.355
P07910,22.048
P07911,21.854
P07912,13.415
P07913,18.153
P07914,21.543
P07915,29.510
P07916,16.846
P07917,20.746
P07918,19.024
P07919,19.766
P07920,20.233
P07921,13.867
P07922,28.388
P07923,24.058
P07924,15.633
P07925,23.196
P07926,17.495
P07927,24.706
P07928,20.392
P07929,17.990
P07930,18.622
P07931,14.577
P07932,15.063
P07933,17.961
P07934,22.134
P07935,29.751
P07936,16.043
P07937,19.391
P07938,29.040
P07939,19.154
P07940,19.963
P07941,23.875
P07942,10.904
P07943,22.806
P07944,19.314
P07945,29.972
P07946,15.707
P07947,16.618
P07948,15.455
P07949,15.465
P07950,21.242
P07951,30.586
P07952,20.000
P07953,16.681
P07954,20.962
P07955,27.818
P07956,23.996
P07964,11.893
P07975,21.225
P07986,18.261
P07997,17.918
P08008,19.184
P01667,69.593
P01668,33.776
P01669,56.828
P01670,73.792
P01671,80.315
P01672,67.493
P01673,68.074
P01675,76.121
P01676,62.726
P01677,53.681
P01678,56.750
P01679,67.609
P01680,61.877
P01681,55.101
P01682,63.673
P01683,70.281
P01684,72.962
P01686,57.718
P01687,71.981
P01688,72.737
P01689,42.778
P01690,59.734
P01691,63.086
P01692,62.227
P01693,79.147
P01694,62.150
P01695,63.097
P01697,61.676
P01698,75.607
P01699,62.614
P01700,54.097
P01701,68.754
P01702,71.815
P01703,66.927
P01704,71.839
P01705,63.686
P01706,82.619
P01708,61.958
P01709,58.927
P01710,63.795
P01711,58.289
P01712,54.164
P01713,67.674
P01714,82.597
P01715,67.042
P01716,60.836
P01717,83.321
P01719,77.304
P01720,56.271
P01721,69.741
P01722,70.676
P01723,55.904
P01724,64.361
P01725,63.304
P01726,62.883
P01727,50.319
P01728,69.937
P01730,69.958
P01731,88.705
P01732,62.168
P01733,72.000
P01734,79.462
P01735,59.752
P01736,66.032
P01737,47.625
P01738,46.664
P01739,64.804
P01741,70.617
P01742,74.585
P01743,48.971
P01744,59.143
P01745,72.330
P01746,63.852
P01747,65.496
P01748,71.810
P01749,72.934
P01750,54.731
P01752,55.835
P01753,54.397
P01754,69.548
P01755,64.109
P01756,67.310
P01757,75.000
P01758,67.794
P01759,61.933
P01760,65.698
P01761,68.277
P01763,56.583
P01764,52.861
P01765,64.169
P01766,65.598
P01767,60.111
P01768,75.900
P01769,79.088
P01770,58.725
P01771,59.378
P01772,76.973
P01774,72.118
P01775,70.428
P01776,69.669
P01777,54.059
P01778,69.108
P01779,51.836
P01780,79.421
P01781,65.076
P01782,72.132
P01852,53.320
P01853,68.754
P01854,80.309
P01855,48.581
P01856,66.388
P01857,55.849
P01858,73.747
P01860,77.884
P01861,71.907
P01862,65.660
P01863,57.135
P01864,59.910
P01865,57.357
P01866,73.933
P01867,49.367
P01868,55.203
P01869,73.264
P01871,58.083
P01872,51.398
P01873,79.166
P01874,66.451
P01875,67.394
P01876,62.744
P01877,71.156
P01878,81.456
P01879,61.067
P01880,58.374
P01882,60.409
P01883,71.528
P01884,50.881
P01885,35.010
P01886,59.530
P01887,62.196
P01888,54.283
P01889,63.449
P01890,66.643
P01891,56.822
P01893,47.120
P01894,66.555
P01895,62.314
P01896,65.445
P01897,79.220
P01898,74.954
P01899,74.159
P01900,59.036
P01901,63.516
P01902,67.511
P01904,59.994
P01905,66.141
P01906,52.488
P01907,80.019
P01908,71.040
P01909,69.016
P01910,65.752
P01911,71.097
P01912,46.093
P01913,75.927
P01915,74.516
P01916,49.992
P01917,67.840
P01918,91.053
P01919,83.171
P01920,81.187
P01921,71.629
P01922,78.291
P01923,69.971
P01924,57.787
P01926,60.968
P01927,63.234
P01928,66.753
P01929,73.159
P01930,76.378
P01931,64.693
P01932,53.766
P01933,71.076
P01934,41.681
P01935,65.221
P01937,52.846
P01938,65.466
P01939,61.197
P01940,73.739
P01941,53.631
P01942,93.017
P01943,54.183
P01944,56.461
P01945,68.256
P01946,52.694
P01948,59.313
P01949,57.769
P01950,65.644
P01951,75.581
P01952,54.035
P01953,52.667
P01954,69.692
P01955,53.271
P01956,81.243
P01957,62.092
P01959,82.019
P01960,53.572
P01961,85.029
P01962,57.636
P01963,55.012
P01964,70.659
P01965,65.618
P01966,55.841
P01967,66.515
P08019,24.904
P08030,20.504
P08041,21.832
P08052,26.025
P08063,14.174
P08073,12.081
P08074,16.401
P08075,17.752
P08076,31.150
P08077,22.258
P08078,23.162
P08079,16.919
P08080,14.880
P08081,8.948
P08082,30.288
P08083,22.920
P08084,7.532
P08085,18.654
P08086,10.366
P08087,19.405
P08088,17.048
P08089,22.769
P08090,21.436
P08091,26.079
P08092,20.080
P08093,17.799
P08094,32.009
P08095,23.567
P08096,27.679
P08097,18.802
P08098,20.984
P08099,22.265
P08100,19.837
P08101,14.916
P08102,14.819
P08103,24.879
P08104,16.336
P08105,23.646
P08106,10.603
P08107,17.517
P08108,14.279
P08109,18.753
P08110,17.002
P08111,23.008
P08112,20.917
P08113,24.533
P08114,16.250
P08115,20.021
P08116,13.109
P08117,13.502
P08118,19.530
P08119,14.047
P08120,16.090
P08121,28.172
P08122,20.234
P08123,11.713
P08124,14.719
P08125,26.767
P08126,27.400
P08127,29.288
P08128,15.236
P08129,24.178
P08130,15.694
P08131,24.241
P08132,20.426
P08133,11.770
P08134,29.324
P08135,19.621
P08136,22.376
P02037,54.857
P02038,83.845
P02039,49.673
P02040,57.155
P02041,70.465
P02042,57.118
P02043,60.235
P02045,65.960
P02046,84.600
P02047,64.373
P02048,79.529
P02049,73.076
P02050,62.866
P02051,78.489
P02052,55.325
P02053,53.107
P02054,64.666
P02056,73.350
P02057,67.109
P02058,65.722
P02059,56.704
P02060,54.409
P02061,96.572
P02062,65.216
P02063,56.549
P02064,61.906
P02065,72.835
P02067,34.337
P02068,46.919
P02069,61.172
P02070,59.468
P02071,50.698
P02072,64.649
P02073,46.058
P02074,72.736
P02075,64.381
P02076,52.947
P02078,65.401
P02079,47.781
P02080,50.651
P02081,74.358
P02082,67.609
P02083,83.709
P02084,72.665
P02085,54.679
P02086,61.457
P02087,77.703
P02089,62.001
P02090,55.273
P02091,49.111
P02092,59.912
P02093,68.365
P02094,68.765
P02095,69.010
P02096,63.059
P02097,64.471
P02098,50.259
P02100,70.086
P02101,56.533
P02102,77.458
P02103,54.136
P02104,73.971
P02105,70.280
P02106,67.783
P02107,52.404
P02108,57.796
P02109,76.189
P02111,75.180
P02112,76.827
P02113,66.948
P02114,78.427
P02115,55.507
P02116,65.309
P02117,72.435
P02118,73.237
P02119,77.586
P02120,59.100
P02122,58.994
P02123,66.986
P02124,62.083
P02125,69.516
P02126,54.210
P02127,76.400
P02128,61.498
P02129,66.463
P02130,68.668
P02131,58.583
P02133,61.048
P02134,66.564
P02135,75.909
P02136,55.999
P02137,64.760
P02138,80.088
P02139,53.629
P02140,79.112
P02141,68.822
P02142,63.383
P02144,74.334
P02145,61.646
P02146,77.569
P02147,72.980
P02148,88.567
P02149,84.420
P02150,64.341
P02151,53.984
P02152,64.505
P02222,45.994
P02223,62.057
P02224,59.777
P02225,52.949
P02226,67.423
P02227,58.434
P02228,57.438
P02230,62.334
P02231,68.218
P02232,62.045
P02233,58.613
P02234,39.307
P02235,38.834
P02236,62.365
P02237,62.749
P02238,67.334
P02239,56.812
P02241,74.338
P02242,55.333
P02243,58.958
P02244,44.949
P02245,74.383
P02246,75.548
P02247,70.858
P02248,37.920
P02249,72.593
P02250,57.607
P02252,58.585
P02253,83.279
P02254,37.555
P02255,68.768
P02256,55.268
P02257,73.325
P02258,74.031
P02259,46.894
P02260,82.348
P02261,49.408
P02263,50.344
P02264,51.976
P02265,59.319
P02266,75.705
P02267,63.056
P02268,60.513
P02269,63.562
P02270,60.466
P02271,54.672
P02272,59.449
P02274,65.337
