partsid, totalcfp
P00436,65.075
P00437,58.639
P00438,85.545
P00439,40.911
P00440,84.884
P00441,57.014
P00442,63.806
P00443,74.211
P00444,66.866
P00446,70.079
P00447,59.974
P00448,62.155
P00449,79.678
P00450,57.153
P00451,57.029
P00452,80.623
P00453,72.889
P00454,67.967
P00455,80.982
P00457,64.757
P00458,69.664
P00459,42.111
P00460,54.425
P00461,44.170
P00462,49.393
P00463,54.194
P00464,61.161
P00465,48.520
P00466,75.568
P00468,72.002
P00469,53.528
P00470,79.310
P00471,45.944
P00472,60.543
P00473,53.280
P00474,75.545
P00475,55.306
P00476,50.869
P00477,65.112
P00479,63.309
P00480,55.272
P00481,72.849
P00482,68.416
P00483,49.552
P00484,47.898
P00485,52.951
P00486,63.776
P00487,60.144
P02585,22.363
P02586,26.433
P02587,32.043
P02588,22.409
P02589,23.581
P02590,14.583
P02591,23.213
P02599,19.801
P02610,16.289
P02621,20.215
P02632,15.576
P02643,16.460
P02654,21.488
P02665,25.107
P02676,17.630
P02687,8.577
P02698,15.120
P02708,18.242
P02709,25.266
P02710,30.686
P02711,26.595
P02712,24.320
P02713,25.677
P02714,24.805
P02715,12.125
P02716,20.499
P02717,15.623
P02718,6.725
P02719,22.545
P02720,21.753
P02721,21.865
P02722,21.933
P02723,11.323
P02724,13.490
P02725,18.212
P02726,24.103
P02727,31.466
P02728,14.881
P02729,15.181
P02730,34.342
P02731,10.537
P02732,11.713
P02733,15.222
P02734,10.483
P02735,21.286
P02736,20.257
P02737,7.585
P02738,26.409
P02739,25.837
P02740,19.725
P02741,25.749
P02742,22.150
P02743,11.990
P02744,19.019
P02745,15.056
P02746,24.853
P02747,25.664
P02748,23.281
P02749,25.355
P02750,20.559
P02751,19.776
P02752,14.852
P02753,22.508
P02754,13.490
P02755,5.545
P02756,20.322
P02757,24.372
P02758,8.000
P02759,10.919
P00557,68.305
P00558,70.347
P00559,49.099
P00560,76.351
P00561,60.128
P00562,69.825
P00563,51.692
P00565,54.326
P00566,59.267
P00567,50.732
P00568,48.675
P00569,79.443
P00570,63.794
P00571,60.543
P00572,53.365
P00573,67.263
P00574,54.778
P00576,71.401
P00577,68.317
P00578,60.401
P00579,76.796
P00580,87.805
P00581,60.117
P00582,52.926
P00583,61.733
P00584,64.411
P00585,82.743
P00587,66.087
P00588,68.816
P00589,58.537
P00590,56.534
P00591,74.233
P00592,70.556
P00593,71.828
P00594,61.176
P00595,74.319
P00596,71.644
P00598,71.546
P00599,66.455
P00600,63.080
P00601,70.491
P00602,70.091
P00603,60.937
P00604,58.448
P00605,52.726
P00606,59.956
P00607,70.089
P00609,59.764
P00610,71.512
P00611,68.321
P00612,49.770
P00613,55.236
P00614,81.166
P00615,61.630
P00616,78.465
P00617,62.849
P00618,53.620
P00620,63.724
P00621,90.185
P00622,51.755
P00623,49.554
P00624,66.376
P00625,71.879
P00626,66.915
P00627,72.609
P00628,69.253
P00629,67.261
P00631,76.247
P00632,68.044
P00633,67.554
P00634,64.837
P00635,75.114
P00636,53.576
P00637,63.857
P00638,53.644
P00639,59.186
P00640,46.214
P00642,79.887
P00643,96.042
P00644,56.055
P00645,52.695
P00646,52.816
P00647,54.922
P00648,62.519
P00649,51.559
P00650,50.337
P00651,67.315
P00653,73.562
P00654,55.997
P00655,72.982
P00656,73.217
P00657,84.604
P00658,52.868
P00659,67.023
P00660,65.580
P00661,78.600
P00662,67.938
P00664,45.397
P00665,62.300
P00666,58.401
P00667,61.261
P00668,73.680
P00669,50.671
P00670,76.011
P00671,54.456
P00672,67.011
P00742,76.300
P00743,54.351
P00744,50.874
P00745,85.393
P00746,73.429
P00747,52.779
P00748,48.893
P00750,70.397
P00751,69.611
P00752,46.082
P00753,63.610
P00754,63.977
P00755,57.154
P00756,80.517
P00757,71.743
P00758,70.947
P00759,75.448
P00761,44.088
P00762,61.339
P00763,68.223
P00764,46.666
P00765,55.931
P00766,77.045
P00767,67.768
P00768,67.899
P00769,55.367
P00770,67.133
P00772,59.090
P00773,75.096
P00774,71.187
P00775,74.642
P00776,71.705
P00777,71.755
P00778,51.933
P00779,65.188
P00780,66.444
P00781,56.120
P00783,62.363
P00784,53.112
P00785,82.834
P00786,77.314
P00787,70.720
P00788,76.326
P00789,66.522
P00790,64.598
P00791,74.825
P00792,69.517
P00794,61.442
P00795,59.176
P00796,61.839
P00797,65.048
P00798,63.531
P00799,71.754
P00800,43.080
P00801,63.196
P00802,63.811
P00803,59.437
P00805,63.284
P00806,52.536
P00807,64.147
P00808,96.995
P00809,60.218
P00810,81.533
P00811,40.504
P00812,74.280
P00813,50.258
P00814,58.878
P00816,52.059
P00817,68.606
P00818,45.235
P00819,74.120
P00820,85.222
P00821,64.085
P00822,64.864
P00823,46.466
P00824,66.861
P00825,65.002
P00827,68.367
P00828,54.701
P00829,73.045
P00830,72.725
P00831,66.190
P00832,67.976
P00833,69.160
P00834,58.467
P00835,67.814
P00836,70.016
P00838,55.513
P00839,40.787
P00840,48.115
P00841,62.112
P00842,94.687
P00843,71.860
P00844,53.485
P00845,59.459
P00846,68.315
P00847,60.479
P00849,57.367
P00850,80.697
P00851,69.673
P00852,70.241
P00853,57.542
P00854,57.280
P00855,55.139
P00856,58.510
P00857,64.589
P02760,17.320
P02761,17.663
P02762,15.929
P02763,20.611
P02764,20.890
P02765,21.387
P02766,31.268
P02767,15.390
P02768,22.953
P02769,24.179
P02770,24.768
P02771,26.381
P02772,33.514
P02773,20.601
P02774,25.171
P02775,13.737
P02776,21.388
P02784,25.680
P02795,12.551
P02806,15.990
P02817,17.475
P02828,21.723
P02839,22.763
P02850,14.709
P02861,20.414
P02872,17.892
P02883,15.328
P02893,25.026
P02894,27.764
P02895,19.390
P02896,21.974
P02897,19.606
P02898,27.730
P02899,23.637
P02900,22.962
P02901,20.015
P02902,22.382
P02903,17.023
P02904,29.390
P02905,32.692
P02906,25.801
P02907,20.388
P02908,23.084
P02909,15.073
P02910,11.417
P02911,25.968
P02912,18.536
P02913,31.420
P02914,15.156
P02915,31.549
P02916,25.961
P02917,15.069
P02918,11.738
P02919,28.655
P02920,12.146
P02921,14.685
P02922,20.063
P02923,25.696
P02924,17.396
P02925,7.583
P02926,34.336
P02927,16.641
P02928,24.976
P02929,19.405
P02930,26.220
P02931,13.723
P02932,24.071
P02933,19.572
P02934,22.240
P00927,66.464
P00928,56.610
P00929,51.424
P00930,58.227
P00931,69.603
P00932,57.599
P00933,60.362
P00935,67.014
P00936,66.571
P00937,71.493
P00938,70.137
P00939,74.851
P00940,74.624
P00941,63.623
P00942,53.045
P00943,76.197
P00944,51.053
P00946,62.533
P00947,64.689
P00948,75.756
P00949,62.332
P00950,62.758
P00951,70.373
P00952,56.000
P00953,79.709
P00954,64.861
P00955,75.023
P00957,66.264
P00958,57.912
P00959,60.735
P00960,60.268
P00961,51.363
P00962,57.636
P00963,63.892
P00964,59.096
P00965,75.406
P00966,80.959
P00968,84.772
P00969,71.660
P00970,59.170
P00971,67.365
P00972,77.984
P00973,61.007
P00974,67.320
P00975,66.882
P00976,63.929
P00977,73.092
P00979,69.622
P00980,75.887
P00981,77.291
P00982,82.443
P00983,80.017
P00984,69.236
P00985,55.244
P00986,69.994
P00987,62.942
P00988,48.559
P00990,51.666
P00991,41.038
P00992,70.983
P00993,55.119
P00994,70.338
P00995,53.724
P00996,67.069
P00997,63.567
P00998,65.024
P00999,65.294
P01001,59.113
P01002,65.039
P01003,70.448
P01004,69.711
P01005,77.597
P01006,67.092
P01007,83.866
P01008,81.609
P01009,87.792
P01010,61.987
P01012,74.301
P01013,53.411
P01014,59.452
P01015,56.605
P01016,71.821
P01017,60.612
P01018,66.595
P01019,64.343
P01020,52.613
P01021,72.733
P01023,75.833
P01024,65.527
P01025,57.858
P01026,88.603
P01027,65.095
P01028,60.858
P01029,54.842
P01030,80.909
P01031,64.577
P01032,76.523
P01034,71.693
P01035,57.814
P01036,55.898
P01037,58.260
P01038,70.679
P01039,89.579
P01040,64.935
P01041,60.412
P01042,77.978
P01112,19.038
P01113,33.370
P01114,27.473
P01115,17.416
P01116,28.795
P01117,9.218
P01118,11.432
P01120,24.126
P01121,16.295
P01122,17.225
P01123,22.905
P01124,18.955
P01125,18.938
P01126,15.738
P01127,34.984
P01128,24.113
P01129,20.146
P01131,18.863
P01132,20.699
P01133,18.509
P01134,16.568
P01135,19.922
P01136,20.392
P01137,12.071
P01138,11.443
P01139,16.905
P01140,19.043
P01142,15.560
P01143,17.931
P01144,25.590
P01145,27.510
P01146,12.149
P01147,22.088
P01148,15.228
P01149,19.284
P01150,24.361
P01151,13.943
P01153,17.238
P01154,22.593
P01155,23.228
P01156,14.987
P01157,20.479
P01158,12.209
P01159,22.926
P01160,15.039
P01161,14.102
P01162,32.637
P01164,29.053
P01165,26.708
P01166,22.013
P01167,27.624
P01168,19.580
P01169,13.076
P01170,18.965
P01171,19.784
P01172,22.034
P01173,22.286
P01175,15.499
P01176,20.752
P01177,23.497
P01178,28.229
P01179,20.050
P01180,22.502
P01181,9.794
P01182,17.509
P01183,13.787
P01184,22.304
P01186,12.862
P01187,20.193
P01188,20.914
P01189,16.072
P01190,14.854
P01191,10.156
P01192,14.802
P01193,21.175
P01194,20.441
P01195,18.398
P01197,26.890
P01198,25.271
P01199,11.508
P01200,26.660
P01201,21.675
P01202,16.807
P01203,25.586
P01204,16.705
P01205,19.139
P01206,10.718
P01208,20.317
P01209,33.330
P01210,14.834
P01211,14.565
P01212,17.910
P01213,4.148
P01214,27.405
P01215,30.457
P01216,27.629
P01217,22.213
P01219,19.759
P01220,21.260
P01221,16.065
P01222,30.289
P01223,7.059
P01224,11.652
P01225,20.825
P01226,28.658
P01227,25.446
P02935,7.426
P02936,29.923
P02937,18.165
P02938,12.560
P02939,27.353
P02940,20.533
P02941,21.643
P02942,27.202
P02943,26.984
P02944,22.291
P02945,25.124
P02946,28.889
P02947,18.893
P02948,19.337
P02949,24.086
P02950,26.619
P02951,21.039
P02952,22.543
P02953,19.752
P02954,15.954
P02955,21.292
P02956,11.853
P02957,25.484
P02958,19.535
P02959,22.164
P02960,18.366
P02961,26.994
P02969,18.962
P02980,8.810
P02991,21.444
P03002,15.946
P03013,22.722
P03024,23.330
P03035,20.087
P03046,23.328
P01297,21.282
P01298,20.318
P01299,12.350
P01300,21.688
P01301,20.592
P01302,7.048
P01303,25.643
P01305,7.529
P01306,36.335
P01307,21.038
P01308,23.884
P01309,10.194
P01310,26.846
P01311,14.951
P01312,14.466
P01313,27.498
P01314,25.447
P01316,10.907
P01317,15.602
P01318,9.009
P01319,22.132
P01320,33.258
P01321,24.627
P01322,11.427
P01323,12.697
P01324,24.848
P01325,22.737
P01327,22.872
P01328,28.496
P01329,25.298
P01330,15.396
P01331,21.548
P01332,18.792
P01333,17.633
P01334,20.410
P01335,21.031
P01336,30.237
P01338,22.081
P01339,20.922
P01340,22.700
P01341,15.065
P01342,18.896
P01343,23.406
P01344,12.984
P01345,25.306
P01346,22.965
P01347,24.703
P01349,13.026
P01350,19.120
P01351,16.092
P01352,12.537
P01353,21.007
P01354,17.082
P01355,26.260
P01356,23.475
P01357,27.623
P01358,27.461
P01360,15.837
P01361,23.666
P01362,19.136
P01363,22.034
P01364,26.107
P01365,29.513
P01366,18.374
P01367,10.302
P01368,26.604
P01369,18.461
P01371,23.238
P01372,9.606
P01373,22.038
P01374,22.727
P01375,18.777
P01376,17.794
P01377,17.839
P01378,5.547
P01379,8.038
P01380,27.812
P01382,10.365
P01383,17.223
P01384,15.817
P01385,18.637
P01386,15.481
P01387,13.923
P01388,11.534
P01389,13.814
P01390,26.019
P01391,13.527
P01393,16.288
P01394,10.688
P01395,23.665
P01396,12.616
P01397,28.471
P01398,16.905
P01399,27.600
P01400,23.446
P01401,19.069
P01402,21.875
P01404,18.587
P01405,24.400
P01406,22.330
P01407,14.976
P01408,13.667
P01409,30.146
P01410,13.854
P01411,27.167
P01412,14.437
P01482,23.541
P01483,12.450
P01484,12.427
P01485,17.214
P01486,20.161
P01487,22.777
P01488,27.882
P01490,17.862
P01491,24.720
P01492,25.725
P01493,20.701
P01494,27.663
P01495,15.390
P01496,23.778
P01497,15.110
P01498,27.204
P01499,18.114
P01501,15.279
P01502,24.286
P01503,15.452
P01504,17.343
P01505,12.445
P01506,25.575
P01507,18.843
P01508,25.336
P01509,21.951
P01510,19.795
P01512,22.135
P01513,23.611
P01514,7.098
P01515,20.339
P01516,15.229
P01517,22.318
P01518,25.237
P01519,23.900
P01520,11.639
P01521,13.280
P01523,21.096
P01524,13.545
P01525,10.562
P01526,24.673
P01527,27.629
P01528,20.287
P01529,22.902
P01530,12.539
P01531,28.517
P01532,23.252
P01534,11.927
P01535,27.526
P01536,19.523
P01537,22.819
P01538,24.886
P01539,26.228
P01540,18.374
P01541,22.006
P01542,26.342
P01543,16.028
P01545,23.265
P01546,23.674
P01547,26.509
P01548,23.586
P01549,15.821
P01550,22.593
P01551,15.168
P01552,18.601
P01553,32.642
P01554,20.170
P01556,19.787
P01557,17.923
P01558,14.281
P01559,16.105
P01560,10.580
P01561,18.587
P01562,12.574
P01563,20.597
P01564,29.402
P01565,26.528
P01567,19.236
P01568,12.615
P01569,27.212
P01570,25.403
P01571,16.385
P01572,19.209
P01573,18.587
P01574,26.966
P01575,15.391
P01576,29.221
P01578,21.020
P01579,17.791
P01580,13.858
P01581,20.205
P01582,19.884
P01583,21.557
P01584,22.723
P01585,28.518
P01586,21.302
P01587,17.200
P01589,13.374
P01590,21.990
P01591,12.794
P01592,18.568
P01593,26.445
P01594,23.763
P01595,15.777
P01596,18.371
P01597,17.092
P03057,25.131
P03068,20.249
P03078,30.048
P03079,31.495
P03080,15.775
P03081,25.018
P03082,19.299
P03083,14.719
P03084,18.611
P03085,17.820
P03086,13.766
P03087,22.259
P03088,9.117
P03089,23.824
P03090,20.722
P03091,31.913
P03092,21.241
P03093,13.199
P03094,23.127
P03095,20.894
P03096,28.123
P03097,19.907
P03098,6.323
P03099,18.087
P03100,17.800
P03101,27.998
P03102,21.679
P03103,14.294
P03104,14.194
P03105,17.833
P03106,16.690
P03107,15.121
P03108,7.492
P03109,25.676
P03110,19.922
P03111,9.586
P03112,25.250
P03113,17.190
P03114,12.283
P03115,31.226
P03116,30.355
P03117,28.439
P03118,26.925
P03119,11.305
P03120,22.564
P03121,27.191
P03122,26.242
P03123,12.367
P03124,18.496
P03125,21.172
P03126,33.079
P03127,17.344
P03128,17.552
P03129,15.184
P03130,18.903
P03131,16.722
P03132,17.956
P03133,20.979
P03134,21.420
P03135,22.964
P03136,17.925
P03137,21.834
P03138,12.785
P03139,21.787
P03140,10.970
P03141,24.889
P03142,20.082
P03143,23.618
P03144,20.585
P01667,21.396
P01668,7.953
P01669,17.568
P01670,22.184
P01671,18.050
P01672,23.042
P01673,25.590
P01675,15.733
P01676,6.818
P01677,15.767
P01678,18.822
P01679,29.965
P01680,26.242
P01681,12.455
P01682,18.253
P01683,14.986
P01684,22.549
P01686,13.772
P01687,17.092
P01688,16.977
P01689,12.742
P01690,14.350
P01691,20.460
P01692,20.566
P01693,21.473
P01694,15.234
P01695,13.446
P01697,16.937
P01698,21.010
P01699,16.656
P01700,11.134
P01701,12.105
P01702,18.055
P01703,8.006
P01704,22.392
P01705,12.398
P01706,25.618
P01708,20.271
P01709,18.220
P01710,9.870
P01711,26.042
P01712,18.307
P01713,18.775
P01714,22.795
P01715,12.862
P01716,23.109
P01717,13.200
P01719,20.064
P01720,19.899
P01721,15.884
P01722,14.895
P01723,17.476
P01724,15.661
P01725,10.961
P01726,30.156
P01727,29.590
P01728,9.138
P01730,20.492
P01731,18.024
P01732,23.103
P01733,20.939
P01734,18.988
P01735,18.219
P01736,29.210
P01737,19.061
P01738,21.893
P01739,35.868
P01741,27.322
P01742,17.267
P01743,17.735
P01744,20.830
P01745,14.477
P01746,16.270
P01747,13.051
P01748,15.716
P01749,21.174
P01750,14.939
P01752,14.541
P01753,24.370
P01754,25.721
P01755,30.610
P01756,22.820
P01757,23.410
P01758,18.821
P01759,24.370
P01760,13.332
P01761,34.520
P01763,19.176
P01764,21.966
P01765,19.887
P01766,22.294
P01767,18.181
P01768,11.806
P01769,18.698
P01770,18.444
P01771,18.389
P01772,24.283
P01774,20.196
P01775,25.126
P01776,24.899
P01777,17.558
P01778,28.995
P01779,23.169
P01780,15.874
P01781,17.803
P01782,11.807
P01852,23.864
P01853,10.822
P01854,21.830
P01855,15.139
P01856,29.949
P01857,16.446
P01858,22.219
P01860,18.374
P01861,23.692
P01862,32.941
P01863,30.289
P01864,17.280
P01865,20.297
P01866,11.847
P01867,14.298
P01868,21.163
P01869,13.781
P01871,23.955
P01872,8.574
P01873,33.339
P01874,22.346
P01875,9.731
P01876,31.289
P01877,14.392
P01878,26.566
P01879,21.531
P01880,26.236
P01882,12.632
P01883,20.918
P01884,18.183
P01885,21.563
P01886,20.415
P01887,19.057
P01888,27.138
P01889,17.821
P01890,27.554
P01891,20.058
P01893,22.881
P01894,25.372
P01895,21.344
P01896,24.067
P01897,19.678
P01898,19.194
P01899,25.069
P01900,21.892
P01901,14.988
P01902,33.293
P01904,28.105
P01905,17.643
P01906,21.840
P01907,18.016
P01908,14.857
P01909,14.785
P01910,21.825
P01911,20.992
P01912,17.263
P01913,21.228
P01915,9.444
P01916,18.587
P01917,18.322
P01918,15.735
P01919,17.591
P01920,21.308
P01921,7.234
P01922,10.174
P01923,20.117
P01924,24.757
P01926,22.561
P01927,28.997
P01928,25.257
P01929,29.423
P01930,32.713
P01931,19.089
P01932,12.036
P01933,17.314
P01934,13.124
P01935,17.310
P01937,19.890
P01938,18.994
P01939,10.799
P01940,16.088
P01941,14.402
P01942,21.977
P01943,16.556
P01944,21.723
P01945,14.848
P01946,17.672
P01948,14.587
P01949,15.373
P01950,9.363
P01951,17.327
P01952,16.518
P01953,22.181
P01954,23.467
P01955,16.609
P01956,23.925
P01957,19.002
P01959,23.794
P01960,27.363
P01961,16.766
P01962,15.009
P01963,17.651
P01964,28.556
P01965,20.166
P01966,22.201
P01967,15.664
P03145,21.580
P03146,20.471
P03154,23.820
P03165,8.157
P03176,36.040
P03187,16.362
P03198,26.461
P03209,18.946
P03220,14.436
P03231,28.850
P03242,20.298
P03253,15.850
P03263,22.430
P03264,23.619
P03265,29.594
P03266,23.991
P03267,22.515
P03268,32.110
P03269,14.595
P03270,25.494
P03271,19.276
P03272,22.663
P03273,21.503
P03274,18.390
P03275,33.480
P03276,28.752
P03277,19.468
P03278,9.937
P03279,8.698
P03280,21.960
P03281,14.462
P03282,13.402
P03283,11.491
P03284,17.692
P03285,26.025
P03286,15.576
P03287,26.640
P03288,27.136
P03289,14.894
P03290,8.251
P03291,11.914
P03292,20.186
P03293,25.491
P03294,25.239
P03295,27.596
P03296,15.478
P03297,10.754
P03298,22.379
P03299,17.832
P03300,24.086
P03301,13.850
P03302,19.109
P03303,16.426
P03304,22.267
P03305,25.626
P03306,30.952
P03307,13.864
P03308,28.263
P03309,15.866
P03310,15.342
P03311,21.376
P03312,12.740
P03313,31.459
P03314,26.146
P03315,15.380
P03316,11.771
P03317,20.713
P03318,30.271
P03319,25.447
P02037,20.807
P02038,18.002
P02039,17.792
P02040,26.921
P02041,16.679
P02042,19.890
P02043,20.571
P02045,10.566
P02046,22.574
P02047,5.335
P02048,29.597
P02049,18.491
P02050,22.417
P02051,17.927
P02052,14.067
P02053,16.507
P02054,12.631
P02056,19.830
P02057,12.629
P02058,13.460
P02059,9.872
P02060,24.256
P02061,21.599
P02062,20.752
P02063,17.660
P02064,15.270
P02065,24.462
P02067,23.581
P02068,18.960
P02069,16.944
P02070,13.252
P02071,8.749
P02072,27.832
P02073,29.349
P02074,20.597
P02075,14.545
P02076,22.742
P02078,20.920
P02079,26.567
P02080,20.496
P02081,13.424
P02082,27.236
P02083,21.174
P02084,19.494
P02085,23.419
P02086,15.605
P02087,15.865
P02089,23.251
P02090,21.592
P02091,11.085
P02092,19.771
P02093,21.436
P02094,17.643
P02095,17.743
P02096,21.587
P02097,26.452
P02098,22.339
P02100,16.709
P02101,19.068
P02102,12.578
P02103,16.427
P02104,24.086
P02105,21.569
P02106,17.523
P02107,25.848
P02108,26.761
P02109,17.366
P02111,20.323
P02112,29.998
P02113,25.588
P02114,20.810
P02115,10.400
P02116,22.418
P02117,11.024
P02118,24.257
P02119,23.020
P02120,14.842
P02122,11.231
P02123,16.161
P02124,25.859
P02125,9.810
P02126,15.634
P02127,13.714
P02128,24.268
P02129,11.279
P02130,17.752
P02131,24.479
P02133,18.503
P02134,13.731
P02135,23.489
P02136,15.291
P02137,17.831
P02138,21.907
P02139,20.984
P02140,17.613
P02141,16.266
P02142,27.511
P02144,14.336
P02145,23.501
P02146,9.107
P02147,16.410
P02148,21.149
P02149,13.787
P02150,19.989
P02151,17.920
P02152,17.617
P02222,17.084
P02223,15.665
P02224,16.240
P02225,30.465
P02226,21.294
P02227,20.205
P02228,17.513
P02230,15.565
P02231,15.247
P02232,11.763
P02233,17.356
P02234,33.654
P02235,33.123
P02236,10.596
P02237,27.295
P02238,18.751
P02239,20.516
P02241,18.646
P02242,7.166
P02243,20.781
P02244,9.297
P02245,15.562
P02246,20.635
P02247,19.585
P02248,18.503
P02249,22.868
P02250,15.534
P02252,28.743
P02253,16.848
P02254,22.501
P02255,14.417
P02256,17.080
P02257,10.926
P02258,29.923
P02259,14.364
P02260,17.193
P02261,14.650
P02263,28.174
P02264,24.580
P02265,18.658
P02266,10.238
P02267,21.195
P02268,22.862
P02269,28.430
P02270,26.893
P02271,18.813
P02272,16.517
P02274,22.492
P02275,29.727
P02276,21.945
P02277,19.397
P02278,26.714
P02279,30.615
P02280,10.234
P02281,16.405
P02282,16.306
P02283,9.928
P02285,14.841
P02286,23.245
P02287,20.370
P02288,12.907
P02289,27.692
P02290,27.557
P02291,9.688
P02292,12.044
P02293,18.375
P02294,16.986
P02296,17.155
P02297,21.316
P02298,28.854
P02299,19.658
P02300,18.445
P02301,23.769
P02302,19.360
P02303,15.095
P02304,33.028
P02305,15.017
P02307,17.394
P02308,10.051
P02309,19.042
P02310,27.012
P02311,20.885
P02312,14.587
P02313,18.949
P02314,17.069
P02315,16.135
P02316,19.900
P02318,23.811
P02319,25.899
P02320,19.856
