partsid,totalcfp,cfp
P01610,64.249,1.77
P01614,54.266,1.521
P01616,72.016,4.715
P01617,50.095,6.572
P01619,71.139,0.35
P01621,72.461,6.338
P01629,53.903,3.955
P01632,65.738,3.44
P01635,69.690,8.803
P01637,70.263,1.318
P01639,58.580,3.945
P01643,55.806,0.757
P01645,58.840,4.411
P01646,70.722,5.844
P01651,69.477,2.32
P01652,54.337,4.409
P01654,68.846,2.597
P01657,55.967,8.307
P01660,50.794,2.54
P01662,50.472,0.562
P01665,56.913,0.141
P01666,72.447,0.123
P01668,33.776,0.199
P01673,68.074,4.701
P01675,76.121,7.782
P01682,63.673,8.532
P01683,70.281,4.235
P01687,71.981,4.1
P01689,42.778,3.728
P01692,62.227,9.576
P01696,60.773,8.946
P01700,54.097,4.351
P01701,68.754,2.293
P01707,64.645,3.808
P01708,61.958,0.68
P01709,58.927,1.714
P01711,58.289,3.885
P01718,67.666,7.734
P01721,69.741,2.426
P01728,69.937,5.997
P01729,69.394,9.955
P01731,88.705,1.18
P01745,72.330,9.647
P01747,65.496,8.467
P01748,71.810,8.964
P01749,72.934,8.155
P01754,69.548,5.915
P01756,67.310,5.354
P01760,65.698,2.44
P01763,56.583,1.523
P01764,52.861,4.767
P01780,79.421,5.896
P01782,72.132,3.183
P01784,61.322,3.183
P01788,55.354,3.387
P01794,72.307,8.122
P01798,71.843,9.142
P01801,51.775,9.966
P01806,55.242,3.678
P01807,61.222,4.416
P01812,60.165,2.395
P01815,52.576,5.632
P01816,63.397,5.399
P01820,57.264,9.044
P01824,63.871,7.281
P01825,60.371,6.012
P01830,59.944,0.366
P01835,78.265,4.977
P01836,71.607,0.122
P01840,54.656,2.986
P01842,68.049,2.22
P01845,38.033,3.891
P01846,61.991,0.0
P01850,59.967,9.421
P01852,53.320,8.968
P01856,66.388,0.91
P01859,70.763,6.036
P01860,77.884,8.735
P01862,65.660,1.154
P01863,57.135,9.265
P01868,55.203,1.506
P01871,58.083,4.727
P01873,79.166,9.511
P01875,67.394,3.423
P01876,62.744,5.351
P01879,61.067,3.174
P01883,71.528,5.483
P01885,35.010,1.739
P01886,59.530,3.422
P01888,54.283,4.686
P01889,63.449,7.167
P01890,66.643,7.146
P01892,46.511,0.408
P01897,79.220,4.083
P01906,52.488,5.311
P01908,71.040,9.105
P01922,78.291,6.888
P01923,69.971,3.383
P01930,76.378,3.406
P01932,53.766,7.563
P01974,62.033,0.138
P01987,47.192,8.516
P01992,71.253,4.748
P01995,51.167,4.442
P01998,75.760,8.045
P02007,70.384,6.048
P02012,44.307,0.663
P02020,55.114,7.441
P02022,66.302,5.867
P02026,68.080,9.661
P02031,64.013,0.144
P02032,74.194,4.699
P02033,69.177,0.169
P02034,58.353,5.903
P02035,46.027,3.814
P02039,49.673,3.71
P02045,65.960,9.21
P02056,73.350,5.679
P02067,34.337,0.033
P02068,46.919,2.806
P02069,61.172,2.546
P02071,50.698,0.243
P02076,52.947,9.17
P02078,65.401,1.949
P02079,47.781,3.25
P02087,77.703,5.741
P02090,55.273,1.066
P02091,49.111,0.602
P02092,59.912,9.014
P02094,68.765,4.746
P02095,69.010,5.59
P02101,56.533,2.044
P02103,54.136,5.046
P02105,70.280,7.829
P02107,52.404,0.941
P02112,76.827,8.919
P02119,77.586,0.627
P02120,59.100,1.603
P02121,65.201,5.172
P02122,58.994,0.322
P02127,76.400,6.376
P02128,61.498,1.903
P02134,66.564,6.857
P02135,75.909,5.744
P02137,64.760,2.202
P02138,80.088,6.768
P02142,63.383,1.591
P02145,61.646,7.508
P02146,77.569,8.569
P02148,88.567,8.349
P02149,84.420,5.082
P02150,64.341,2.645
P02152,64.505,7.24
P02153,93.497,6.357
P02154,53.079,0.811
P02156,53.914,2.602
P02159,63.212,3.989
P02161,59.114,0.728
P02162,75.300,9.523
P02167,58.527,0.117
P02172,54.913,1.384
P02173,74.398,9.221
P02178,59.497,0.507
P02183,45.081,6.026
P02184,64.998,1.507
P02185,70.997,8.657
P02187,60.246,2.362
P02191,60.813,9.063
P02198,58.359,8.456
P02203,63.761,2.761
P02210,52.220,4.046
P02212,62.030,2.176
P02220,48.902,6.562
P02224,59.777,2.639
P02231,68.218,2.481
P02236,62.365,3.196
P02237,62.749,6.603
P02238,67.334,9.019
P02241,74.338,5.252
P02244,44.949,5.702
P02252,58.585,3.006
P02253,83.279,5.793
P02255,68.768,6.874
P02256,55.268,4.082
P02258,74.031,8.214
P02261,49.408,0.327
P02262,72.488,2.982
P02266,75.705,4.636
P02270,60.466,7.896
P02271,54.672,2.449
P02275,78.633,8.962
P02277,67.275,6.908
P02278,58.724,5.695
P02279,66.707,7.659
P02283,46.225,9.851
P02284,67.923,2.125
P02301,50.386,9.398
P02303,46.692,5.986
P02306,68.469,3.668
P02313,56.392,2.847
P02317,68.672,9.623
P02323,46.208,6.285
P02325,63.381,0.381
P02326,69.273,4.103
P02329,74.056,2.718
P02333,85.467,1.136
P02335,55.737,4.406
P02339,65.084,5.04
P02341,61.973,2.017
P02342,52.213,2.53
P02345,47.171,9.417
P02346,61.773,8.185
P02349,55.836,7.69
P02352,61.338,5.712
P02353,57.771,3.147
P02360,86.093,9.053
P02363,43.686,2.622
P02364,63.175,1.188
P02366,59.506,6.324
P02368,52.647,6.218
P02375,73.748,2.999
P02377,47.916,4.295
P02384,68.992,6.952
P02387,72.600,7.471
P02389,65.675,9.903
P02391,76.444,7.461
P02392,46.920,1.1
P02393,45.269,2.207
P02398,68.890,5.148
P02401,72.489,1.066
P02405,64.143,6.207
P02472,87.924,8.982
P02474,60.069,5.508
P02475,68.414,6.04
P02476,90.961,9.556
P02478,65.509,0.62
P02479,66.315,2.445
P02480,57.750,5.069
P02482,75.151,7.571
P02483,59.480,4.784
P02485,80.944,8.94
P02493,67.991,6.87
P02494,61.438,0.98
P02498,64.516,7.443
P02507,61.961,6.104
P02510,54.802,2.933
P02511,48.007,0.936
P02520,92.088,7.977
P02521,104.125,7.638
P02525,56.433,8.605
P02527,67.269,5.834
P02534,70.204,5.25
P02535,45.322,6.338
P02536,70.746,8.206
P02540,67.053,7.027
P02544,72.444,4.284
P02549,67.291,1.195
P02552,82.072,6.579
P02555,65.468,4.048
P02558,70.528,8.279
P02559,43.398,0.961
P02561,61.120,9.927
P02563,52.400,0.824
P02565,60.291,1.636
P02569,59.889,9.98
P02577,49.439,5.731
P02580,69.106,0.303
P02582,57.426,5.171
P02583,62.214,1.65
P02585,87.307,9.703
P02587,44.590,1.99
P02588,75.176,3.333
P02590,62.035,7.822
P02591,50.564,4.917
P02592,85.005,8.913
P02594,54.459,5.276
P02596,75.955,5.564
P02597,54.413,2.706
P02604,67.271,3.248
P02606,64.712,4.187
P02608,76.162,6.096
P02617,69.675,9.566
P02624,69.656,9.358
P02625,70.680,4.752
P02627,71.115,8.842
P02629,66.404,3.682
P02634,72.569,8.174
P02636,58.767,5.905
P02639,56.650,0.034
P02649,51.612,3.832
P02650,67.759,0.466
P02653,63.266,7.931
P02655,73.438,9.587
P02658,66.551,7.879
P02662,59.294,9.921
P02664,88.728,6.1
P02668,63.621,3.759
P02674,81.387,7.711
P02679,62.551,7.371
P02682,76.263,0.074
P02683,73.715,7.487
P02687,68.376,8.255
P02692,79.511,8.351
P02694,72.137,9.981
P02705,58.899,9.519
P02706,53.361,6.282
P02707,74.329,9.833
P02709,72.303,0.379
P02713,73.301,9.046
P02718,75.934,5.246
P02719,70.786,6.882
P02722,87.252,5.493
P02726,51.261,5.306
P02727,57.395,3.969
P02737,56.069,2.567
P02741,76.602,4.867
P02744,66.542,4.791
P02749,69.671,6.331
P02750,49.384,2.248
P02757,60.753,2.445
P02763,54.541,6.602
P02770,55.610,0.762
P02774,72.902,2.286
P02775,54.907,0.465
P02781,80.250,8.397
P02782,68.762,3.032
P02786,72.946,8.953
P02790,55.204,0.051
P02793,56.859,1.806
P02794,70.729,7.157
P02795,70.138,5.869
P02797,51.594,4.945
P02800,54.910,7.992
P02801,49.214,0.231
P02803,57.924,2.715
P02805,60.663,6.226
P02806,80.135,0.682
P02807,68.928,0.196
P02808,76.007,9.537
P02813,35.931,3.951
P02820,61.630,2.395
P02822,43.345,3.988
P02826,70.687,7.474
P02827,72.479,9.332
P02828,84.516,9.671
P02833,58.276,5.613
P02835,56.832,2.002
P02839,40.209,6.276
P02842,58.877,4.504
P02844,57.877,2.82
P02845,57.069,1.328
P02846,81.233,8.887
P02851,64.057,7.571
P02858,64.385,1.666
P02860,68.080,8.275
P02869,78.031,7.633
P02875,49.986,0.733
P02878,73.457,2.655
P02884,57.955,1.694
P02885,71.327,6.106
P02894,61.137,4.747
P02896,71.083,8.6
P02958,67.908,8.996
P02966,81.664,4.41
P02975,78.781,6.738
P02977,74.362,5.326
P02980,70.495,1.034
P02982,53.470,0.437
P02986,50.804,8.386
P03001,67.657,4.313
P03004,73.990,7.921
P03008,75.386,4.627
P03009,68.139,5.534
P03010,75.307,8.714
P03016,60.886,4.13
P03018,57.096,7.401
P03019,59.205,2.799
P03020,81.323,6.224
P03023,80.462,2.193
P03031,67.262,1.344
P03037,54.345,3.422
P03044,61.309,6.761
P03047,72.309,6.618
P03049,79.835,8.647
P03050,74.949,8.71
P03052,66.606,3.12
P03067,72.673,5.096
P03068,53.670,3.054
P03073,75.628,6.965
P03079,57.674,0.134
P03082,73.213,5.783
P03083,63.009,2.472
P03088,60.461,0.988
P03089,88.916,6.517
P03097,57.268,2.215
P03099,77.130,0.923
P03103,63.389,8.431
P03104,80.525,8.026
P03110,79.372,2.989
P03112,74.463,4.418
P03118,75.059,8.825
P03119,75.113,5.71
P03120,70.668,8.248
P03121,57.808,0.842
P03123,63.959,0.241
P03126,56.525,8.09
P03143,84.348,7.905
P03146,71.827,9.387
P03154,69.602,2.505
P03155,51.916,5.516
P03162,62.702,0.989
P03167,70.563,3.074
P03172,63.901,1.117
P03178,79.876,7.636
P03179,81.971,0.298
P03181,75.109,1.316
P03183,74.673,2.622
P03184,65.697,1.481
P03192,54.656,1.161
P03193,62.097,7.839
P03195,52.047,9.213
P03198,49.780,5.217
P03200,68.765,0.113
P03205,67.176,6.955
P03206,68.323,7.707
P03211,60.005,5.172
P03214,70.571,3.018
P03222,71.849,8.429
P03226,60.236,4.984
P03230,74.093,6.311
P03235,62.265,1.322
P03240,54.475,0.386
P03247,63.496,8.394
P03249,63.236,1.974
P03250,44.605,7.864
P03254,49.828,1.571
P03263,75.275,7.508
P03266,59.226,3.884
P03272,68.070,9.835
P03276,42.133,1.476
P03283,58.030,5.934
P03285,63.781,2.879
P03293,80.210,8.074
P03298,80.220,7.877
P03300,58.818,0.818
P03305,49.258,1.36
P03308,79.339,0.576
P03315,56.989,0.994
P03322,59.209,4.599
P03329,98.756,9.447
P03331,76.266,4.876
P03332,76.356,3.909
P03333,60.689,2.629
P03334,17.560,3.095
P03336,15.946,3.37
P03337,24.047,9.088
P03344,20.555,6.444
P03345,9.069,0.799
P03346,14.522,3.668
P03348,16.941,6.73
P03352,7.986,1.261
P03353,12.381,1.013
P03360,30.340,8.468
P03361,22.360,3.548
P03362,24.076,7.54
P03363,23.737,1.27
P03365,25.086,7.819
P03369,20.300,4.433
P03376,19.003,1.258
P03377,18.994,3.294
P03378,18.734,5.539
P03382,18.786,4.383
P03384,23.292,8.796
P03386,23.665,8.849
P03388,24.766,5.654
P03393,25.116,9.77
P03394,20.038,5.91
P03398,23.764,5.69
P03402,20.008,2.834
P03407,28.999,7.586
P03409,20.280,1.155
P03417,18.971,3.097
P03420,18.820,5.975
P03428,23.489,5.649
P03429,34.988,8.798
P03434,8.348,0.226
P03437,12.792,1.088
P03438,21.229,6.191
P03447,12.132,6.667
P03448,16.013,5.794
P03453,16.679,0.41
P03467,16.524,1.386
P03468,22.045,1.27
P03524,28.386,7.774
P03526,20.889,6.657
P03529,7.145,0.595
P03531,27.817,8.817
P03535,19.553,3.705
P03537,11.777,0.922
P03544,18.652,5.203
P03547,18.141,8.578
P03548,27.240,7.143
P03549,15.937,2.386
P03550,26.608,7.709
P03563,17.763,0.914
P03568,25.250,3.935
P03569,26.567,6.843
P03583,24.927,4.18
P03589,17.213,3.03
P03595,18.862,5.452
P03597,16.306,5.926
P03606,17.399,2.283
P03610,23.592,6.192
P03612,19.320,4.637
P03616,15.687,0.637
P03617,21.263,8.678
P03618,18.060,1.773
P03620,14.842,7.004
P03627,26.412,9.044
P03628,17.338,1.784
P03630,27.405,3.647
P03631,19.721,5.833
P03639,26.116,7.327
P03640,16.810,0.321
P03655,15.439,7.384
P03656,22.602,3.81
P03657,9.854,0.887
P03658,21.968,9.873
P03659,19.513,6.675
P03661,14.418,0.481
P03665,28.054,7.216
P03671,21.810,5.291
P03675,22.864,9.103
P03679,25.353,9.534
P03680,15.334,2.545
P03681,27.107,3.973
P03688,12.082,1.226
P03694,30.818,8.998
P03696,22.673,4.237
P03699,22.399,3.694
P03701,19.105,2.133
P03704,25.022,6.969
P03710,24.223,8.14
P03714,12.628,2.132
P03718,21.580,9.554
P03721,14.931,1.804
P03726,31.492,6.906
P03727,19.594,5.316
P03728,20.135,8.846
P03729,12.693,1.006
P03734,14.427,6.381
P03750,21.032,0.833
P03754,13.944,4.874
P03756,17.476,9.254
P03758,20.361,5.853
P03762,13.398,2.249
P03764,17.282,6.293
P03765,20.537,9.324
P03766,27.674,9.708
P03784,12.605,1.673
P03787,15.954,5.053
P03792,9.250,4.877
P03798,17.220,6.959
P03800,18.891,1.151
P03801,22.275,5.215
P03802,28.947,9.582
P03805,15.041,4.028
P03809,21.953,4.164
P03812,23.819,9.184
P03814,24.207,8.799
P03817,21.031,3.153
P03819,12.107,2.248
P03824,25.800,8.464
P03829,18.692,7.06
P03836,21.972,6.169
P03839,15.184,5.807
P03840,19.439,2.161
P03842,15.957,6.397
P03845,20.026,4.938
P03846,9.935,0.015
P03847,29.514,9.967
P03851,22.546,7.666
P03852,25.337,7.752
P03854,31.596,5.99
P03859,24.194,6.577
P03860,21.154,1.086
P03861,14.860,1.799
P03865,25.350,6.876
P03872,22.983,3.253
P03873,15.616,4.347
P03874,19.522,2.98
P03875,16.993,4.44
P03877,18.162,4.192
P03880,10.806,6.05
P03882,32.542,9.713
P03883,22.653,6.033
P03885,17.606,9.292
P03886,17.746,4.492
P03888,26.289,7.395
P03892,4.000,0.819
P03895,13.478,1.062
P03897,13.283,7.248
P03898,12.205,1.162
P03901,13.880,1.473
P03905,20.172,4.786
P03909,14.493,2.321
P03913,26.094,7.962
P03915,28.764,7.857
P03922,14.002,2.962
P03923,12.094,1.673
P03924,23.589,8.049
P03927,27.320,7.769
P03928,18.732,2.312
P03930,34.124,9.9
P03932,23.053,3.309
P03934,16.963,8.42
P03937,17.604,6.397
P03938,9.461,1.153
P03942,24.509,9.301
P03943,21.888,2.887
P03944,30.686,8.844
P03945,19.904,4.503
P03949,33.197,7.247
P03950,17.163,5.215
P03952,32.778,8.166
P04004,20.174,7.014
P04008,27.001,5.015
P04009,17.475,0.921
P04011,27.258,7.85
P04016,21.563,8.767
P04022,23.916,6.691
P04024,18.564,8.074
P04026,14.037,2.94
P04031,25.044,6.584
P04033,15.883,1.302
P04036,14.736,4.755
P04039,20.948,9.023
P04040,21.011,4.218
P04041,24.391,7.502
P04044,22.125,9.799
P04045,18.242,7.919
P04047,21.670,8.838
P04049,5.527,1.153
P04050,16.734,4.98
P04056,32.191,8.474
P04066,27.765,5.275
P04070,24.915,6.354
P04072,22.629,4.739
P04073,19.567,5.548
P04077,25.895,5.979
P04078,26.188,2.167
P04083,17.089,5.54
P04084,8.271,3.687
P04089,31.152,7.871
P04090,16.713,6.044
P04100,23.617,4.329
P04101,26.077,9.55
P04108,19.752,0.58
P04109,24.447,9.513
P04115,5.208,0.663
P04120,16.604,8.028
P04121,19.090,4.25
P04124,20.661,5.784
P04125,20.482,0.994
P04129,29.146,6.637
P04134,10.755,5.648
P04142,17.014,8.979
P04143,28.517,5.036
P04145,13.954,2.511
P04147,22.091,6.782
P04149,18.168,0.45
P04151,24.358,5.144
P04152,17.745,8.596
P04158,25.452,3.846
P04159,23.975,5.078
P04162,26.392,3.908
P04163,25.480,8.249
P04167,26.453,4.268
P04168,21.340,5.19
P04169,13.113,3.082
P04175,15.302,4.651
P04181,11.865,5.109
P04184,17.843,8.093
P04189,16.595,4.526
P04191,13.933,2.611
P04193,6.293,4.347
P04200,14.417,5.57
P04201,18.225,7.681
P04204,31.464,9.32
P04206,22.897,3.589
P04215,10.855,0.025
P04217,13.092,1.405
P04218,16.401,2.746
P04220,22.652,6.038
P04225,26.222,9.383
P04234,16.070,3.88
P04236,13.955,6.298
P04237,19.958,9.194
P04238,19.037,6.171
P04239,10.698,0.78
P04244,25.331,6.829
P04245,7.886,4.504
P04246,20.626,1.518
P04253,24.329,2.292
P04260,15.120,4.309
P04265,17.063,4.752
P04269,21.800,3.14
P04270,24.543,9.52
P04277,13.036,2.423
P04278,24.275,4.646
P04280,27.371,8.978
P04282,6.872,0.232
P04286,14.609,2.043
P04287,17.472,5.726
P04290,16.278,7.192
P04292,18.365,8.872
P04293,14.100,2.076
P04300,19.856,2.385
P04304,26.825,1.492
P04305,26.518,2.054
P04306,8.995,0.524
P04307,35.094,9.742
P04313,14.111,4.042
P04314,27.911,8.684
P04317,22.316,0.097
P04330,23.584,5.959
P04335,27.858,9.843
P04337,19.411,9.12
P04338,18.362,8.287
P04339,14.229,4.257
P04344,11.625,0.798
P04345,14.151,1.614
P04354,11.855,3.057
