partsid,totalcfp,cfp
P01012,205.612,3.707
P01020,179.221,7.606
P01024,201.662,7.733
P01025,209.864,1.962
P01026,169.646,3.012
P01028,185.436,6.014
P01030,236.181,9.5
P01031,207.182,2.929
P01034,199.352,1.992
P01041,187.560,7.455
P01050,194.913,4.143
P01055,210.332,5.7
P01059,247.667,9.857
P01064,197.895,6.697
P01067,202.934,1.037
P01068,230.013,2.395
P01072,209.029,7.14
P01074,206.392,3.8
P01075,203.620,3.63
P01076,196.210,5.102
P01077,218.704,3.848
P01079,163.373,2.366
P01081,203.525,9.53
P01082,220.532,9.834
P01084,212.609,4.349
P01086,195.029,6.705
P01088,238.166,4.853
P01095,226.390,7.747
P01099,209.170,1.035
P01100,210.033,4.207
P01101,188.829,0.479
P01108,185.946,3.415
P01109,196.277,7.096
P01114,78.826,8.059
P01120,84.494,9.486
P01121,74.820,6.371
P01122,65.016,5.927
P01123,53.961,2.468
P01125,72.829,7.721
P01129,59.483,3.381
P01131,71.204,7.635
P01132,54.171,8.686
P01139,50.560,0.684
P01142,66.150,2.732
P01144,57.223,6.505
P01147,64.586,9.898
P01150,57.167,8.17
P01151,59.376,7.574
P01153,71.730,8.623
P01157,81.025,8.431
P01158,63.949,3.967
P01159,72.105,8.44
P01175,75.636,9.308
P01181,67.671,5.64
P01186,52.050,3.982
P01190,69.029,9.589
P01194,76.786,8.029
P01198,57.821,3.196
P01201,72.442,9.728
P01202,61.909,8.717
P01206,72.321,4.086
P01207,48.961,5.342
P01209,66.340,0.065
P01215,54.082,7.39
P01216,57.255,5.825
P01217,58.474,3.185
P01218,57.617,9.0
P01219,61.681,7.257
P01221,55.556,6.681
P01222,78.374,9.715
P01226,74.559,7.07
P01231,71.249,9.266
P01237,69.235,5.983
P01245,60.231,6.2
P01249,60.848,8.328
P01254,64.617,9.544
P01255,73.252,7.759
P01257,69.698,0.441
P01260,46.406,5.327
P01262,49.554,3.861
P01264,54.309,4.618
P01272,59.026,9.994
P01278,60.211,1.67
P01282,60.551,1.076
P01284,73.597,6.849
P01285,80.492,8.812
P01288,77.875,7.453
P01290,75.316,5.722
P01291,66.219,8.098
P01293,41.430,4.145
P01294,83.560,5.913
P01296,66.138,3.452
P01305,70.542,3.783
P01308,61.289,2.38
P01311,80.527,8.364
P01340,69.791,5.872
P01343,73.947,1.433
P01347,64.315,4.737
P01363,56.848,1.273
P01364,76.412,0.379
P01366,73.412,9.423
P01378,69.485,6.712
P01379,59.877,7.128
P01380,51.948,2.399
P01383,47.230,8.206
P01384,74.686,5.85
P01386,79.014,1.501
P01387,79.281,1.635
P01393,83.697,8.054
P01397,57.131,0.855
P01400,45.280,1.229
P01401,77.836,0.84
P01408,73.109,3.921
P01413,45.245,3.827
P01414,65.757,7.631
P01415,63.630,9.787
P01420,57.652,5.651
P01423,75.168,9.304
P01424,64.473,0.337
P01426,61.416,1.833
P01429,62.369,7.08
P01432,88.555,2.042
P01444,56.364,5.737
P01448,39.355,0.563
P01451,62.606,0.661
P01453,59.330,3.322
P01454,54.088,1.534
P01456,65.387,8.448
P01457,75.622,0.84
P01461,69.336,7.789
P01467,47.782,1.337
P01479,74.175,2.937
P01482,88.387,2.098
P01484,62.098,1.212
P01485,59.678,2.357
P01489,70.923,6.453
P01491,75.290,8.385
P01492,52.147,7.309
P01493,71.370,6.617
P01500,57.448,1.095
P01501,58.443,8.906
P01505,62.754,0.075
P01508,87.034,9.976
P01512,76.636,6.753
P01514,59.555,4.78
P01522,78.456,8.967
P01526,72.369,8.475
P01529,75.964,7.198
P01530,43.939,4.733
P01531,57.134,6.721
P01536,63.988,5.201
P01539,64.612,0.183
P01545,63.442,8.626
P01546,50.551,3.437
P01548,61.356,6.969
P01557,62.852,7.952
P01559,63.146,2.519
P01560,63.497,7.765
P01563,52.496,9.919
P01566,87.048,7.452
P01568,61.990,0.765
P01572,41.011,6.713
P01573,63.273,1.217
P01578,59.000,7.295
P01584,52.543,2.106
P01589,66.550,2.157
P01592,85.477,6.846
P01594,73.090,6.734
P01597,47.806,9.852
P01600,60.543,8.707
P01602,49.142,6.388
P01603,69.476,6.011
P01609,66.651,8.524
P01611,67.686,9.509
P01618,69.925,9.109
P01620,59.520,9.025
P01623,63.493,2.851
P01626,70.520,5.302
P01627,76.278,4.824
P01628,68.100,8.701
P01636,69.829,5.977
P01638,70.021,7.125
P01641,59.047,8.185
P01642,74.410,8.651
P01648,68.896,1.842
P01653,52.399,4.815
P01659,69.504,9.612
P01661,53.730,1.747
P01669,56.828,7.092
P01670,73.792,8.125
P01671,80.315,5.537
P01674,71.389,8.498
P01676,62.726,9.058
P01678,56.750,5.628
P01684,72.962,9.94
P01686,57.718,5.878
P01693,79.147,8.027
P01694,62.150,2.657
P01695,63.097,4.141
P01706,82.619,4.744
P01710,63.795,4.995
P01713,67.674,9.983
P01715,67.042,8.672
P01717,83.321,3.842
P01719,77.304,7.486
P01720,56.271,2.469
P01722,70.676,0.544
P01724,64.361,8.912
P01730,69.958,1.122
P01733,72.000,7.257
P01735,59.752,7.763
P01736,66.032,7.502
P01737,47.625,3.101
P01738,46.664,1.832
P01740,42.332,2.762
P01741,70.617,0.142
P01752,55.835,0.106
P01753,54.397,1.119
P01755,64.109,2.904
P01758,67.794,7.481
P01759,61.933,8.014
P01762,74.517,8.458
P01766,65.598,9.133
P01768,75.900,9.766
P01772,76.973,5.26
P01773,49.820,8.719
P01776,69.669,3.307
P01805,53.673,8.335
P01809,79.217,4.25
P01811,53.756,5.585
P01818,51.874,1.419
P01823,48.840,2.652
P01827,53.582,4.881
P01828,54.107,1.983
P01832,55.281,0.558
P01833,58.929,3.381
P01834,64.262,5.034
P01839,62.672,6.747
P01844,58.852,5.622
P01847,58.040,9.424
P01851,68.050,8.318
P01853,68.754,7.904
P01861,71.907,8.618
P01864,59.910,2.656
P01874,66.451,7.686
P01877,71.156,7.884
P01878,81.456,1.278
P01881,82.021,9.294
P01884,50.881,5.369
P01887,62.196,6.821
P01891,56.822,9.547
P01894,66.555,4.793
P01898,74.954,5.178
P01899,74.159,4.385
P01900,59.036,1.664
P01904,59.994,7.157
P01907,80.019,1.657
P01909,69.016,3.312
P01912,46.093,6.771
P01913,75.927,3.553
P01914,62.414,3.276
P01915,74.516,7.026
P01916,49.992,2.462
P01919,83.171,1.183
P01920,81.187,8.332
P01921,71.629,9.99
P01925,62.705,0.249
P01927,63.234,8.351
P01929,73.159,1.839
P01935,65.221,4.435
P01943,54.183,7.046
P01948,59.313,7.825
P01951,75.581,6.369
P01953,52.667,4.172
P01956,81.243,9.622
P01958,60.243,9.181
P01959,82.019,6.011
P01962,57.636,7.065
P01966,55.841,4.849
P01973,64.570,8.227
P01975,70.755,6.105
P01977,76.203,9.421
P01978,58.022,3.642
P01981,56.032,4.196
P01983,64.089,9.466
P01988,60.130,4.396
P01989,83.222,7.774
P01990,71.548,7.579
P02000,56.938,0.22
P02004,79.458,9.862
P02005,79.892,5.028
P02006,57.594,4.731
P02010,71.544,4.439
P02011,73.286,3.014
P02013,47.810,0.366
P02014,80.252,2.853
P02015,69.540,8.927
P02017,62.205,0.319
P02023,61.122,4.148
P02024,64.849,1.157
P02025,63.589,7.775
P02027,63.981,4.581
P02030,74.996,6.655
P02036,67.011,8.203
P02038,83.845,9.929
P02041,70.465,8.926
P02042,57.118,6.381
P02044,58.801,7.457
P02053,53.107,8.199
P02054,64.666,7.093
P02055,37.945,5.58
P02057,67.109,0.882
P02058,65.722,6.172
P02060,54.409,4.73
P02063,56.549,4.476
P02070,59.468,7.859
P02072,64.649,2.92
P02073,46.058,0.884
P02080,50.651,1.507
P02085,54.679,1.977
P02086,61.457,0.911
P02089,62.001,3.305
P02098,50.259,5.094
P02100,70.086,1.583
P02104,73.971,6.869
P02108,57.796,1.614
P02111,75.180,8.363
P02113,66.948,2.663
P02117,72.435,0.003
P02118,73.237,3.318
P02124,62.083,0.108
P02125,69.516,4.299
P02126,54.210,1.6
P02129,66.463,9.307
P02132,62.544,9.483
P02133,61.048,5.257
P02141,68.822,9.851
P02143,53.251,0.776
P02144,74.334,7.166
P02158,55.523,2.022
P02163,52.080,2.605
P02164,92.487,8.444
P02165,76.606,9.902
P02166,69.025,0.465
P02177,51.384,0.757
P02179,57.729,4.865
P02180,63.900,0.439
P02188,79.946,7.9
P02189,63.553,4.651
P02192,65.515,9.846
P02195,75.574,4.814
P02201,51.114,9.325
P02202,78.364,6.881
P02204,76.366,5.638
P02205,80.352,7.731
P02209,63.352,4.868
P02211,56.600,9.374
P02213,64.363,8.904
P02214,41.707,7.938
P02249,72.593,9.732
P02251,60.446,0.76
P02260,82.348,9.604
P02265,59.319,4.674
P02268,60.513,4.042
P02272,59.449,2.642
P02282,65.984,7.072
P02285,64.807,4.896
P02289,48.064,9.616
P02290,63.397,2.536
P02292,64.077,3.966
P02295,65.316,4.381
P02302,55.191,1.504
P02308,68.932,1.737
P02312,59.490,7.008
P02315,64.113,3.752
P02319,60.960,7.355
P02320,58.224,3.285
P02328,55.274,0.597
P02331,63.388,3.988
P02332,70.348,5.148
P02337,66.175,8.411
P02340,69.915,4.699
P02344,53.851,3.924
P02348,50.526,6.395
P02350,61.474,8.595
P02355,49.520,2.195
P02357,56.925,2.602
P02359,46.856,3.551
P02362,72.135,6.857
P02365,85.713,9.834
P02367,57.302,1.289
P02370,64.937,7.874
P02374,61.212,3.877
P02378,57.545,2.336
P02380,70.904,6.888
P02381,50.685,1.562
P02383,80.868,1.635
P02395,69.840,7.617
P02397,62.015,8.972
P02409,81.106,9.907
P02410,65.221,2.607
P02412,71.635,9.046
P02414,67.352,4.019
P02416,54.864,5.77
P02418,43.472,5.977
P02419,85.921,9.107
P02420,61.410,3.86
P02421,57.505,2.862
P02423,72.328,6.78
P02424,52.921,3.65
P02426,56.020,5.092
P02429,76.994,2.507
P02431,69.760,7.031
P02432,53.823,2.475
P02437,61.082,5.027
P02438,50.998,2.894
P02440,77.991,8.567
P02441,72.890,8.615
P02443,70.078,7.413
P02444,71.775,6.792
P02446,52.800,2.583
P02448,61.724,8.957
P02449,51.440,0.73
P02454,63.283,6.691
P02460,46.023,3.798
P02468,68.353,7.421
P02477,61.689,6.926
P02484,56.382,6.873
P02486,78.200,6.018
P02489,61.416,5.471
P02490,58.249,8.776
P02492,52.748,3.742
P02495,76.206,7.495
P02496,61.391,2.042
P02499,80.711,3.755
P02500,52.320,3.788
P02502,65.527,6.913
P02504,43.849,1.363
P02506,70.865,9.299
P02517,65.830,4.09
P02522,70.068,0.48
P02529,58.528,9.868
P02531,65.689,4.935
P02533,68.804,7.643
P02537,76.228,8.944
P02538,66.492,3.249
P02546,71.100,0.42
P02548,57.871,0.102
P02551,50.111,2.291
P02554,70.427,9.14
P02557,70.612,2.135
P02562,54.283,8.238
P02568,59.399,5.817
P02570,86.160,9.129
P02573,65.692,4.397
P02576,88.792,9.282
P02584,63.489,1.735
P02586,74.948,8.627
P02599,74.243,6.796
P02601,88.674,9.343
P02607,46.159,8.71
P02609,89.418,9.782
P02610,65.898,0.4
P02611,76.114,4.154
P02616,71.755,2.663
P02620,58.327,3.264
P02621,72.134,0.349
P02622,67.606,8.279
P02631,63.881,4.228
P02635,54.198,7.702
P02637,65.171,7.854
P02638,74.400,5.194
P02641,75.201,7.122
P02642,72.737,7.34
P02645,68.939,1.011
P02646,76.902,9.317
P02647,57.818,3.076
P02652,71.684,3.014
P02654,59.460,3.063
P02659,66.855,0.612
P02661,90.904,1.89
P02666,59.653,3.802
P02667,67.301,7.461
P02669,70.929,1.717
P02673,78.301,7.725
P02675,81.974,7.508
P02677,67.564,3.142
P02678,67.278,0.179
P02684,59.828,3.885
P02685,66.096,5.022
P02686,69.573,2.264
P02733,59.353,9.901
P02734,66.608,9.437
P02735,56.992,6.464
P02736,51.686,5.995
P02738,58.560,8.598
P02740,83.037,2.134
P02745,66.259,1.494
P02746,46.923,6.805
P02751,78.650,9.613
P02754,66.627,1.4
P02755,66.751,0.413
P02760,58.792,7.387
P02761,39.419,4.314
P02762,63.615,3.993
P02764,59.503,8.37
P02767,65.408,4.534
P02768,60.896,6.84
P02769,48.889,5.555
P02776,62.715,3.859
P02778,46.675,5.214
P02785,86.219,9.503
P02787,75.787,8.438
P02796,53.530,3.787
P02799,76.526,1.373
P02804,63.320,8.466
P02809,51.655,0.151
P02814,46.359,5.118
P02815,72.348,8.226
P02817,70.869,3.117
P02818,80.506,9.105
P02824,65.962,4.236
P02825,81.988,3.132
P02829,56.175,0.673
P02832,41.053,5.982
P02853,71.434,8.057
P02854,41.393,2.246
P02855,68.796,2.49
P02856,68.293,9.165
P02859,63.808,3.042
P02865,81.761,5.647
P02867,49.809,9.932
P02868,58.373,7.802
P02874,72.825,7.817
P02877,73.167,4.969
P02880,71.014,2.61
P02882,52.838,0.32
P02886,63.274,6.8
P02887,81.944,8.805
P02888,53.146,4.325
P02889,66.090,0.775
P02898,73.169,8.59
P02899,65.712,0.637
P02904,64.717,0.11
P02905,62.299,0.657
P02910,68.816,9.53
P02913,77.142,6.967
P02915,42.553,3.121
P02917,60.255,6.725
P02921,67.460,3.661
P02937,67.900,9.549
P02938,58.451,0.575
P02940,68.403,3.466
P02946,65.431,7.05
P02947,78.821,7.168
P02948,56.826,5.357
P02949,83.673,4.223
P02952,45.779,1.458
P02953,60.976,4.69
P02954,61.256,8.81
P02961,59.358,7.86
P02963,55.465,7.974
P02964,42.662,9.353
P02968,49.680,1.373
P02972,77.698,4.762
P02974,48.222,2.503
P02976,55.927,5.568
P02978,59.824,2.465
P02979,54.885,3.309
P02981,72.582,1.906
P02983,60.147,5.56
P02984,53.881,0.358
P02988,75.125,9.795
P02991,65.003,8.728
P02993,94.456,3.979
P03002,69.252,6.066
P03003,73.882,8.245
P03005,66.393,7.896
P03006,69.202,4.017
P03013,78.077,4.919
P03014,51.516,7.171
P03015,71.183,6.466
P03021,72.852,8.788
P03022,53.355,1.234
P03024,58.924,3.922
P03025,66.298,5.261
P03027,63.097,6.604
P03029,66.049,0.192
P03032,73.779,6.428
P03033,62.009,4.52
P03036,66.162,7.614
P03042,57.065,4.989
P03051,87.547,4.317
P03054,48.431,7.458
P03059,66.597,3.714
P03060,50.101,1.992
P03061,54.917,8.12
P03071,64.168,7.076
P03074,79.981,7.756
P03075,60.037,8.072
P03077,44.909,1.004
P03080,53.456,5.427
P03084,61.968,0.324
P03087,70.874,0.847
P03091,68.839,7.226
P03093,83.097,9.077
P03095,76.828,2.603
P03098,63.101,3.449
P03101,61.862,8.473
P03105,59.335,2.771
P03106,51.637,2.156
P03109,47.980,2.126
P03113,57.820,7.652
P03115,49.863,0.6
P03116,60.984,0.306
P03128,71.463,7.947
P03130,69.433,7.354
P03131,58.629,4.761
P03133,60.717,8.568
P03134,97.595,6.06
P03135,51.613,1.165
P03136,66.448,5.023
P03174,57.919,6.129
P03177,66.987,3.496
P03180,65.436,2.883
P03185,76.400,6.287
P03188,74.204,9.579
P03190,69.043,2.574
P03194,79.601,6.329
P03197,54.894,6.16
P03201,70.391,3.785
P03202,62.741,3.378
P03203,75.765,5.825
P03204,84.677,7.973
P03207,63.870,5.476
P03209,66.178,0.013
P03221,76.646,7.904
P03225,57.720,9.896
P03227,52.705,6.352
P03228,65.164,6.397
P03232,79.510,6.941
P03234,71.896,7.997
P03241,69.245,6.081
P03242,68.130,9.564
P03243,69.072,8.131
P03251,59.686,5.022
P03252,87.159,3.155
P03259,66.977,1.983
P03260,85.055,4.692
P03262,72.699,9.746
P03264,87.341,8.305
P03265,70.697,1.492
P03269,42.716,8.038
P03273,88.595,2.65
P03277,57.819,0.292
P03278,57.087,3.722
P03279,51.374,2.792
P03281,42.657,0.678
P03286,85.296,3.923
P03288,77.812,2.368
P03292,63.396,4.126
P03295,81.094,8.974
P03296,51.821,2.993
P03297,76.094,3.418
P03299,62.706,7.934
P03301,84.302,2.294
P03302,66.860,4.693
P03306,79.780,2.919
P03307,47.985,6.017
P03309,59.393,0.069
P03310,72.287,8.044
P03311,64.715,0.201
P03312,57.223,0.643
P03316,63.140,7.048
P03317,57.042,7.07
P03318,57.448,9.022
P03320,61.864,6.966
P03321,68.647,5.468
P03323,64.549,9.28
P03326,76.642,2.37
P03327,38.986,2.707
P03335,22.535,6.811
P03339,25.549,3.643
P03343,20.259,5.712
P03350,23.568,1.832
P03357,18.732,5.241
P03359,22.308,9.947
P03367,24.564,8.241
P03371,14.478,2.933
P03373,14.875,8.076
P03374,18.857,8.617
P03379,11.839,9.202
P03380,12.106,5.742
P03383,7.443,1.297
P03385,21.960,9.869
P03392,18.415,3.162
P03397,13.984,2.307
P03403,10.980,0.427
P03411,17.712,0.241
P03412,31.932,6.524
P03413,11.937,4.185
P03416,15.122,1.689
P03418,15.783,3.218
P03421,18.398,1.249
P03422,21.062,4.154
P03430,20.244,0.809
P03431,5.950,0.536
P03432,23.942,9.61
P03435,14.891,2.029
P03436,24.792,8.747
P03442,18.719,3.671
P03445,25.959,2.775
P03446,27.573,8.924
P03459,19.824,6.466
P03460,24.422,3.914
P03461,25.015,7.041
P03462,20.778,1.331
P03463,11.403,6.785
P03465,21.343,3.904
P03469,20.324,1.824
P03472,23.546,2.499
P03478,29.149,8.074
P03480,18.972,2.643
P03485,15.159,5.624
P03487,20.595,3.62
P03489,20.403,6.651
P03491,21.356,5.691
P03492,14.085,6.094
P03498,11.062,0.36
P03500,16.409,5.247
P03501,22.737,5.064
P03502,25.227,8.98
P03504,29.207,7.661
P03507,30.964,9.849
P03508,17.273,8.863
P03514,20.197,8.393
P03516,16.901,4.996
P03517,24.364,7.767
P03522,19.878,3.209
P03523,17.375,4.857
P03527,19.115,1.533
P03533,15.040,0.223
P03538,20.182,9.252
P03541,34.513,7.463
P03542,27.199,4.452
P03543,16.180,5.415
P03552,16.043,5.921
P03553,24.053,7.661
P03555,34.600,7.801
P03561,20.547,5.804
P03564,21.482,9.261
P03572,17.690,3.222
P03573,18.032,9.786
P03574,17.018,5.061
P03614,13.999,1.088
P03615,26.755,6.333
P03622,18.494,3.215
P03623,22.519,5.224
P03625,33.502,9.062
P03629,25.264,2.376
P03632,23.627,4.511
P03634,19.833,8.553
P03638,17.689,0.603
P03642,14.140,3.189
P03647,18.020,3.497
P03649,14.984,5.112
P03652,15.207,3.215
P03653,13.496,0.846
P03663,12.228,0.384
P03666,17.211,4.34
P03669,9.448,3.072
P03670,13.553,1.169
P03674,9.982,0.703
P03682,23.745,4.798
P03684,19.645,3.769
P03687,17.885,4.308
P03690,26.072,2.489
P03695,28.344,8.335
P03697,19.645,0.323
P03702,12.025,3.798
P03703,12.418,1.858
P03706,17.177,8.156
P03711,23.098,5.698
P03713,21.910,8.581
P03715,27.710,9.041
P03724,23.900,4.265
P03725,23.286,9.947
P03730,31.656,8.152
P03733,27.724,9.327
P03737,13.148,0.345
P03738,19.123,1.458
P03739,19.468,0.44
P03740,21.896,4.78
P03742,28.072,8.351
P03743,25.149,7.799
P03749,18.860,1.775
P03752,25.679,7.2
P03761,24.670,6.079
P03767,20.657,0.236
P03770,23.108,7.793
P03771,27.639,5.881
P03772,18.510,1.412
P03774,23.759,5.884
P03776,15.394,3.03
P03777,28.270,9.6
P03781,6.468,0.329
P03782,22.964,8.203
P03785,24.712,7.03
P03788,22.041,6.264
P03789,30.590,8.181
P03790,17.775,0.32
P03793,30.475,3.35
P03797,10.684,3.207
P03804,26.896,7.408
P03810,21.072,2.672
P03811,27.136,8.611
P03818,15.092,0.767
P03821,13.888,8.215
P03823,14.571,2.256
P03828,28.294,9.782
P03833,19.644,6.321
P03843,31.865,6.556
P03848,18.813,4.382
P03850,20.075,2.537
P03863,24.692,5.115
P03864,20.380,4.925
P03870,18.445,5.529
P03876,26.171,5.213
P03881,22.452,7.242
P03887,12.820,7.952
P03889,23.577,5.064
P03891,24.385,1.791
P03899,19.171,0.078
P03911,16.283,5.748
P03921,16.391,3.459
P03933,32.147,5.984
P03939,19.240,4.227
P03940,19.169,1.536
P03946,19.512,8.449
P03948,21.638,5.427
P03951,12.321,0.184
P03955,23.450,6.038
P03959,17.294,9.302
P03971,15.625,1.641
P03972,27.309,8.749
P03980,17.089,5.262
P03981,11.642,1.525
P03982,26.787,1.556
P03985,10.968,1.513
P03986,18.160,2.869
P03987,25.093,9.113
P03997,18.415,5.658
P04005,24.419,3.976
P04014,27.337,6.806
P04017,22.157,3.715
P04018,11.968,5.714
P04019,29.215,7.716
P04020,10.857,2.24
P04021,23.847,6.936
P04027,19.747,4.059
