partsid,totalcfp,cfp
P00529,69.622,2.606
P00530,55.772,7.614
P00531,73.613,4.837
P00532,53.416,2.176
P00533,65.916,2.32
P00535,81.954,6.557
P00536,57.524,0.107
P00537,43.467,3.796
P00547,61.446,2.426
P00550,69.154,9.057
P00554,60.412,8.204
P00559,49.099,7.692
P00565,54.326,1.592
P00567,50.732,9.438
P00575,61.760,4.982
P00576,71.401,8.63
P00580,87.805,3.183
P00581,60.117,4.285
P00590,56.534,1.003
P00591,74.233,5.604
P00593,71.828,3.79
P00598,71.546,0.719
P00600,63.080,5.158
P00601,70.491,8.799
P00607,70.089,1.495
P00610,71.512,8.679
P00611,68.321,7.305
P00613,55.236,2.71
P00614,81.166,4.204
P00615,61.630,2.766
P00616,78.465,0.598
P00622,51.755,5.313
P00625,71.879,8.513
P00633,67.554,1.399
P00637,63.857,3.777
P00638,53.644,8.978
P00639,59.186,6.542
P00640,46.214,0.081
P00641,64.922,9.874
P00646,52.816,3.133
P00649,51.559,5.601
P00658,52.868,2.377
P00660,65.580,1.579
P00668,73.680,9.691
P00677,83.558,8.483
P00678,70.167,6.69
P00680,62.777,1.385
P00681,63.365,8.373
P00684,53.673,5.172
P00690,44.704,5.759
P00695,64.079,5.561
P00697,58.566,6.118
P00699,79.051,8.673
P00700,62.803,7.811
P00702,69.019,4.079
P00705,60.937,7.309
P00709,60.348,6.732
P00710,63.504,9.994
P00714,63.159,8.442
P00715,51.852,4.908
P00748,48.893,3.253
P00752,46.082,3.659
P00755,57.154,3.678
P00756,80.517,8.03
P00763,68.223,0.067
P00764,46.666,6.559
P00765,55.931,6.134
P00766,77.045,7.217
P00771,52.950,2.345
P00773,75.096,5.53
P00774,71.187,9.304
P00787,70.720,3.388
P00788,76.326,5.171
P00789,66.522,5.214
P00793,63.225,7.117
P00795,59.176,7.598
P00803,59.437,6.063
P00806,52.536,4.356
P00807,64.147,5.477
P00811,40.504,2.325
P00814,58.878,3.764
P00823,46.466,6.226
P00824,66.861,8.457
P00829,73.045,4.327
P00830,72.725,0.267
P00831,66.190,5.294
P00838,55.513,1.237
P00840,48.115,0.484
P00848,69.817,8.405
P00851,69.673,7.392
P00852,70.241,6.245
P00854,57.280,2.881
P00855,55.139,0.041
P00861,70.142,2.73
P00862,84.742,3.903
P00865,68.984,7.742
P00869,70.532,1.991
P00870,66.259,3.807
P00871,77.540,8.678
P00876,79.684,7.557
P00880,60.923,1.622
P00882,50.874,4.534
P00892,48.053,0.101
P00893,68.563,8.18
P00897,59.323,0.083
P00902,83.966,5.58
P00907,68.226,2.675
P00915,66.209,7.281
P00916,74.910,0.61
P00918,46.839,5.296
P00919,58.829,6.135
P00920,48.465,2.563
P00921,66.602,9.172
P00922,72.144,4.099
P00924,82.178,1.682
P00928,56.610,2.861
P00939,74.851,6.438
P00943,76.197,2.823
P00944,51.053,4.213
P00950,62.758,7.424
P00951,70.373,7.013
P00953,79.709,3.302
P00960,60.268,2.69
P00966,80.959,9.986
P00969,71.660,2.387
P00973,61.007,8.468
P00974,67.320,6.876
P00977,73.092,9.078
P00983,80.017,9.975
P00990,51.666,3.576
P00992,70.983,8.5
P00994,70.338,5.353
P00995,53.724,9.921
P00996,67.069,9.177
P00999,65.294,3.09
P01003,70.448,8.981
P01007,83.866,9.472
P01009,87.792,5.223
P01012,74.301,4.04
P01013,53.411,9.836
P01014,59.452,3.916
P01019,64.343,0.86
P01020,52.613,2.391
P01022,45.094,1.916
P01030,80.909,4.45
P01034,71.693,7.722
P01040,64.935,3.875
P01046,61.801,5.395
P01049,47.666,1.097
P01056,59.550,9.525
P01059,75.560,3.806
P01060,70.110,2.794
P01065,74.101,2.787
P01066,62.110,1.778
P01069,60.349,1.994
P01071,55.349,6.73
P01072,59.321,1.658
P01073,65.305,5.158
P01074,72.177,9.768
P01077,100.824,7.06
P01083,65.798,5.915
P01085,75.309,4.769
P01088,79.422,3.779
P01095,67.852,8.559
P01099,56.798,8.187
P01103,68.103,8.632
P01111,59.552,6.015
P01112,19.038,5.604
P01115,17.416,6.381
P01116,28.795,8.835
P01120,24.126,9.055
P01121,16.295,7.733
P01133,18.509,9.931
P01137,12.071,0.821
P01146,12.149,0.618
P01151,13.943,2.425
P01152,13.105,4.874
P01153,17.238,1.471
P01159,22.926,9.381
P01161,14.102,0.818
P01167,27.624,6.121
P01169,13.076,7.935
P01170,18.965,2.973
P01173,22.286,6.306
P01178,28.229,4.05
P01180,22.502,5.75
P01182,17.509,2.813
P01185,20.122,3.156
P01187,20.193,7.366
P01188,20.914,4.718
P01189,16.072,4.821
P01191,10.156,3.561
P01236,15.876,3.335
P01237,22.046,0.09
P01241,21.309,0.085
P01244,29.104,8.881
P01245,16.298,0.435
P01248,28.645,9.023
P01249,22.479,9.918
P01250,10.675,0.84
P01251,18.839,8.295
P01254,22.814,8.353
P01257,14.597,0.171
P01258,17.845,9.765
P01266,28.474,9.908
P01269,24.555,4.427
P01275,28.132,1.284
P01283,13.924,4.192
P01284,29.019,9.097
P01286,5.675,1.863
P01287,13.532,0.454
P01290,15.039,1.388
P01291,18.465,0.045
P01298,20.318,8.209
P01305,7.529,0.395
P01311,14.951,3.559
P01314,25.447,8.566
P01315,28.305,4.355
P01317,15.602,0.58
P01323,12.697,0.516
P01325,22.737,8.812
P01329,25.298,5.844
P01330,15.396,3.89
P01332,18.792,3.477
P01333,17.633,0.602
P01338,22.081,2.977
P01339,20.922,9.088
P01341,15.065,1.177
P01345,25.306,6.914
P01346,22.965,0.07
P01348,25.187,9.47
P01349,13.026,2.535
P01350,19.120,6.256
P01352,12.537,1.337
P01355,26.260,9.923
P01356,23.475,0.062
P01364,26.107,9.853
P01367,10.302,3.858
P01368,26.604,8.579
P01370,22.976,8.152
P01372,9.606,0.014
P01374,22.727,6.802
P01382,10.365,1.512
P01383,17.223,1.412
P01384,15.817,0.019
P01386,15.481,3.004
P01387,13.923,7.816
P01388,11.534,3.594
P01390,26.019,6.753
P01393,16.288,2.352
P01396,12.616,2.518
P01398,16.905,2.5
P01399,27.600,5.31
P01400,23.446,9.803
P01407,14.976,6.489
P01409,30.146,5.474
P01413,11.752,2.985
P01414,10.110,0.445
P01415,11.904,1.372
P01416,18.812,1.644
P01418,23.889,7.24
P01419,13.354,5.395
P01427,7.474,2.149
P01428,21.007,0.148
P01433,23.734,3.845
P01436,18.762,4.405
P01437,15.230,3.712
P01441,13.616,5.838
P01445,13.303,3.996
P01452,12.587,1.781
P01453,10.341,2.468
P01460,25.856,6.951
P01462,21.512,9.688
P01463,19.200,8.54
P01472,28.523,8.225
P01475,28.643,5.422
P01476,22.176,4.315
P01482,23.541,4.818
P01485,17.214,6.603
P01491,24.720,9.687
P01497,15.110,1.045
P01500,9.827,0.269
P01504,17.343,2.028
P01505,12.445,7.959
P01508,25.336,7.713
P01509,21.951,7.672
P01510,19.795,6.352
P01512,22.135,3.581
P01515,20.339,4.342
P01519,23.900,7.838
P01524,13.545,4.5
P01525,10.562,2.516
P01527,27.629,4.271
P01528,20.287,5.904
P01531,28.517,6.807
P01532,23.252,5.577
P01539,26.228,7.544
P01540,18.374,5.464
P01547,26.509,3.428
P01548,23.586,9.414
P01549,15.821,1.486
P01550,22.593,5.527
P01551,15.168,4.782
P01552,18.601,8.239
P01553,32.642,7.77
P01554,20.170,1.927
P01561,18.587,9.677
P01562,12.574,0.051
P01573,18.587,9.784
P01576,29.221,8.396
P01577,15.124,5.655
P01580,13.858,1.908
P01582,19.884,5.606
P01583,21.557,4.572
P01584,22.723,6.748
P01586,21.302,2.293
P01589,13.374,2.342
P01590,21.990,5.726
P01594,23.763,3.794
P01595,15.777,4.513
P01598,20.250,2.63
P01600,19.994,0.143
P01601,19.741,2.361
P01648,18.574,8.908
P01649,21.643,7.376
P01650,18.401,7.509
P01651,20.053,8.79
P01664,14.328,3.39
P01665,21.245,8.099
P01670,22.184,5.17
P01671,18.050,1.154
P01672,23.042,9.482
P01675,15.733,2.759
P01676,6.818,2.001
P01682,18.253,1.561
P01683,14.986,7.214
P01691,20.460,5.681
P01693,21.473,4.409
P01694,15.234,2.433
P01708,20.271,0.244
P01710,9.870,1.126
P01711,26.042,6.513
P01713,18.775,0.089
P01718,19.559,1.303
P01720,19.899,0.356
P01728,9.138,2.701
P01730,20.492,8.179
P01732,23.103,7.658
P01734,18.988,9.641
P01736,29.210,7.028
P01737,19.061,4.879
P01738,21.893,2.272
P01740,21.432,0.177
P01741,27.322,4.632
P01743,17.735,4.902
P01748,15.716,3.13
P01751,25.488,4.791
P01752,14.541,3.763
P01755,30.610,9.192
P01763,19.176,0.926
P01766,22.294,1.923
P01782,11.807,1.823
P01783,27.239,5.152
P01784,18.879,0.23
P01791,19.189,0.706
P01792,23.749,9.694
P01793,23.052,8.835
P01794,20.270,4.747
P01797,22.600,1.898
P01798,14.655,1.612
P01802,20.709,2.519
P01804,22.998,2.876
P01805,18.389,1.248
P01814,10.502,7.059
P01815,13.954,2.551
P01816,18.541,5.864
P01820,22.342,6.397
P01830,33.342,7.4
P01833,23.400,5.74
P01835,9.501,2.15
P01837,18.984,3.203
P01842,22.063,6.682
P01845,18.557,0.121
P01851,23.427,7.596
P01852,23.864,5.972
P01854,21.830,3.95
P01858,22.219,9.153
P01864,17.280,0.988
P01866,11.847,4.014
P01868,21.163,6.008
P01872,8.574,4.208
P01877,14.392,0.768
P01878,26.566,9.486
P01879,21.531,8.12
P01884,18.183,9.318
P01886,20.415,8.559
P01888,27.138,8.44
P01896,24.067,7.364
P01897,19.678,5.383
P01900,21.892,5.936
P01903,15.486,0.851
P01905,17.643,0.171
P01910,21.825,7.286
P01911,20.992,3.54
P01914,13.994,0.978
P01916,18.587,3.749
P01918,15.735,3.568
P01924,24.757,8.136
P01928,25.257,9.757
P01930,32.713,9.225
P01933,17.314,1.954
P01934,13.124,0.824
P01935,17.310,2.351
P01941,14.402,1.324
P01942,21.977,1.748
P01945,14.848,9.124
P01949,15.373,1.012
P01960,27.363,5.728
P01961,16.766,3.263
P01962,15.009,7.381
P01963,17.651,7.303
P01966,22.201,4.848
P01967,15.664,7.713
P01969,27.277,3.725
P01970,27.851,6.523
P01971,22.941,7.289
P01973,21.028,4.12
P01975,15.329,4.353
P01979,29.677,8.958
P01981,21.260,9.503
P01982,23.023,3.069
P01983,22.430,6.502
P01985,20.852,1.923
P01991,15.887,5.244
P01993,12.326,1.139
P01995,22.669,3.552
P01996,23.896,5.57
P01999,4.371,1.0
P02002,18.051,2.591
P02013,12.471,1.138
P02014,21.735,6.626
P02019,18.524,8.049
P02023,23.340,5.77
P02024,18.887,0.427
P02033,26.857,8.953
P02043,20.571,9.094
P02044,14.531,4.521
P02049,18.491,9.131
P02053,16.507,4.821
P02060,24.256,6.544
P02065,24.462,6.482
P02066,24.304,2.804
P02071,8.749,1.332
P02073,29.349,6.624
P02111,20.323,1.604
P02113,25.588,4.171
P02116,22.418,3.772
P02118,24.257,0.496
P02119,23.020,5.075
P02120,14.842,1.434
P02121,34.362,8.884
P02123,16.161,5.915
P02125,9.810,8.287
P02132,18.442,0.83
P02133,18.503,0.028
P02136,15.291,0.313
P02145,23.501,6.832
P02148,21.149,1.97
P02152,17.617,6.945
P02153,16.284,7.257
P02156,21.598,9.043
P02157,21.836,9.8
P02158,23.370,1.565
P02165,15.362,7.293
P02167,21.499,5.574
P02169,29.563,7.533
P02174,29.787,5.262
P02176,21.722,7.783
P02180,9.532,4.018
P02193,19.843,2.504
P02199,9.556,4.929
P02201,27.064,8.394
P02202,16.111,1.032
P02203,18.677,8.142
P02206,27.228,4.98
P02209,8.539,0.301
P02211,19.432,7.353
P02215,6.607,0.203
P02225,30.465,7.91
P02229,14.549,2.077
P02231,15.247,1.859
P02234,33.654,7.228
P02238,18.751,0.154
P02239,20.516,3.195
P02246,20.635,8.847
P02252,28.743,8.836
P02253,16.848,0.073
P02258,29.923,9.312
P02259,14.364,2.047
P02263,28.174,4.004
P02266,10.238,1.39
P02274,22.492,4.915
P02275,29.727,8.901
P02278,26.714,9.975
P02279,30.615,8.469
P02280,10.234,1.722
P02292,12.044,3.693
P02296,17.155,2.8
P02299,19.658,7.969
P02307,17.394,6.884
P02308,10.051,0.881
P02309,19.042,3.796
P02315,16.135,3.234
P02316,19.900,3.08
P02318,23.811,8.123
P02319,25.899,5.432
P02321,14.483,1.908
P02324,24.731,8.662
P02327,15.295,7.775
P02329,26.696,9.941
P02330,21.964,3.702
P02337,16.975,0.46
P02339,13.280,4.217
P02340,22.437,6.234
P02342,20.117,3.273
P02344,17.023,3.385
P02347,10.457,1.027
P02351,9.597,1.523
P02353,26.560,5.979
P02356,28.465,4.849
P02357,16.076,9.808
P02361,16.755,0.071
P02362,20.381,8.28
P02363,29.573,8.306
P02364,23.989,9.416
P02367,13.491,3.798
P02371,20.241,1.133
P02375,20.263,2.374
P02376,26.925,8.176
P02377,19.659,0.316
P02378,22.402,8.175
P02380,19.649,5.662
P02387,19.269,6.057
P02388,15.089,6.646
P02393,25.838,8.236
P02409,13.474,3.14
P02411,15.529,4.905
P02412,18.884,7.048
P02414,12.010,2.08
P02417,9.851,1.758
P02420,21.969,6.199
P02424,31.655,8.509
P02427,20.384,0.526
P02432,16.896,9.265
P02434,10.931,5.077
P02437,28.008,6.973
P02447,14.107,2.268
P02448,22.141,0.098
P02450,24.937,6.315
P02451,19.125,5.236
P02454,17.481,8.066
P02455,11.196,0.441
P02460,26.217,5.967
P02478,25.534,7.374
P02479,14.810,4.712
P02480,15.654,2.95
P02481,18.299,8.617
P02482,26.183,6.968
P02494,36.343,8.09
P02496,24.625,7.737
P02501,17.947,1.107
P02502,15.209,7.836
P02505,20.398,4.124
P02506,14.896,1.097
P02507,25.781,7.811
P02510,23.917,5.249
P02513,27.357,6.777
P02516,12.890,1.437
P02517,16.969,4.082
P02518,5.797,3.707
P02519,18.628,8.661
P02520,12.668,3.645
P02523,26.060,0.694
P02524,16.170,1.791
P02527,28.422,9.716
P02529,21.044,1.361
P02572,19.551,9.447
P02573,16.086,0.472
P02584,26.471,7.161
P02585,22.363,3.689
P02586,26.433,6.228
P02587,32.043,9.021
P02588,22.409,2.755
P02592,17.283,8.539
P02595,26.516,0.926
P02600,22.719,5.083
P02601,9.655,1.949
P02605,34.262,7.739
P02607,19.891,0.724
P02608,17.850,6.727
P02610,16.289,3.973
P02613,12.603,0.086
P02617,14.674,8.713
P02619,29.821,8.137
P02621,20.215,5.155
P02630,14.130,4.679
P02632,15.576,0.507
P02634,19.925,9.962
P02635,26.009,6.075
P02637,26.381,6.383
P02643,16.460,1.052
P02645,26.130,7.717
P02646,6.917,2.285
P02654,21.488,6.723
P02655,19.519,0.266
P02661,19.343,8.205
P02663,15.463,2.287
P02666,25.669,9.225
P02674,24.011,5.801
P02676,17.630,8.325
P02680,20.524,8.174
P02682,15.532,0.256
P02684,13.799,8.127
P02687,8.577,2.9
P02691,13.587,7.267
P02696,21.118,0.239
P02697,23.083,6.578
P02699,25.555,4.364
P02703,18.489,4.104
P02704,7.038,0.522
P02705,25.894,8.78
P02709,25.266,9.554
P02711,26.595,9.716
P02712,24.320,8.529
P02715,12.125,3.031
P02717,15.623,3.015
P02718,6.725,0.192
P02729,15.181,2.042
P02731,10.537,2.864
P02738,26.409,2.284
P02740,19.725,8.906
P02743,11.990,5.921
P02744,19.019,7.914
P02745,15.056,4.509
P02747,25.664,8.832
P02751,19.776,3.044
P02754,13.490,2.548
P02758,8.000,0.783
P02769,24.179,6.1
P02773,20.601,3.436
P02774,25.171,9.913
P02778,17.727,0.719
P02780,24.719,6.769
P02781,24.068,8.934
P02785,16.820,3.731
P02787,11.889,6.101
P02791,17.078,1.21
P02796,20.140,1.179
P02799,14.361,0.443
P02802,22.817,5.231
P02803,21.763,1.662
P02806,15.990,9.58
P02808,11.721,5.781
P02812,22.663,4.063
P02813,24.231,6.758
P02816,21.459,3.21
P02821,22.211,5.987
P02822,18.623,5.949
P02823,17.161,0.905
P02827,13.905,2.478
P02834,17.892,2.066
P02836,22.178,7.076
P02837,15.109,1.659
P02843,30.098,7.837
P02849,25.462,4.925
P02855,20.843,3.659
P02858,26.765,8.682
P02859,24.345,6.877
P02860,25.297,6.41
P02862,18.526,0.074
P02866,16.535,7.532
P02870,24.074,9.351
P02872,17.892,4.736
P02875,16.464,4.133
P02879,16.535,8.083
P02880,22.693,6.748
P02884,18.379,5.051
P02887,15.039,6.504
P02892,12.394,1.671
P02893,25.026,8.811
P02894,27.764,3.818
P02898,27.730,7.755
P02904,29.390,9.462
P02905,32.692,7.442
P02908,23.084,9.722
P02916,25.961,1.614
P02918,11.738,1.675
P02924,17.396,4.111
P02928,24.976,5.445
P02929,19.405,4.589
P02933,19.572,4.325
P02938,12.560,0.211
P02943,26.984,9.052
P02945,25.124,6.478
P02946,28.889,4.433
P02949,24.086,6.564
P02951,21.039,1.197
P02964,20.286,4.154
P02970,18.016,1.834
P02972,10.293,2.642
P02974,18.743,0.996
P02975,23.127,5.62
P02977,14.096,1.422
P02979,27.637,9.131
P02981,34.722,9.48
P02982,17.450,2.964
P02984,20.328,7.794
P03334,6.34,6.34
P03335,4.593,4.593
P03344,8.658,8.658
P03347,5.362,5.362
P03350,0.919,0.919
P03352,1.976,1.976
P03358,9.084,9.084
P03366,1.78,1.78
P03367,5.283,5.283
P03368,4.015,4.015
P03369,2.304,2.304
P03374,0.032,0.032
P03389,4.092,4.092
P03391,6.4,6.4
P03393,1.855,1.855
P03398,7.074,7.074
P03401,1.638,1.638
P03406,2.708,2.708
P03407,3.771,3.771
P03409,2.273,2.273
P03410,7.559,7.559
P03416,5.488,5.488
P03426,2.085,2.085
P03427,6.036,6.036
P03433,4.75,4.75
P03434,7.502,7.502
P03436,7.148,7.148
P03437,6.853,6.853
P03439,2.465,2.465
P03442,5.893,5.893
P03444,5.442,5.442
P03448,0.681,0.681
P03450,5.605,5.605
P03456,0.458,0.458
P03458,9.355,9.355
P03460,2.682,2.682
P03464,5.698,5.698
P03465,7.354,7.354
P03467,3.03,3.03
P03477,9.79,9.79
P03479,4.323,4.323
P03487,6.74,6.74
P03489,8.654,8.654
P03490,2.197,2.197
P03491,8.699,8.699
P03492,7.29,7.29
P03493,5.783,5.783
P03494,1.079,1.079
P03496,9.297,9.297
P03497,0.684,0.684
P03499,6.786,6.786
P03508,0.631,0.631
P03513,6.016,6.016
P03524,0.879,0.879
P03525,2.216,2.216
P03527,9.114,9.114
P03528,5.693,5.693
P03529,0.025,0.025
P03530,7.132,7.132
P03531,8.993,8.993
P03533,8.305,8.305
P03034,17.812,4.736
P03035,20.087,9.464
P03041,18.677,2.858
P03044,13.634,2.035
P03049,23.669,9.693
P03050,18.755,4.585
P03064,27.922,9.883
P03070,20.021,2.9
P03071,19.332,9.005
P03074,20.423,0.425
P03079,31.495,7.991
P03080,15.775,7.836
P03082,19.299,2.836
P03085,17.820,2.681
P03086,13.766,2.834
P03088,9.117,1.124
P03090,20.722,8.824
P03093,13.199,0.624
P03098,6.323,4.791
P03100,17.800,3.817
P03106,16.690,4.944
P03110,19.922,6.987
P03117,28.439,3.176
P03122,26.242,6.389
P03123,12.367,2.15
P03124,18.496,2.231
P03127,17.344,1.846
P03130,18.903,9.116
P03131,16.722,4.842
P03132,17.956,6.032
P03135,22.964,2.211
P03138,12.785,9.039
P03140,10.970,4.472
P03141,24.889,4.414
P03147,15.048,1.487
P03148,11.050,4.698
P03151,27.473,6.51
P03154,23.820,6.832
P03155,18.083,1.821
P03156,15.111,2.296
P03158,21.916,9.904
P03159,28.760,7.3
P03160,26.103,8.614
P03164,11.384,0.108
P03175,20.917,3.099
P03177,19.009,4.262
P03179,20.437,5.104
P03181,24.710,8.67
