partsid,totalcfp,cfp
P00662,171.511,0.065
P00672,209.327,3.852
P00683,223.492,8.021
P00686,190.254,0.719
P00689,153.973,1.234
P00692,164.443,4.251
P00693,164.138,0.305
P00706,232.001,8.743
P00707,186.839,3.544
P00711,199.224,9.068
P00715,218.098,4.549
P00716,248.674,2.707
P00723,198.894,3.482
P00724,203.897,4.717
P00725,209.407,7.817
P00732,214.451,1.031
P00733,154.312,4.867
P00736,199.964,7.856
P00738,178.982,1.478
P00741,167.901,0.073
P00742,181.621,2.815
P00745,147.970,7.464
P00746,196.318,9.423
P00748,183.796,5.506
P00749,189.020,4.694
P00755,189.288,2.288
P00758,212.856,1.569
P00759,186.623,8.383
P00762,186.843,8.988
P00765,201.527,8.552
P00768,181.283,2.112
P00769,206.825,6.376
P00772,199.578,5.476
P00776,200.979,4.983
P00777,212.133,7.223
P00781,187.529,8.383
P00784,183.275,7.62
P00787,227.123,5.331
P00791,182.956,4.201
P00793,174.023,6.391
P00795,203.586,0.695
P00796,199.041,1.581
P00803,200.542,2.197
P00804,204.958,6.287
P00806,195.782,1.826
P00809,183.221,1.159
P00817,196.293,1.917
P00820,185.480,7.711
P00824,200.512,2.836
P00829,202.711,5.981
P00830,183.448,2.891
P00831,187.871,5.694
P00835,170.648,6.498
P00840,278.434,7.07
P00841,201.498,6.892
P00843,212.272,4.009
P00849,179.142,2.438
P00861,184.878,1.749
P00869,190.772,3.739
P00870,237.959,6.529
P00871,178.618,0.523
P00877,188.222,3.201
P00881,195.241,4.593
P00888,224.573,8.324
P00892,229.259,0.612
P00902,194.527,7.938
P00906,212.165,0.87
P00908,211.418,0.952
P00911,175.305,6.725
P00959,220.524,7.939
P00961,182.657,7.065
P00966,235.903,4.431
P00969,195.992,4.909
P00971,205.916,3.77
P00973,189.295,3.931
P00974,215.598,1.004
P00975,201.913,9.085
P00979,187.251,0.464
P00981,219.213,7.012
P00983,231.448,8.963
P00984,178.797,8.469
P00994,193.175,6.976
P00995,182.839,6.176
P00996,175.477,5.476
P00998,223.856,5.825
P00999,193.543,7.647
P01000,180.811,5.478
P01006,192.168,2.752
P01007,213.653,6.123
P01014,181.330,2.905
P01015,203.556,9.04
P01018,158.166,3.839
P01023,202.593,6.926
P01027,207.529,3.834
P01029,183.615,9.269
P01033,214.566,3.625
P01035,192.178,0.681
P01038,159.022,1.963
P01042,206.037,4.624
P01049,226.624,6.93
P01051,206.603,4.468
P01052,180.123,7.121
P01056,194.743,2.85
P01058,176.196,6.619
P01061,216.461,8.235
P01062,242.034,8.838
P01065,221.439,7.956
P01066,163.867,4.108
P01069,196.727,1.214
P01078,219.597,7.462
P01083,179.666,0.337
P01089,170.150,5.228
P01090,181.762,6.293
P01091,219.685,6.402
P01093,165.662,0.714
P01094,167.019,0.067
P01098,216.216,3.579
P01110,255.792,9.838
P01112,69.462,6.934
P01116,45.568,7.493
P01126,52.134,2.567
P01135,60.221,8.836
P01136,76.646,9.604
P01138,46.686,5.901
P01145,53.320,5.289
P01148,74.193,3.167
P01154,57.877,0.681
P01160,59.361,3.735
P01161,58.923,2.879
P01162,59.480,7.227
P01165,63.055,6.832
P01168,75.752,4.914
P01171,66.010,3.966
P01176,50.451,4.854
P01177,69.828,9.154
P01179,60.255,2.508
P01182,80.424,3.38
P01183,73.270,3.485
P01187,68.811,3.103
P01192,68.217,3.802
P01193,81.572,2.245
P01197,65.059,2.544
P01200,63.434,7.549
P01203,62.039,9.781
P01204,52.667,1.754
P01205,57.347,0.906
P01210,75.791,3.401
P01213,64.313,3.698
P01224,70.302,6.391
P01229,54.231,2.041
P01230,59.458,3.289
P01233,85.304,8.944
P01234,50.302,6.754
P01235,75.117,0.34
P01238,65.333,3.085
P01242,74.943,0.571
P01243,65.002,0.518
P01246,59.416,7.677
P01251,69.861,0.552
P01253,74.227,4.672
P01258,59.311,4.755
P01261,58.244,5.599
P01265,70.458,0.163
P01268,59.675,0.965
P01269,63.903,6.133
P01271,74.643,9.172
P01279,61.616,5.506
P01283,75.207,7.243
P01292,70.028,8.702
P01295,56.938,3.464
P01301,55.007,0.067
P01304,65.496,4.94
P01306,63.561,3.175
P01307,62.562,6.531
P01309,68.265,0.087
P01322,68.478,2.632
P01323,49.526,0.023
P01324,73.316,5.594
P01326,66.474,9.227
P01331,58.000,3.211
P01332,72.716,8.609
P01333,73.651,0.102
P01339,65.183,9.495
P01344,53.965,1.315
P01345,63.709,7.235
P01346,64.100,7.754
P01352,67.588,1.632
P01354,39.788,1.503
P01355,66.237,6.083
P01365,90.581,6.566
P01367,68.378,1.307
P01369,58.243,6.178
P01371,65.115,6.472
P01372,48.625,6.074
P01376,84.400,9.685
P01377,62.741,9.802
P01381,70.167,7.367
P01389,70.829,0.885
P01396,75.643,5.933
P01399,59.070,7.488
P01447,53.148,3.498
P01455,77.875,3.977
P01459,68.553,8.65
P01460,57.195,1.245
P01470,55.357,6.378
P01473,75.203,5.902
P01474,55.016,9.589
P01476,60.136,0.101
P01480,54.370,4.004
P01483,82.036,4.09
P01486,71.961,6.427
P01488,54.773,0.43
P01490,56.429,2.245
P01494,63.859,0.636
P01496,80.727,7.05
P01497,84.230,5.123
P01498,54.525,2.516
P01502,79.132,3.266
P01506,64.878,7.915
P01515,57.949,3.741
P01516,52.201,4.366
P01519,53.449,8.295
P01521,48.654,1.025
P01528,68.640,6.262
P01532,87.338,1.728
P01535,66.721,7.77
P01537,60.512,5.828
P01540,63.155,6.99
P01547,65.781,0.493
P01556,82.051,4.622
P01564,54.800,3.663
P01565,79.432,6.138
P01569,61.564,9.613
P01574,52.247,2.379
P01577,43.758,3.658
P01579,70.825,7.313
P01580,66.978,3.48
P01583,69.409,9.989
P01585,65.759,7.476
P01588,68.314,3.482
P01590,70.950,7.192
P01596,56.560,1.945
P01601,70.447,4.563
P01606,76.315,0.027
P01608,61.471,7.341
P01612,68.725,4.083
P01613,38.078,3.303
P01615,51.628,1.109
P01622,56.067,0.895
P01625,43.480,0.366
P01630,63.847,9.224
P01633,53.894,1.852
P01634,60.314,7.02
P01640,67.009,0.438
P01644,53.445,4.991
P01649,83.202,8.811
P01650,68.220,6.031
P01658,72.780,6.482
P01663,56.383,7.806
P01664,52.890,4.996
P01667,69.593,2.232
P01677,53.681,6.318
P01679,67.609,9.875
P01680,61.877,0.109
P01681,55.101,5.042
P01685,74.135,7.417
P01690,59.734,7.434
P01697,61.676,1.681
P01698,75.607,5.754
P01699,62.614,9.582
P01703,66.927,3.417
P01704,71.839,2.467
P01705,63.686,4.049
P01712,54.164,3.335
P01714,82.597,7.076
P01716,60.836,8.765
P01725,63.304,2.186
P01726,62.883,2.62
P01727,50.319,2.39
P01734,79.462,6.878
P01739,64.804,5.755
P01742,74.585,4.978
P01743,48.971,4.013
P01750,54.731,2.645
P01751,91.071,9.747
P01757,75.000,5.351
P01761,68.277,2.624
P01765,64.169,7.978
P01767,60.111,1.068
P01769,79.088,3.936
P01770,58.725,2.693
P01774,72.118,5.806
P01781,65.076,0.538
P01783,60.923,3.674
P01786,63.279,3.603
P01792,73.034,4.492
P01793,78.476,3.538
P01797,65.953,4.644
P01804,65.867,3.117
P01808,78.938,8.668
P01810,76.932,2.392
P01814,68.413,1.466
P01817,60.643,1.204
P01819,57.081,3.624
P01821,76.788,8.517
P01822,49.359,2.473
P01826,54.418,7.378
P01837,64.045,7.93
P01838,71.883,7.581
P01841,78.575,5.843
P01843,65.656,8.687
P01848,57.602,8.365
P01854,80.309,5.712
P01857,55.849,6.62
P01858,73.747,0.576
P01865,57.357,0.826
P01866,73.933,6.323
P01869,73.264,4.514
P01872,51.398,2.361
P01880,58.374,8.621
P01882,60.409,8.83
P01896,65.445,3.983
P01901,63.516,9.372
P01902,67.511,5.863
P01903,83.532,9.393
P01910,65.752,0.552
P01911,71.097,8.614
P01917,67.840,4.79
P01918,91.053,8.046
P01924,57.787,8.735
P01928,66.753,7.024
P01933,71.076,5.69
P01972,72.882,4.766
P01976,74.219,9.035
P01979,61.793,3.938
P01980,62.429,8.092
P01985,56.998,4.263
P01986,67.256,6.591
P01991,53.573,0.114
P01993,63.108,6.192
P01994,75.124,5.499
P01996,75.195,1.548
P01997,67.830,1.982
P01999,55.018,1.239
P02002,58.297,1.064
P02003,52.213,4.555
P02009,64.147,0.344
P02016,73.730,3.827
P02018,50.231,3.414
P02019,73.743,3.905
P02028,69.888,0.668
P02037,54.857,0.31
P02043,60.235,0.819
P02046,84.600,5.024
P02047,64.373,2.444
P02048,79.529,2.463
P02049,73.076,7.821
P02050,62.866,5.21
P02051,78.489,4.534
P02059,56.704,0.422
P02062,65.216,7.181
P02065,72.835,5.631
P02066,71.483,2.042
P02075,64.381,0.764
P02077,42.864,3.741
P02081,74.358,9.7
P02082,67.609,0.639
P02083,83.709,9.687
P02093,68.365,5.973
P02096,63.059,0.189
P02097,64.471,3.365
P02099,56.637,7.961
P02102,77.458,9.376
P02109,76.189,8.488
P02114,78.427,5.49
P02115,55.507,0.069
P02130,68.668,9.237
P02136,55.999,0.688
P02139,53.629,0.05
P02140,79.112,3.243
P02147,72.980,8.483
P02155,64.384,4.14
P02157,77.801,2.511
P02160,57.991,0.305
P02171,69.869,9.808
P02174,67.490,4.519
P02175,53.999,0.265
P02176,80.101,8.699
P02181,69.917,1.725
P02182,58.643,0.264
P02190,74.722,8.564
P02196,67.839,6.408
P02197,70.007,5.807
P02199,45.717,4.71
P02200,45.369,1.528
P02206,60.467,8.136
P02207,64.534,8.884
P02208,64.222,5.658
P02217,81.030,9.749
P02219,57.848,1.801
P02221,53.817,7.167
P02223,62.057,9.357
P02229,64.990,5.194
P02233,58.613,6.957
P02234,39.307,2.842
P02240,65.563,9.086
P02245,74.383,0.864
P02246,75.548,7.102
P02250,57.607,3.737
P02257,73.325,7.275
P02259,46.894,7.359
P02263,50.344,3.539
P02269,63.562,3.007
P02273,67.317,9.729
P02274,65.337,2.282
P02276,52.241,1.217
P02280,58.551,9.759
P02281,69.484,5.76
P02286,55.446,1.459
P02287,57.602,6.455
P02288,74.178,8.913
P02291,63.915,8.316
P02293,58.287,0.956
P02296,67.266,9.025
P02297,63.063,6.226
P02298,53.236,9.289
P02299,59.477,4.347
P02300,62.694,5.565
P02304,65.744,8.34
P02307,63.048,7.697
P02309,54.085,4.008
P02310,62.387,5.466
P02311,61.308,3.04
P02316,61.317,8.343
P02321,73.564,8.865
P02322,61.708,6.119
P02324,40.342,4.273
P02327,66.666,2.727
P02330,71.174,6.727
P02336,70.200,1.137
P02338,71.553,2.618
P02347,66.006,3.714
P02351,56.546,9.617
P02354,52.545,9.129
P02356,75.629,0.711
P02361,63.564,3.669
P02369,55.117,5.056
P02372,60.383,2.408
P02373,57.160,4.275
P02376,60.368,4.322
P02382,80.081,3.791
P02385,65.696,3.772
P02386,68.203,4.675
P02388,59.185,1.708
P02390,81.238,7.661
P02394,66.500,2.973
P02399,55.826,8.297
P02400,51.510,1.872
P02402,60.585,7.019
P02403,57.460,5.731
P02404,52.502,3.69
P02408,52.018,0.975
P02411,64.648,9.807
P02466,82.932,9.651
P02469,57.951,3.762
P02470,81.725,5.294
P02473,36.070,2.835
P02481,65.912,2.765
P02487,53.291,9.665
P02488,65.239,9.293
P02503,58.440,9.777
P02505,49.436,7.555
P02508,64.148,9.513
P02509,42.809,0.953
P02512,59.731,5.031
P02513,64.931,1.753
P02514,60.788,3.68
P02515,76.265,3.05
P02516,73.716,2.235
P02518,64.484,6.682
P02524,77.937,9.4
P02526,70.277,8.852
P02528,65.501,9.039
P02530,84.234,5.566
P02532,67.606,2.723
P02539,67.587,7.737
P02541,73.773,5.126
P02542,52.515,1.574
P02543,85.128,5.145
P02547,47.733,5.866
P02550,81.460,8.623
P02553,63.684,4.407
P02564,65.103,0.617
P02566,56.008,5.107
P02567,46.081,2.68
P02571,59.283,9.216
P02574,54.504,6.456
P02575,61.127,2.651
P02578,63.672,8.713
P02579,80.274,7.161
P02589,69.426,6.66
P02593,59.408,3.581
P02598,75.100,9.423
P02600,78.019,3.543
P02602,58.791,2.638
P02603,58.135,0.552
P02613,49.997,4.778
P02614,73.566,2.055
P02615,74.346,5.586
P02618,61.551,2.964
P02619,50.261,0.716
P02626,69.883,4.794
P02628,68.843,9.192
P02630,60.919,0.73
P02632,60.221,5.214
P02633,54.077,7.079
P02643,65.891,8.887
P02648,80.409,8.317
P02651,66.457,8.814
P02656,55.875,0.641
P02660,58.161,3.319
P02663,68.381,3.35
P02665,59.140,0.703
P02670,51.678,2.671
P02671,79.832,7.514
P02676,79.109,2.782
P02680,77.905,5.874
P02688,65.341,8.658
P02691,61.360,1.556
P02696,60.232,1.01
P02697,68.713,1.118
P02698,81.952,8.577
P02699,71.082,3.617
P02702,59.882,8.116
P02703,58.459,8.425
P02712,71.286,9.162
P02721,68.771,8.176
P02723,66.768,1.201
P02724,63.807,5.079
P02728,69.300,4.789
P02731,81.017,7.444
P02732,42.619,0.51
P02739,51.327,2.873
P02742,59.536,3.149
P02743,72.062,4.49
P02747,48.637,2.158
P02748,72.719,3.328
P02752,62.935,0.118
P02759,63.724,2.013
P02765,67.792,7.599
P02766,58.954,1.684
P02771,74.747,8.704
P02772,54.196,0.406
P02773,45.498,2.546
P02777,65.819,8.378
P02780,84.105,4.741
P02784,71.758,8.225
P02788,65.212,6.908
P02791,66.765,7.069
P02792,50.467,0.935
P02798,62.099,6.898
P02810,61.516,7.891
P02811,65.749,2.092
P02812,63.731,8.76
P02816,61.385,3.002
P02823,66.741,1.948
P02831,29.093,0.073
P02834,71.963,5.497
P02836,65.338,1.889
P02837,56.773,5.91
P02838,62.677,3.012
P02840,86.285,7.409
P02841,60.865,2.115
P02843,56.394,5.949
P02847,75.744,7.988
P02848,74.142,6.958
P02850,60.907,4.826
P02852,84.007,5.429
P02861,68.289,8.606
P02862,50.637,3.304
P02863,67.649,2.172
P02864,80.383,9.275
P02870,57.922,5.576
P02871,69.357,4.032
P02872,58.773,4.843
P02873,60.809,5.96
P02876,65.961,2.221
P02879,69.869,2.389
P02883,64.799,3.213
P02890,67.533,0.281
P02891,66.139,7.167
P02892,56.329,2.295
P02895,69.583,0.301
P02903,72.797,7.441
P02906,55.247,9.003
P02933,66.466,2.388
P02935,46.930,1.504
P02941,57.868,2.017
P02942,64.241,0.5
P02943,66.478,1.194
P02950,81.986,8.064
P02951,63.573,5.365
P02956,73.651,0.176
P02959,72.858,8.433
P02960,50.992,7.214
P02962,50.231,7.534
P02965,57.246,1.188
P02967,63.630,5.712
P02970,80.288,2.073
P02971,55.955,4.175
P02985,71.978,9.27
P02987,71.611,9.459
P02990,66.109,7.228
P02992,72.915,7.959
P02994,68.525,6.675
P02995,55.050,1.023
P02996,58.740,8.56
P02997,65.968,2.399
P02998,61.188,1.277
P03000,70.059,9.782
P03007,84.224,5.789
P03011,60.555,5.989
P03026,60.168,5.875
P03030,80.470,4.86
P03034,66.743,8.273
P03035,81.398,0.926
P03038,71.497,8.69
P03039,50.353,5.146
P03040,58.886,1.846
P03041,49.944,2.898
P03043,71.416,8.427
P03045,60.817,2.581
P03048,67.693,9.557
P03053,53.455,1.089
P03055,52.441,5.715
P03056,61.273,9.487
P03058,72.849,2.578
P03062,83.803,7.353
P03063,68.497,4.679
P03064,84.694,8.546
P03065,62.977,1.489
P03066,67.335,2.699
P03069,64.734,4.295
P03072,54.133,9.815
P03078,64.051,0.569
P03081,77.026,0.991
P03085,54.445,0.745
P03086,43.011,7.598
P03094,51.045,7.966
P03096,70.360,9.581
P03102,72.109,6.938
P03107,62.204,8.98
P03108,81.579,9.284
P03111,60.330,2.002
P03114,49.376,2.809
P03117,53.468,9.042
P03125,73.182,9.068
P03127,71.706,1.536
P03129,82.528,9.969
P03132,48.841,1.147
P03137,71.477,6.279
P03138,73.136,8.712
P03147,71.630,3.112
P03149,61.154,7.103
P03150,50.710,7.235
P03159,39.138,0.303
P03160,56.852,6.7
P03161,76.619,4.504
P03163,63.901,5.018
P03164,75.497,4.991
P03169,67.296,2.394
P03170,55.959,9.061
P03175,52.075,8.841
P03176,90.947,9.399
P03187,74.081,6.094
P03189,66.357,3.848
P03191,74.445,3.87
P03196,81.835,9.781
P03199,55.085,7.075
P03208,63.320,6.36
P03210,55.240,6.427
P03212,74.051,9.112
P03213,72.362,1.2
P03215,58.293,0.752
P03217,68.618,9.144
P03219,80.103,7.624
P03220,78.579,7.057
P03223,54.097,6.061
P03229,73.239,2.252
P03231,61.253,3.927
P03233,77.974,5.516
P03236,54.045,5.447
P03237,49.931,1.436
P03238,57.031,4.433
P03244,56.793,3.174
P03245,68.358,8.615
P03246,78.844,2.402
P03248,71.488,0.935
P03253,61.415,5.585
P03255,83.264,8.712
P03256,61.271,5.279
P03257,74.382,1.496
P03261,69.968,5.218
P03267,55.745,3.49
P03271,63.274,9.896
P03274,56.618,6.876
P03275,52.448,7.275
P03282,66.265,7.843
P03284,69.566,5.647
P03287,61.923,0.38
P03289,62.602,7.905
P03290,75.979,3.355
P03291,77.145,6.134
P03294,51.333,5.313
P03319,74.747,7.012
P03324,62.295,5.38
P03325,55.687,8.71
P03328,73.553,3.077
P03330,70.932,5.975
P03338,23.828,6.385
P03340,20.409,9.739
P03341,21.895,6.056
P03347,14.579,0.974
P03349,6.555,0.057
P03354,22.019,0.792
P03356,24.170,9.198
P03358,7.775,3.022
P03405,11.105,0.599
P03406,23.040,2.071
P03408,17.763,3.983
P03410,20.848,5.883
P03415,14.489,3.96
P03419,19.381,6.838
P03423,21.557,7.022
P03424,21.766,5.687
P03426,24.687,9.176
P03427,17.066,5.388
P03433,20.826,5.453
P03439,11.111,8.653
P03440,20.759,5.747
P03443,21.979,1.384
P03444,23.088,4.581
P03449,27.627,5.429
P03451,12.054,0.122
P03454,23.849,6.647
P03455,21.642,2.636
P03456,16.188,0.637
P03457,27.394,8.239
P03458,18.861,8.261
P03466,6.741,4.567
P03471,19.796,7.966
P03473,23.846,7.187
P03476,18.901,3.821
P03477,15.615,1.542
P03479,17.139,8.767
P03482,22.991,8.306
P03483,15.526,4.841
P03484,17.527,8.684
P03494,17.209,0.158
P03503,18.742,0.453
P03505,22.889,4.031
P03509,18.704,1.473
P03510,19.227,1.086
P03511,16.644,0.343
P03519,18.543,3.685
P03525,17.053,4.539
P03528,19.337,8.871
P03532,10.063,2.018
P03534,13.173,6.646
P03536,25.788,1.673
P03540,30.405,5.921
P03545,29.185,7.458
P03546,29.718,9.48
P03551,26.704,9.352
P03554,31.650,5.529
P03557,10.632,2.497
P03558,22.388,6.148
P03560,20.786,0.453
P03562,24.375,3.164
P03565,9.187,0.78
P03566,13.263,1.47
P03567,15.785,5.543
P03570,15.438,2.119
P03571,17.435,8.224
P03576,22.379,3.208
P03579,30.142,7.16
P03580,23.857,4.837
P03581,21.463,2.814
P03584,13.242,1.946
P03585,20.861,3.625
P03586,19.406,1.881
P03588,21.804,9.269
P03591,29.931,8.108
P03592,21.710,9.707
P03596,18.296,9.093
P03600,19.642,1.349
P03603,21.272,7.886
P03609,15.178,6.636
P03611,20.433,9.588
P03619,28.912,6.682
P03621,10.283,1.077
P03624,14.303,6.295
P03633,22.737,6.69
P03635,15.907,6.883
P03636,23.304,8.453
P03637,23.528,9.881
P03641,17.430,0.983
P03644,11.283,0.097
P03645,11.459,1.737
P03648,18.426,7.626
P03650,16.508,6.251
P03651,23.574,5.865
P03654,19.682,2.043
P03662,21.483,9.936
P03667,23.394,4.421
P03672,13.564,3.488
P03673,28.537,9.662
P03676,14.138,1.131
P03677,19.904,4.58
P03678,22.232,2.283
P03683,16.414,0.973
P03686,22.223,5.253
P03689,9.277,0.225
P03692,18.890,6.096
P03693,12.275,1.755
P03698,27.664,0.051
P03705,32.578,5.121
P03707,23.967,7.007
P03708,17.925,6.187
P03709,2.849,1.571
P03712,15.931,3.792
P03716,24.242,7.856
P03719,18.738,7.114
P03722,11.655,2.512
P03723,24.609,5.1
P03731,21.929,0.203
P03732,24.271,5.976
P03735,20.914,5.987
P03736,18.690,4.092
P03744,14.107,1.504
P03745,12.652,3.932
P03746,16.769,0.247
P03748,16.656,4.918
P03751,22.226,4.51
P03755,11.264,1.543
P03757,19.851,2.017
P03759,16.157,5.726
P03760,33.037,9.384
P03763,17.005,5.952
P03768,18.588,4.151
P03769,17.142,1.464
P03773,19.635,0.069
P03779,10.549,3.98
P03780,24.062,2.717
P03783,17.076,2.481
P03786,5.027,2.223
P03794,24.507,8.46
P03796,19.883,6.952
P03832,15.723,4.844
P03837,18.752,7.426
P03838,15.386,2.647
P03841,18.523,2.974
P03844,21.410,6.142
P03853,18.865,7.989
P03855,27.485,7.221
P03856,12.599,5.598
P03857,14.803,5.615
P03862,16.341,4.611
P03866,22.765,4.084
P03867,13.765,1.606
P03868,28.113,4.559
P03869,19.437,4.636
P03871,31.712,8.945
P03878,13.265,0.391
P03890,20.854,0.818
P03893,16.682,5.518
P03894,18.547,9.267
P03896,19.630,7.76
P03900,27.264,9.727
P03902,19.711,4.151
P03904,25.820,7.631
P03906,15.938,9.98
P03907,23.191,7.882
P03912,18.179,2.125
P03914,22.173,4.138
P03916,15.822,0.225
P03917,19.903,3.0
P03918,20.866,4.809
P03919,19.617,0.701
P03925,23.226,4.011
P03926,22.126,3.079
P03929,9.302,3.317
P03931,19.485,6.84
P03935,12.995,3.983
P03936,25.627,9.877
P03947,23.497,5.46
P03954,20.821,4.437
P03958,22.735,1.371
P03961,26.387,7.414
P03963,25.179,8.201
P03964,21.364,9.514
P03970,23.851,1.77
P03973,24.788,9.71
P03974,17.758,4.296
P03975,19.640,7.902
P03976,21.089,1.973
P03978,16.358,6.458
P03979,23.345,9.818
P03984,20.145,5.873
P03988,27.953,7.725
P03989,26.329,0.247
P03993,22.140,0.779
P03994,13.701,1.288
P03996,22.848,7.725
P03998,22.049,5.62
P03999,22.970,2.092
P04000,28.530,7.272
P04002,20.029,8.158
P04006,22.160,6.742
P04012,29.871,5.051
P04013,15.272,5.688
P04015,30.162,6.456
P04023,22.185,7.739
P04025,20.558,5.469
P04028,19.843,2.907
P04032,11.723,4.16
P04038,16.084,2.226
P04042,14.176,3.001
P04043,20.837,6.138
P04048,20.386,4.862
P04051,25.060,9.904
P04054,21.624,4.361
P04059,15.850,4.962
P04060,26.135,9.34
P04061,12.160,1.127
P04064,17.528,4.7
P04069,24.406,6.833
P04076,17.632,7.306
P04082,22.590,1.828
P04085,19.021,3.698
P04087,25.750,6.815
P04091,27.611,3.492
P04093,23.966,9.867
P04096,30.108,7.254
P04098,22.675,4.866
P04105,17.906,5.16
P04106,13.940,2.765
P04107,18.373,9.439
P04110,27.875,2.173
P04113,22.060,9.429
P04114,24.474,1.941
P04116,21.492,6.531
P04117,15.851,1.034
P04118,17.147,0.637
P04126,16.644,0.705
P04128,22.503,5.454
P04130,10.069,2.158
P04132,17.719,4.348
P04136,18.835,6.546
P04137,15.656,4.789
P04144,17.269,1.084
P04146,23.611,0.828
P04150,15.355,5.556
P04153,26.733,8.204
P04156,23.486,0.529
P04160,23.925,4.561
P04161,27.329,4.067
