partsid,totalcfp,cfp
P01678,18.822,4.513
P01679,29.965,9.764
P01684,22.549,6.253
P01687,17.092,1.754
P01689,12.742,2.235
P01692,20.566,1.363
P01696,24.054,8.693
P01698,21.010,5.557
P01702,18.055,2.091
P01703,8.006,0.989
P01704,22.392,9.234
P01706,25.618,3.706
P01712,18.307,0.425
P01715,12.862,2.263
P01719,20.064,8.901
P01725,10.961,0.511
P01726,30.156,9.734
P01729,24.043,2.768
P01742,17.267,3.117
P01745,14.477,6.583
P01746,16.270,2.441
P01753,24.370,7.359
P01754,25.721,4.588
P01756,22.820,8.922
P01757,23.410,1.05
P01758,18.821,5.196
P01759,24.370,8.669
P01764,21.966,0.785
P01768,11.806,3.721
P01769,18.698,3.736
P01770,18.444,8.73
P01772,24.283,4.937
P01774,20.196,2.65
P01776,24.899,8.412
P01777,17.558,0.965
P01779,23.169,4.332
P01781,17.803,5.399
P01785,27.976,5.585
P01790,23.829,3.388
P01795,27.505,3.535
P01800,18.085,2.606
P01801,13.430,0.6
P01803,17.985,1.392
P01810,16.192,7.143
P01812,22.594,7.695
P01865,20.297,1.875
P01867,14.298,7.195
P01869,13.781,3.692
P01871,23.955,4.532
P01881,24.447,7.125
P01882,12.632,0.185
P01887,19.057,7.038
P01892,25.821,4.248
P01898,19.194,5.005
P01899,25.069,6.608
P01901,14.988,4.294
P01902,33.293,9.587
P01906,21.840,4.602
P01907,18.016,1.632
P01912,17.263,4.065
P01921,7.234,2.039
P01925,22.358,0.107
P01927,28.997,5.791
P01932,12.036,0.28
P01936,18.526,8.269
P01938,18.994,2.318
P01953,22.181,9.779
P01955,16.609,3.67
P01956,23.925,7.501
P01957,19.002,8.416
P01964,28.556,2.698
P01965,20.166,2.531
P01974,14.134,4.804
P01976,20.411,8.133
P01978,23.079,8.191
P01989,20.653,9.746
P02000,16.264,0.327
P02003,14.117,3.687
P02006,18.002,4.883
P02008,17.512,2.941
P02009,26.970,5.615
P02010,29.500,9.723
P02016,9.106,4.271
P02017,26.700,7.316
P02022,9.771,1.01
P02026,15.403,6.24
P02027,19.827,6.162
P02028,14.330,0.904
P02029,17.924,9.946
P02030,20.702,7.096
P02032,28.637,9.068
P02034,22.716,3.309
P02035,13.904,4.49
P02036,18.176,7.043
P02039,17.792,0.677
P02041,16.679,1.079
P02042,19.890,3.17
P02045,10.566,2.22
P02046,22.574,5.98
P02052,14.067,2.417
P02056,19.830,1.329
P02062,20.752,2.777
P02064,15.270,2.868
P02069,16.944,8.24
P02070,13.252,3.279
P02078,20.920,2.723
P02079,26.567,2.67
P02081,13.424,5.575
P02084,19.494,5.912
P02085,23.419,1.626
P02089,23.251,3.996
P02091,11.085,0.237
P02095,17.743,3.798
P02101,19.068,8.079
P02102,12.578,3.175
P02104,24.086,5.261
P02106,17.523,9.483
P02115,10.400,0.354
P02124,25.859,7.771
P02127,13.714,4.539
P02128,24.268,9.152
P02130,17.752,0.166
P02131,24.479,2.695
P02139,20.984,4.055
P02140,17.613,3.22
P02141,16.266,0.074
P02143,10.940,2.17
P02144,14.336,4.749
P02146,9.107,4.08
P02150,19.989,5.868
P02154,22.379,5.432
P02159,8.414,1.001
P02171,31.435,7.998
P02175,20.493,5.166
P02178,16.497,0.004
P02181,33.350,6.991
P02182,30.639,3.62
P02183,22.225,3.945
P02184,15.422,0.279
P02188,22.647,1.569
P02189,26.650,6.012
P02196,7.855,0.804
P02197,16.854,1.437
P02205,19.296,3.166
P02207,12.193,2.764
P02210,19.075,0.739
P02214,18.525,8.337
P02218,23.152,9.109
P02220,26.535,5.004
P02222,17.084,2.257
P02226,21.294,8.53
P02227,20.205,3.5
P02230,15.565,6.101
P02233,17.356,0.691
P02237,27.295,7.792
P02241,18.646,9.861
P02242,7.166,1.723
P02243,20.781,5.949
P02245,15.562,9.173
P02251,24.214,6.217
P02255,14.417,6.43
P02257,10.926,0.412
P02261,14.650,6.587
P02262,16.525,9.429
P02264,24.580,1.176
P02265,18.658,9.222
P02267,21.195,7.524
P02276,21.945,9.075
P02277,19.397,8.082
P02283,9.928,4.867
P02286,23.245,7.256
P02287,20.370,8.465
P02288,12.907,2.523
P02289,27.692,1.211
P02291,9.688,0.791
P02295,15.656,0.669
P02341,21.156,7.984
P02343,11.417,2.887
P02345,8.899,0.659
P02352,12.748,0.314
P02354,23.431,2.038
P02355,27.318,6.022
P02358,25.055,6.934
P02359,33.335,5.117
P02366,23.202,7.872
P02368,24.615,7.409
P02369,16.476,6.166
P02373,28.284,3.367
P02379,14.057,0.88
P02389,24.659,7.692
P02391,14.664,7.677
P02392,30.437,9.86
P02394,19.396,2.685
P02396,16.317,5.632
P02401,17.160,7.254
P02404,24.192,2.99
P02405,16.655,0.6
P02406,19.976,3.483
P02413,14.081,6.084
P02422,20.642,1.469
P02423,33.491,4.971
P02426,12.688,1.519
P02429,24.360,1.112
P02439,12.090,2.979
P02441,17.785,2.402
P02442,22.127,8.729
P02443,15.202,7.024
P02444,19.184,4.685
P02445,25.515,6.523
P02449,15.359,3.194
P02458,18.277,3.381
P02459,28.233,7.169
P02463,23.858,3.327
P02465,18.096,5.217
P02467,24.560,9.227
P02468,16.287,3.708
P02471,26.966,5.253
P02473,13.351,5.027
P02475,22.737,3.137
P02476,24.403,3.521
P02477,7.811,2.418
P02483,22.021,6.216
P02485,11.717,2.19
P02486,26.872,8.097
P02487,20.524,3.328
P02489,24.381,7.169
P02492,20.335,0.578
P02495,23.813,1.348
P02498,21.183,2.275
P02509,15.275,3.511
P02511,24.082,9.666
P02512,17.580,5.357
P02522,15.880,8.191
P02525,21.915,2.95
P02526,35.473,8.479
P02534,24.047,1.705
P02542,16.169,6.639
P02545,27.093,4.376
P02546,24.147,5.195
P02547,12.348,1.855
P02550,27.896,5.747
P02553,24.181,5.411
P02557,25.638,3.901
P02561,21.729,7.062
P02565,19.955,4.065
P02568,9.953,2.276
P02569,22.550,9.144
P02571,10.671,1.77
P02577,25.388,7.996
P02581,27.672,8.425
P02582,31.328,9.793
P02593,23.678,4.279
P02594,22.068,7.236
P02597,20.681,9.73
P02598,22.605,9.068
P02599,19.801,2.946
P02602,30.474,8.977
P02604,26.069,7.645
P02609,21.696,9.1
P02611,24.467,3.889
P02620,21.955,6.506
P02623,18.715,2.718
P02627,25.956,7.859
P02629,27.616,3.948
P02631,14.652,7.215
P02636,18.768,0.828
P02638,18.024,4.906
P02647,13.293,3.645
P02649,26.757,4.856
P02650,18.460,1.001
P02652,14.903,2.656
P02659,15.143,1.951
P02662,19.258,3.989
P02664,18.149,2.192
P02665,25.107,6.459
P02667,23.236,8.045
P02668,17.908,4.841
P02671,15.996,3.537
P02672,18.055,0.178
P02673,21.703,4.124
P02678,17.314,1.996
P02686,11.484,4.744
P02689,17.180,0.831
P02692,22.515,3.758
P02693,19.238,9.345
P02695,28.365,7.545
P02698,15.120,3.633
P02700,19.457,9.907
P02710,30.686,6.986
P02716,20.499,9.638
P02722,21.933,8.765
P02725,18.212,1.172
P02726,24.103,6.443
P02727,31.466,9.007
P02730,34.342,6.398
P02733,15.222,4.199
P02735,21.286,7.039
P02737,7.585,0.47
P02739,25.837,6.642
P02742,22.150,9.11
P02750,20.559,2.607
P02752,14.852,2.152
P02753,22.508,9.948
P02755,5.545,1.311
P02765,21.387,8.037
P02766,31.268,7.555
P02772,33.514,7.669
P02776,21.388,2.179
P02779,18.852,6.253
P02817,17.475,4.456
P02818,29.479,8.579
P02820,21.131,5.853
P02826,14.414,2.612
P02828,21.723,2.404
P02832,19.883,9.431
P02839,22.763,3.009
P02840,31.993,9.224
P02841,19.008,2.636
P02842,12.493,0.5
P02847,16.922,6.818
P02851,15.163,4.334
P02854,25.877,6.449
P02861,20.414,6.559
P02864,21.712,1.068
P02865,30.709,4.443
P02873,16.696,1.86
P02874,15.891,6.624
P02876,26.582,4.288
P02877,21.591,7.072
P02883,15.328,5.704
P02886,30.821,8.532
P02888,26.016,1.133
P02897,19.606,8.148
P02899,23.637,6.515
P02900,22.962,9.148
P02901,20.015,1.309
P02903,17.023,7.542
P02910,11.417,4.11
P02911,25.968,6.716
P02912,18.536,8.531
P02913,31.420,6.454
P02915,31.549,8.959
P02917,15.069,5.051
P02919,28.655,7.304
P02920,12.146,2.018
P02921,14.685,4.066
P02922,20.063,3.694
P02926,34.336,7.169
P02932,24.071,6.672
P02935,7.426,3.346
P02936,29.923,8.158
P02939,27.353,4.478
P02940,20.533,9.412
P02941,21.643,5.374
P02942,27.202,6.895
P02947,18.893,6.591
P02948,19.337,4.429
P02952,22.543,2.512
P02953,19.752,8.786
P02954,15.954,4.16
P02955,21.292,8.579
P02960,18.366,3.489
P02963,18.973,9.984
P02965,8.185,0.869
P02966,22.119,6.055
P02968,24.817,7.836
P02971,11.112,3.674
P02973,8.482,0.612
P02978,13.592,2.084
P02983,12.813,0.738
P02987,16.143,2.033
P02991,21.444,8.676
P02992,16.999,8.447
P02994,16.380,3.472
P02998,23.217,5.92
P03003,28.879,6.542
P03004,13.508,5.597
P03006,18.385,0.252
P03008,25.570,8.831
P03015,22.208,7.573
P03020,26.678,5.432
P03021,20.815,7.445
P03022,26.901,8.998
P03026,29.082,8.964
P03036,26.536,1.461
P03038,9.940,2.001
P03042,19.144,6.719
P03046,23.328,1.806
P03051,13.579,1.295
P03055,22.628,5.881
P03058,22.010,6.906
P03061,20.754,5.318
P03062,23.697,9.134
P03063,11.632,3.29
P03068,20.249,5.617
P03069,26.191,6.849
P03072,13.445,7.153
P03073,24.860,8.183
P03089,23.824,4.537
P03094,23.127,2.422
P03096,28.123,9.286
P03099,18.087,9.173
P03102,21.679,6.566
P03107,15.121,0.009
P03108,7.492,1.574
P03111,9.586,2.58
P03113,17.190,2.33
P03118,26.925,8.336
P03134,21.420,6.804
P03139,21.787,8.27
P03142,20.082,1.67
P03143,23.618,2.093
P03144,20.585,9.481
P03146,20.471,4.678
P03152,22.799,4.576
P03157,11.482,1.139
P03166,27.741,1.765
P03169,19.062,7.497
P03172,22.947,4.606
P03176,36.040,9.802
P03180,22.169,7.439
P03185,18.549,7.577
P03187,16.362,8.813
P03188,20.591,4.192
P03189,20.185,7.991
P03190,14.410,5.118
P03192,17.398,5.759
P03194,22.441,7.75
P03195,25.927,8.688
P03199,18.608,8.766
P03207,19.079,7.792
P03209,18.946,3.844
P03212,26.433,6.562
P03231,28.850,3.66
P03232,30.766,6.128
P03234,28.431,7.633
P03236,20.132,7.581
P03237,14.026,1.565
P03238,16.339,2.274
P03240,18.253,5.985
P03241,15.888,3.447
P03243,17.968,7.901
P03337,1.248,1.248
P03339,9.548,9.548
P03342,7.067,7.067
P03343,8.602,8.602
P03346,1.482,1.482
P03348,9.957,9.957
P03349,4.641,4.641
P03354,1.367,1.367
P03355,2.065,2.065
P03356,9.937,9.937
P03357,7.681,7.681
P03359,5.254,5.254
P03362,1.938,1.938
P03364,3.429,3.429
P03371,6.397,6.397
P03372,8.146,8.146
P03375,8.803,8.803
P03384,2.857,2.857
P03386,7.082,7.082
P03387,3.736,3.736
P03394,7.646,7.646
P03396,4.701,4.701
P03399,0.479,0.479
P03400,1.025,1.025
P03403,1.798,1.798
P03404,7.862,7.862
P03405,0.643,0.643
P03408,8.406,8.406
P03411,1.576,1.576
P03415,3.092,3.092
P03417,4.855,4.855
P03418,5.244,5.244
P03422,1.619,1.619
P03423,4.316,4.316
P03425,1.781,1.781
P03429,3.883,3.883
P03435,8.955,8.955
P03438,2.213,2.213
P03441,6.142,6.142
P03443,2.268,2.268
P03445,2.366,2.366
P03446,9.703,9.703
P03447,3.508,3.508
P03449,2.045,2.045
P03452,7.947,7.947
P03454,0.657,0.657
P03455,3.373,3.373
P03457,4.4,4.4
P03459,3.73,3.73
P03462,6.472,6.472
P03469,5.714,5.714
P03470,4.796,4.796
P03473,4.334,4.334
P03474,0.322,0.322
P03475,0.1,0.1
P03478,2.565,2.565
P03480,7.608,7.608
P03484,4.162,4.162
P03485,8.664,8.664
P03500,8.256,8.256
P03501,3.294,3.294
P03502,9.953,9.953
P03503,4.338,4.338
P03506,1.458,1.458
P03507,3.052,3.052
P03509,2.95,2.95
P03510,6.953,6.953
P03514,3.49,3.49
P03515,2.49,2.49
P03516,8.63,8.63
P03518,1.842,1.842
P03519,5.926,5.926
P03522,4.96,4.96
P03526,5.343,5.343
P03543,0.827,0.827
P03546,0.937,0.937
P03552,9.252,9.252
P03556,6.224,6.224
P03558,0.965,0.965
P03562,3.149,3.149
P03563,4.906,4.906
P03568,9.114,9.114
P03572,2.65,2.65
P03574,3.716,3.716
P03575,1.372,1.372
P03576,2.957,2.957
P03577,7.548,7.548
P03578,4.016,4.016
P03582,5.053,5.053
P03583,9.198,9.198
P03584,7.906,7.906
P03585,2.892,2.892
P03588,3.572,3.572
P03591,5.183,5.183
P03596,1.553,1.553
P03597,3.339,3.339
P03601,3.061,3.061
P03604,9.337,9.337
P03606,4.88,4.88
P03607,0.28,0.28
P03615,6.561,6.561
P03616,2.36,2.36
P03617,0.914,0.914
P03622,2.635,2.635
P03628,8.765,8.765
P03629,4.354,4.354
P03633,4.255,4.255
P03634,0.49,0.49
P03638,1.215,1.215
P03640,0.582,0.582
P03643,8.818,8.818
P03645,8.079,8.079
P03648,8.853,8.853
P03650,9.844,9.844
P03652,6.561,6.561
P03655,1.564,1.564
P03656,5.856,5.856
P03660,6.737,6.737
P03667,9.399,9.399
P03672,2.08,2.08
P03674,3.763,3.763
P03678,0.551,0.551
P03679,9.891,9.891
P03684,0.52,0.52
P03688,7.366,7.366
P03696,9.862,9.862
P03701,7.366,7.366
P03703,3.768,3.768
P03716,3.068,3.068
P03717,1.114,1.114
P03719,4.772,4.772
P03721,3.993,3.993
P03722,9.76,9.76
P03728,4.45,4.45
P03730,5.251,5.251
P03732,0.917,0.917
P03287,26.640,7.369
P03290,8.251,5.28
P03292,20.186,3.868
P03295,27.596,6.773
P03299,17.832,3.429
P03302,19.109,9.163
P03308,28.263,9.844
P03309,15.866,0.358
P03310,15.342,2.895
P03312,12.740,2.368
P03313,31.459,9.679
P03316,11.771,1.738
P03317,20.713,6.434
P03320,25.283,9.511
P03321,12.267,2.425
P03327,9.099,3.162
P03329,19.011,8.934
P03330,10.038,0.763
P03733,9.621,9.621
P03736,3.659,3.659
P03738,0.974,0.974
P03739,3.744,3.744
P03740,8.14,8.14
P03743,4.634,4.634
P03744,9.828,9.828
P03745,5.16,5.16
P03748,3.393,3.393
P03751,2.677,2.677
P03753,0.977,0.977
P03755,4.73,4.73
P03756,8.9,8.9
P03758,9.395,9.395
P03759,3.955,3.955
P03761,3.281,3.281
P03762,6.996,6.996
P03765,4.811,4.811
P03767,2.876,2.876
P03771,6.986,6.986
P03772,5.17,5.17
P03775,5.956,5.956
P03778,8.484,8.484
P03779,5.451,5.451
P03786,6.742,6.742
P03790,8.67,8.67
P03795,8.788,8.788
P03798,8.244,8.244
P03804,6.077,6.077
P03805,4.941,4.941
P03812,9.323,9.323
P03815,6.553,6.553
P03817,0.443,0.443
P03821,6.974,6.974
P03822,4.727,4.727
P03828,7.069,7.069
P03834,2.552,2.552
P03837,0.435,0.435
P03840,5.756,5.756
P03841,2.129,2.129
P03845,2.773,2.773
P03847,6.208,6.208
P03848,1.08,1.08
P03854,3.491,3.491
P03857,0.388,0.388
P03862,3.005,3.005
P03866,0.958,0.958
P03868,6.211,6.211
P03871,3.09,3.09
P03875,6.584,6.584
P03876,5.334,5.334
P03878,7.537,7.537
P03880,4.614,4.614
P03888,0.459,0.459
P03889,8.275,8.275
P03891,1.414,1.414
P03894,5.565,5.565
P03898,4.317,4.317
P03899,3.548,3.548
P03903,6.098,6.098
P03906,0.211,0.211
P03913,4.387,4.387
P03919,7.322,7.322
P03920,2.39,2.39
P03923,6.786,6.786
P03928,1.56,1.56
P03929,8.881,8.881
P03930,8.441,8.441
P03931,5.196,5.196
P03932,0.952,0.952
P03935,2.029,2.029
P03939,8.119,8.119
P03944,9.214,9.214
P03948,0.482,0.482
P03951,9.423,9.423
P03952,1.433,1.433
P03955,1.595,1.595
P03960,9.236,9.236
P03962,2.358,2.358
P03964,6.947,6.947
P03965,0.132,0.132
P03967,8.546,8.546
P03968,0.356,0.356
P03969,4.215,4.215
P03971,6.769,6.769
P03976,2.655,2.655
